source,target,interaction,effect_size,pvalue,qvalue
ADPtx,"Transport, Peroxisomal",in_pathway,1.0143593234731092,4.09934589366928e-06,0.00016971292000614763
ATPtx,"Transport, Peroxisomal",in_pathway,-1.0143593234731092,4.09934589366928e-06,0.00016971292000614763
EX_ile__L_e,Extracellular exchange,in_pathway,1.014359323473107,4.0993458936691274e-06,0.00016971292000614763
ILEtec,"Transport, Extracellular",in_pathway,-1.014359323473107,4.0993458936691274e-06,0.00016971292000614763
NADPtxu,"Transport, Peroxisomal",in_pathway,-1.0143593234730988,4.099345893669921e-06,0.00016971292000614763
NADPHtxu,"Transport, Peroxisomal",in_pathway,-1.0143593234730888,4.099345893670623e-06,0.00016971292000614763
URIK1,Pyrimidine Biosynthesis,in_pathway,-1.0143593234730723,4.099345893671678e-06,0.00016971292000614763
PYNP2r,Pyrimidine Catabolism,in_pathway,1.0143593234730723,4.099345893671678e-06,0.00016971292000614763
EX_asn__L_e,Extracellular exchange,in_pathway,1.01435932347306,4.099345893672542e-06,0.00016971292000614763
PPItx,"Transport, Peroxisomal",in_pathway,1.0143593234730592,4.099345893671719e-06,0.00016971292000614763
GRTTx,Cholesterol Metabolism,in_pathway,-1.0143593234730524,4.099345893672124e-06,0.00016971292000614763
FRDPtr,"Transport, Peroxisomal",in_pathway,-1.0143593234730524,4.099345893672124e-06,0.00016971292000614763
CO2ter,"Transport, Endoplasmic Reticular",in_pathway,1.0143593234730524,4.099345893672124e-06,0.00016971292000614763
IPDDIx,Cholesterol Metabolism,in_pathway,-1.0143593234730524,4.099345893672124e-06,0.00016971292000614763
DMATTx,Cholesterol Metabolism,in_pathway,-1.0143593234730524,4.099345893672124e-06,0.00016971292000614763
PPItr,"Transport, Endoplasmic Reticular",in_pathway,1.0143593234730524,4.099345893672124e-06,0.00016971292000614763
HMGCOARx,Cholesterol Metabolism,in_pathway,-1.0143593234730475,4.099345893673395e-06,0.00016971292000614763
CO2tp,"Transport, Peroxisomal",in_pathway,1.0143593234730228,4.099345893675156e-06,0.00016971292000614763
PMEVKx,Cholesterol Metabolism,in_pathway,-1.0143593234730228,4.099345893675156e-06,0.00016971292000614763
MEVK1x,Cholesterol Metabolism,in_pathway,-1.0143593234730228,4.099345893675156e-06,0.00016971292000614763
DPMVDx,Cholesterol Metabolism,in_pathway,-1.0143593234730228,4.099345893675156e-06,0.00016971292000614763
PItx,"Transport, Peroxisomal",in_pathway,1.0143593234730228,4.099345893675156e-06,0.00016971292000614763
EX_chol_e,Extracellular exchange,in_pathway,1.0143593234729904,4.099345893677924e-06,0.00016971292000614763
C4STMO1r,Cholesterol Metabolism,in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
C3STKR2r,Cholesterol Metabolism,in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
SQLEr,Cholesterol Metabolism,in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
CHSTEROLt3,"Transport, Mitochondrial",in_pathway,1.014359323472942,4.099345893681085e-06,0.00016971292000614763
SQLSr,Cholesterol Metabolism,in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
FORtr,"Transport, Endoplasmic Reticular",in_pathway,1.014359323472942,4.099345893681085e-06,0.00016971292000614763
CHSTEROLt2,"Transport, Mitochondrial",in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
LNSTLSr,Cholesterol Metabolism,in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
