source,target,interaction,effect_size,pvalue,qvalue
ASNGLNNaEx,"Transport, Extracellular",in_pathway,-1.6398535687643387,0.0020271445258113977,0.02807858923112739
PPAm,Oxidative Phosphorylation,in_pathway,1.633074791192488,0.002085480547436716,0.028673433652211085
ACSm,Glycolysis/Gluconeogenesis,in_pathway,1.633074791192488,0.002085480547436716,0.028673433652211085
CO2tm,"Transport, Mitochondrial",in_pathway,1.6297022516421495,0.0013082854377854409,0.019041685707767785
RTOT_2,R Group Synthesis,in_pathway,-1.6268862611694737,0.0021402617809096664,0.029318438954666976
FACOAL181,Fatty acid activation,in_pathway,-1.6112110130385688,0.0006922611067050275,0.011022926852918516
EX_ocdcea_e,Extracellular exchange,in_pathway,1.6112110130385688,0.0006922611067050275,0.011022926852918516
CYTK4,Nucleotides,in_pathway,1.60921105528804,0.0007365814128331484,0.011629247221255554
ACACT1m,Tryptophan metabolism,in_pathway,-1.6017989440069906,0.000730994227379516,0.01159014677113224
UMPK5,Nucleotides,in_pathway,1.5665004918249026,0.001343536799204509,0.019253915822446156
ACt2m,"Transport, Mitochondrial",in_pathway,1.56594177801359,0.0027667287287657235,0.036706247534300136
NADH2_u10m,Oxidative Phosphorylation,in_pathway,-1.5584313745041984,0.0025692431264500654,0.03455956638683373
DNDPt23m,"Transport, Mitochondrial",in_pathway,1.5482609518139492,0.0010411955636077405,0.015456154063754746
ADK1,Nucleotides,in_pathway,1.5419732898862908,0.0010509405433708412,0.01553890660555458
ASPTA,Alanine and Aspartate Metabolism,in_pathway,1.5326797830593442,0.002548770345688784,0.03440839966679859
PGPP_hs,Glycerophospholipid Metabolism,in_pathway,-1.5127749391535728,0.0033100641897736665,0.036706247534300136
PGPPT,Glycerophospholipid Metabolism,in_pathway,-1.5127749391535728,0.0033100641897736665,0.036706247534300136
GPAM_hs,Triacylglycerol Synthesis,in_pathway,-1.5127749391530465,0.0033100641897822755,0.036706247534300136
AGPAT1,Triacylglycerol Synthesis,in_pathway,-1.5127749391530465,0.0033100641897822755,0.036706247534300136
BIOMASS_mm_1_no_glygln,Biomass and maintenance functions,in_pathway,-1.5127749391530454,0.0033100641897822595,0.036706247534300136
ILEtec,"Transport, Extracellular",in_pathway,-1.512774939153022,0.003310064189782618,0.036706247534300136
EX_ile__L_e,Extracellular exchange,in_pathway,1.512774939153022,0.003310064189782618,0.036706247534300136
ADPtx,"Transport, Peroxisomal",in_pathway,1.5127749391530199,0.0033100641897826195,0.036706247534300136
ATPtx,"Transport, Peroxisomal",in_pathway,-1.5127749391530199,0.0033100641897826195,0.036706247534300136
PPAP,Triacylglycerol Synthesis,in_pathway,-1.5127749391530068,0.0033100641897828614,0.036706247534300136
EX_met__L_e,Extracellular exchange,in_pathway,1.5127749391529945,0.0033100641897829517,0.036706247534300136
NADPHtxu,"Transport, Peroxisomal",in_pathway,-1.5127749391529846,0.0033100641897831325,0.036706247534300136
NADPtxu,"Transport, Peroxisomal",in_pathway,-1.5127749391529846,0.0033100641897831325,0.036706247534300136
EX_asn__L_e,Extracellular exchange,in_pathway,1.5127749391529772,0.0033100641897832487,0.036706247534300136
GRTTx,Cholesterol Metabolism,in_pathway,-1.5127749391529624,0.0033100641897835705,0.036706247534300136
PPItr,"Transport, Endoplasmic Reticular",in_pathway,1.5127749391529624,0.0033100641897835705,0.036706247534300136
IPDDIx,Cholesterol Metabolism,in_pathway,-1.5127749391529624,0.0033100641897835705,0.036706247534300136
DMATTx,Cholesterol Metabolism,in_pathway,-1.5127749391529624,0.0033100641897835705,0.036706247534300136
FRDPtr,"Transport, Peroxisomal",in_pathway,-1.5127749391529624,0.0033100641897835705,0.036706247534300136
CO2ter,"Transport, Endoplasmic Reticular",in_pathway,1.5127749391529624,0.0033100641897835705,0.036706247534300136
HMGCOARx,Cholesterol Metabolism,in_pathway,-1.5127749391529126,0.0033100641897841777,0.036706247534300136
MEVK1x,Cholesterol Metabolism,in_pathway,-1.512774939152905,0.003310064189784271,0.036706247534300136
DPMVDx,Cholesterol Metabolism,in_pathway,-1.512774939152905,0.003310064189784271,0.036706247534300136
PMEVKx,Cholesterol Metabolism,in_pathway,-1.512774939152905,0.003310064189784271,0.036706247534300136
PItx,"Transport, Peroxisomal",in_pathway,1.512774939152905,0.003310064189784271,0.036706247534300136
CO2tp,"Transport, Peroxisomal",in_pathway,1.512774939152905,0.003310064189784271,0.036706247534300136
PPItx,"Transport, Peroxisomal",in_pathway,1.5127749391528929,0.00331006418978455,0.036706247534300136
PYNP2r,Pyrimidine Catabolism,in_pathway,1.512774939152887,0.0033100641897845545,0.036706247534300136
URIK1,Pyrimidine Biosynthesis,in_pathway,-1.512774939152887,0.0033100641897845545,0.036706247534300136
EX_chol_e,Extracellular exchange,in_pathway,1.5127749391528638,0.003310064189784821,0.036706247534300136
LNS14DMr,Cholesterol Metabolism,in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
LNSTLSr,Cholesterol Metabolism,in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
C4STMO1r,Cholesterol Metabolism,in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
C3STKR2r,Cholesterol Metabolism,in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
C14STRr,Cholesterol Metabolism,in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
SQLSr,Cholesterol Metabolism,in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
SQLEr,Cholesterol Metabolism,in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
FADtru,"Transport, Endoplasmic Reticular",in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
CHSTEROLt2,"Transport, Mitochondrial",in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
CHSTEROLt3,"Transport, Mitochondrial",in_pathway,1.5127749391525895,0.003310064189788858,0.036706247534300136
FADH2tru,"Transport, Endoplasmic Reticular",in_pathway,-1.5127749391525895,0.003310064189788858,0.036706247534300136
FORtr,"Transport, Endoplasmic Reticular",in_pathway,1.5127749391525895,0.003310064189788858,0.036706247534300136
CDS,Glycerophospholipid Metabolism,in_pathway,-1.5127749391524228,0.003310064189790928,0.036706247534300136
CDIPTr,Glycerophospholipid Metabolism,in_pathway,-1.5127749391524092,0.003310064189791173,0.036706247534300136
MI1PP,Inositol Phosphate Metabolism,in_pathway,-1.5127749391524092,0.003310064189791173,0.036706247534300136
MI1PS,Inositol Phosphate Metabolism,in_pathway,-1.5127749391524092,0.003310064189791173,0.036706247534300136
PSFLIPm,"Transport, Mitochondrial",in_pathway,-1.512774939152389,0.003310064189791917,0.036706247534300136
PSDm_hs,Glycerophospholipid Metabolism,in_pathway,-1.512774939152389,0.003310064189791917,0.036706247534300136
PE_HStm,"Transport, Mitochondrial",in_pathway,1.512774939152389,0.003310064189791917,0.036706247534300136
SMS,Sphingolipid Metabolism,in_pathway,-1.512774939152247,0.003310064189793409,0.036706247534300136
3DSPHR,Sphingolipid Metabolism,in_pathway,-1.512774939152247,0.003310064189793409,0.036706247534300136
DSAT,Sphingolipid Metabolism,in_pathway,-1.512774939152247,0.003310064189793409,0.036706247534300136
SERPT,Sphingolipid Metabolism,in_pathway,-1.512774939152247,0.003310064189793409,0.036706247534300136
DGK1,Nucleotides,in_pathway,1.5127749391512206,0.003310064189808295,0.036706247534300136
CLS_hs,Glycerophospholipid Metabolism,in_pathway,-1.5127749391456755,0.003310064189888579,0.036706247534300136
ADK3,Nucleotides,in_pathway,-1.5097071737171304,0.001270400532596609,0.018562793664529273
O2ter,"Transport, Endoplasmic Reticular",in_pathway,-1.506078585265586,0.003407965307582195,0.03767975886068623
MDH,Citric Acid Cycle,in_pathway,-1.4977741472643669,0.0027371990239231977,0.03668634375229437
SUCD1m,Citric Acid Cycle,in_pathway,-1.4711517277182369,0.0016275344912942834,0.023234457910201147
EX_trp__L_e,Extracellular exchange,in_pathway,-1.4672129749088083,0.001898982579698622,0.026801549590746463
TRPt4,"Transport, Extracellular",in_pathway,1.4672129749088083,0.001898982579698622,0.026801549590746463
ASPTAm,Alanine and Aspartate Metabolism,in_pathway,-1.4505344976230132,0.0032722673562169003,0.036706247534300136
ASPGLUm,"Transport, Mitochondrial",in_pathway,1.4472736279434542,0.003309348058047006,0.036706247534300136
RETt,"Transport, Extracellular",in_pathway,-1.4320004325240283,0.002164743346535577,0.029545178421947108
EX_co2_e,Extracellular exchange,in_pathway,-1.4114851934745898,0.00227820901886474,0.030867661106509164
CO2t,"Transport, Extracellular",in_pathway,1.4114851934745898,0.00227820901886474,0.030867661106509164
PMTCOAtx,"Transport, Peroxisomal",in_pathway,-1.3187732254104032,0.0038503511067538992,0.042444994744866946
