id,label,subsystem,effect_size,qvalue,type
CYTK12,"Cytidylate kinase (dCMP,dCTP)",Nucleotides,1.8220296440243708,0.014332852876253046,reaction
ARTFR202,"R group artificial flux (C18:3, n-3)",R Group Synthesis,-1.8220296440242905,0.014332852876253046,reaction
GLNASNNaEx,L-glutamine/L-asparagine Na-dependent exchange (Gln-L in),"Transport, Extracellular",-1.8220296440240646,0.014332852876253046,reaction
RETFAt,Fatty acid retinol efflux,"Transport, Extracellular",-1.8220296440240586,0.014332852876253046,reaction
RETFA,Retinol acyltransferase,Vitamin A Metabolism,-1.8220296440240586,0.014332852876253046,reaction
RETHe,"Retinyl ester hydrolase, extracellular",Vitamin A Metabolism,-1.8220296440240586,0.014332852876253046,reaction
ARTCOAL2,R group coenzyme a ligase,R Group Synthesis,-1.8220296440240586,0.014332852876253046,reaction
RTOTAL2t,RTOTAL2 transport,"Transport, Extracellular",-1.8220296440240586,0.014332852876253046,reaction
CYSGLNNaEx,L-cysteine/L-glutamine Na-dependent exchange (Cys-L in),"Transport, Extracellular",-1.8220296440240378,0.014332852876253046,reaction
LEUt4,L-leucine transport in via sodium symport,"Transport, Extracellular",-1.822029644023878,0.014332852876253046,reaction
EX_acac_e,Acetoacetate exchange,Extracellular exchange,-1.817242321651231,0.005293032139815048,reaction
ACACt2,Acetoacetate transport via proton symport,"Transport, Extracellular",1.817242321651231,0.005293032139815048,reaction
ADPT,Adenine phosphoribosyltransferase,Salvage Pathway,-1.807098170611399,0.015165601917922877,reaction
SERGLNNaEx,L-serine/L-glutamine Na-dependent exchange (Ser-L in),"Transport, Extracellular",-1.7980405096559249,0.015547161060088951,reaction
THRASNNaEx,L-threonine/L-asparagine Na-dependent exchange (Thr-L in),"Transport, Extracellular",-1.782366887907216,0.016506037188100228,reaction
PROD2m,Proline dehydrogenase (m),Arginine and Proline Metabolism,-1.780195071658977,0.0064998501746696725,reaction
SERt4,L-serine via sodium symport,"Transport, Extracellular",-1.7102499962991762,0.011657623106917701,reaction
EX_ade_e,Adenine exchange,Extracellular exchange,1.6796568762114816,0.019193208301944206,reaction
ADEt,Adenine transport via diffusion,"Transport, Extracellular",-1.6796568762114816,0.019193208301944206,reaction
DHCRD2,Dihydroceramide desaturase,Sphingolipid Metabolism,-1.6694139047613747,0.012244576067414222,reaction
ACACT1r_copy2,Acetyl-CoA C-acetyltransferase,Tryptophan metabolism,-1.6513108843628777,0.019253915822446156,reaction
ETHAK,Ethanolamine kinase,Glycerophospholipid Metabolism,-1.6508468110185748,0.026917879182219273,reaction
CEPTE,Ethanolamine phosphotransferase,Glycerophospholipid Metabolism,-1.6508468110185748,0.026917879182219273,reaction
PETHCT,Phosphoethanolamine cytidyltransferase,Glycerophospholipid Metabolism,-1.6508468110185748,0.026917879182219273,reaction
PSSA2_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid Metabolism,-1.6508468110185748,0.026917879182219273,reaction
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),Purine Catabolism,1.6439904455648313,0.025043093427816566,reaction
ASNGLNNaEx,L-glutamine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, Extracellular",-1.6398535687643387,0.02807858923112739,reaction
PPAm,Inorganic diphosphatase,Oxidative Phosphorylation,1.633074791192488,0.028673433652211085,reaction
ACSm,Acetyl CoA synthetase,Glycolysis/Gluconeogenesis,1.633074791192488,0.028673433652211085,reaction
CO2tm,CO2 transport  diffusion   mitochondrial,"Transport, Mitochondrial",1.6297022516421495,0.019041685707767785,reaction
RTOT_2,R total flux 2 position,R Group Synthesis,-1.6268862611694737,0.029318438954666976,reaction
FACOAL181,Fatty acid  CoA ligase  octadecenoate ,Fatty acid activation,-1.6112110130385688,0.011022926852918516,reaction
EX_ocdcea_e,Octadecenoate (n-C18:1) exchange,Extracellular exchange,1.6112110130385688,0.011022926852918516,reaction
CYTK4,Cytidylate kinase (dCMP)(GTP),Nucleotides,1.60921105528804,0.011629247221255554,reaction
ACACT1m,Acetyl CoA C acetyltransferase  mitochondrial,Tryptophan metabolism,-1.6017989440069906,0.01159014677113224,reaction
UMPK5,UMP kinase (dATP),Nucleotides,1.5665004918249026,0.019253915822446156,reaction
ACt2m,Acetate mitochondrial transport via proton symport,"Transport, Mitochondrial",1.56594177801359,0.036706247534300136,reaction
NADH2_u10m,"NADH dehydrogenase, mitochondrial",Oxidative Phosphorylation,-1.5584313745041984,0.03455956638683373,reaction
DNDPt23m,DTDP transport via dGTP antiport,"Transport, Mitochondrial",1.5482609518139492,0.015456154063754746,reaction
ADK1,Adenylate kinase,Nucleotides,1.5419732898862908,0.01553890660555458,reaction
ASPTA,Aspartate transaminase,Alanine and Aspartate Metabolism,1.5326797830593442,0.03440839966679859,reaction
PGPP_hs,Phosphatidylglycerol phosphate phosphatase (homo sapiens),Glycerophospholipid Metabolism,-1.5127749391535728,0.036706247534300136,reaction
PGPPT,Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase,Glycerophospholipid Metabolism,-1.5127749391535728,0.036706247534300136,reaction
GPAM_hs,Glycerol-3-phosphate acyltransferase,Triacylglycerol Synthesis,-1.5127749391530465,0.036706247534300136,reaction
AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,Triacylglycerol Synthesis,-1.5127749391530465,0.036706247534300136,reaction
BIOMASS_mm_1_no_glygln,Biomass mm 1 no glygln,Biomass and maintenance functions,-1.5127749391530454,0.036706247534300136,reaction
ILEtec,L-isoleucine transport via diffusion (extracellular to cytosol),"Transport, Extracellular",-1.512774939153022,0.036706247534300136,reaction
EX_ile__L_e,L-Isoleucine exchange,Extracellular exchange,1.512774939153022,0.036706247534300136,reaction
ADPtx,"ADP transporter, peroxisomal","Transport, Peroxisomal",1.5127749391530199,0.036706247534300136,reaction
ATPtx,"ATP transporter, peroxisomal","Transport, Peroxisomal",-1.5127749391530199,0.036706247534300136,reaction
PPAP,Phosphatidic acid phosphatase,Triacylglycerol Synthesis,-1.5127749391530068,0.036706247534300136,reaction
EX_met__L_e,L-Methionine exchange,Extracellular exchange,1.5127749391529945,0.036706247534300136,reaction
NADPHtxu,"NADPH transport, glyoxysome","Transport, Peroxisomal",-1.5127749391529846,0.036706247534300136,reaction
NADPtxu,"NADP transport, glyoxysome","Transport, Peroxisomal",-1.5127749391529846,0.036706247534300136,reaction
EX_asn__L_e,L-Asparagine exchange,Extracellular exchange,1.5127749391529772,0.036706247534300136,reaction
GRTTx,Geranyltranstransferase,Cholesterol Metabolism,-1.5127749391529624,0.036706247534300136,reaction
PPItr,"Diphosphate transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",1.5127749391529624,0.036706247534300136,reaction
IPDDIx,Isopentenyl-diphosphate D-isomerase,Cholesterol Metabolism,-1.5127749391529624,0.036706247534300136,reaction
DMATTx,Dimethylallyltranstransferase,Cholesterol Metabolism,-1.5127749391529624,0.036706247534300136,reaction
FRDPtr,"Lipid, flip-flop intracellular transport","Transport, Peroxisomal",-1.5127749391529624,0.036706247534300136,reaction
CO2ter,CO2 endoplasmic reticular transport via diffusion,"Transport, Endoplasmic Reticular",1.5127749391529624,0.036706247534300136,reaction
HMGCOARx,Hydroxymethylglutaryl CoA reductase (ir),Cholesterol Metabolism,-1.5127749391529126,0.036706247534300136,reaction
MEVK1x,Mevalonate kinase (atp),Cholesterol Metabolism,-1.512774939152905,0.036706247534300136,reaction
DPMVDx,Diphosphomevalonate decarboxylase,Cholesterol Metabolism,-1.512774939152905,0.036706247534300136,reaction
PMEVKx,Phosphomevalonate kinase,Cholesterol Metabolism,-1.512774939152905,0.036706247534300136,reaction
PItx,"Phosphate transporter, peroxisome","Transport, Peroxisomal",1.512774939152905,0.036706247534300136,reaction
CO2tp,CO2 peroxisomal transport,"Transport, Peroxisomal",1.512774939152905,0.036706247534300136,reaction
PPItx,"Diphosphate transporter, peroxisome","Transport, Peroxisomal",1.5127749391528929,0.036706247534300136,reaction
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),Pyrimidine Catabolism,1.512774939152887,0.036706247534300136,reaction
URIK1,Uridine kinase  ATPUridine ,Pyrimidine Biosynthesis,-1.512774939152887,0.036706247534300136,reaction
EX_chol_e,Choline exchange,Extracellular exchange,1.5127749391528638,0.036706247534300136,reaction
LNS14DMr,Cytochrome P450 lanosterol 14-alpha-demethylase,Cholesterol Metabolism,-1.5127749391525895,0.036706247534300136,reaction
LNSTLSr,Lanosterol synthase,Cholesterol Metabolism,-1.5127749391525895,0.036706247534300136,reaction
C4STMO1r,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)",Cholesterol Metabolism,-1.5127749391525895,0.036706247534300136,reaction
C3STKR2r,C-3 sterol keto reductase (zymosterol),Cholesterol Metabolism,-1.5127749391525895,0.036706247534300136,reaction
C14STRr,C-14 sterol reductase,Cholesterol Metabolism,-1.5127749391525895,0.036706247534300136,reaction
SQLSr,Squalene synthase,Cholesterol Metabolism,-1.5127749391525895,0.036706247534300136,reaction
SQLEr,Squalene epoxidase  endoplasmic reticular  NADP ,Cholesterol Metabolism,-1.5127749391525895,0.036706247534300136,reaction
FADtru,"FAD transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",-1.5127749391525895,0.036706247534300136,reaction
CHSTEROLt2,Cholesterol intracellular transport,"Transport, Mitochondrial",-1.5127749391525895,0.036706247534300136,reaction
CHSTEROLt3,Cholesterol intracellular transport,"Transport, Mitochondrial",1.5127749391525895,0.036706247534300136,reaction
FADH2tru,"FADH2 transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",-1.5127749391525895,0.036706247534300136,reaction
FORtr,"FOR transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",1.5127749391525895,0.036706247534300136,reaction
CDS,Phosphatidate cytidylyltransferase,Glycerophospholipid Metabolism,-1.5127749391524228,0.036706247534300136,reaction
CDIPTr,Phosphatidylinositol synthase (Homo sapiens),Glycerophospholipid Metabolism,-1.5127749391524092,0.036706247534300136,reaction
MI1PP,Myo-inositol 1-phosphatase,Inositol Phosphate Metabolism,-1.5127749391524092,0.036706247534300136,reaction
MI1PS,Myo Inositol 1 phosphate synthase,Inositol Phosphate Metabolism,-1.5127749391524092,0.036706247534300136,reaction
PSFLIPm,Phosphatidylserine flippase,"Transport, Mitochondrial",-1.512774939152389,0.036706247534300136,reaction
PSDm_hs,Phosphatidylserine decarboxylase,Glycerophospholipid Metabolism,-1.512774939152389,0.036706247534300136,reaction
PE_HStm,Phosphatidylethanolamine scramblase,"Transport, Mitochondrial",1.512774939152389,0.036706247534300136,reaction
SMS,Sphingomyelin synthase (homo sapiens),Sphingolipid Metabolism,-1.512774939152247,0.036706247534300136,reaction
3DSPHR,3 Dehydrosphinganine reductase,Sphingolipid Metabolism,-1.512774939152247,0.036706247534300136,reaction
DSAT,Dihydrosphingosine N-acyltransferase,Sphingolipid Metabolism,-1.512774939152247,0.036706247534300136,reaction
SERPT,Serine C palmitoyltransferase,Sphingolipid Metabolism,-1.512774939152247,0.036706247534300136,reaction
DGK1,Deoxyguanylate kinase (dGMP:ATP),Nucleotides,1.5127749391512206,0.036706247534300136,reaction
CLS_hs,Cardiolipin synthase (homo sapiens),Glycerophospholipid Metabolism,-1.5127749391456755,0.036706247534300136,reaction
ADK3,Adentylate kinase (GTP),Nucleotides,-1.5097071737171304,0.018562793664529273,reaction
O2ter,O2  transport  endoplasmic reticulum,"Transport, Endoplasmic Reticular",-1.506078585265586,0.03767975886068623,reaction
MDH,Malate dehydrogenase,Citric Acid Cycle,-1.4977741472643669,0.03668634375229437,reaction
SUCD1m,Succinate dehydrogenase,Citric Acid Cycle,-1.4711517277182369,0.023234457910201147,reaction
EX_trp__L_e,L-Tryptophan exchange,Extracellular exchange,-1.4672129749088083,0.026801549590746463,reaction
TRPt4,L-tryptophan transport in via sodium symport,"Transport, Extracellular",1.4672129749088083,0.026801549590746463,reaction
ASPTAm,Aspartate transaminase,Alanine and Aspartate Metabolism,-1.4505344976230132,0.036706247534300136,reaction
ASPGLUm,Aspartate-glutamate mitochondrial shuttle,"Transport, Mitochondrial",1.4472736279434542,0.036706247534300136,reaction
RETt,Retinol transport via faciliated diffusion,"Transport, Extracellular",-1.4320004325240283,0.029545178421947108,reaction
EX_co2_e,CO2 exchange,Extracellular exchange,-1.4114851934745898,0.030867661106509164,reaction
CO2t,CO2 transporter via diffusion,"Transport, Extracellular",1.4114851934745898,0.030867661106509164,reaction
PMTCOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",-1.3187732254104032,0.042444994744866946,reaction
"Transport, Mitochondrial","Transport, Mitochondrial","Transport, Mitochondrial",,,subsystem
"Transport, Extracellular","Transport, Extracellular","Transport, Extracellular",,,subsystem
Extracellular exchange,Extracellular exchange,Extracellular exchange,,,subsystem
Pyruvate Metabolism,Pyruvate Metabolism,Pyruvate Metabolism,,,subsystem
Steroid Metabolism,Steroid Metabolism,Steroid Metabolism,,,subsystem
Glyoxylate and Dicarboxylate Metabolism,Glyoxylate and Dicarboxylate Metabolism,Glyoxylate and Dicarboxylate Metabolism,,,subsystem
Tyrosine metabolism,Tyrosine metabolism,Tyrosine metabolism,,,subsystem
R Group Synthesis,R Group Synthesis,R Group Synthesis,,,subsystem
Nucleotides,Nucleotides,Nucleotides,,,subsystem
Fructose and Mannose Metabolism,Fructose and Mannose Metabolism,Fructose and Mannose Metabolism,,,subsystem
Intracellular demand,Intracellular demand,Intracellular demand,,,subsystem
Citric Acid Cycle,Citric Acid Cycle,Citric Acid Cycle,,,subsystem
Triacylglycerol Synthesis,Triacylglycerol Synthesis,Triacylglycerol Synthesis,,,subsystem
Glycolysis/Gluconeogenesis,Glycolysis/Gluconeogenesis,Glycolysis/Gluconeogenesis,,,subsystem
"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism",,,subsystem
CYP Metabolism,CYP Metabolism,CYP Metabolism,,,subsystem
Fatty acid activation,Fatty acid activation,Fatty acid activation,,,subsystem
Cysteine Metabolism,Cysteine Metabolism,Cysteine Metabolism,,,subsystem
Pyrimidine Biosynthesis,Pyrimidine Biosynthesis,Pyrimidine Biosynthesis,,,subsystem
Glutamate metabolism,Glutamate metabolism,Glutamate metabolism,,,subsystem
Fatty acid elongation,Fatty acid elongation,Fatty acid elongation,,,subsystem
Pyrimidine Catabolism,Pyrimidine Catabolism,Pyrimidine Catabolism,,,subsystem
Cholesterol Metabolism,Cholesterol Metabolism,Cholesterol Metabolism,,,subsystem
Alanine and Aspartate Metabolism,Alanine and Aspartate Metabolism,Alanine and Aspartate Metabolism,,,subsystem
"Transport, Peroxisomal","Transport, Peroxisomal","Transport, Peroxisomal",,,subsystem
"Glycine, Serine, and Threonine Metabolism","Glycine, Serine, and Threonine Metabolism","Glycine, Serine, and Threonine Metabolism",,,subsystem
C5-Branched dibasic acid metabolism,C5-Branched dibasic acid metabolism,C5-Branched dibasic acid metabolism,,,subsystem
Folate Metabolism,Folate Metabolism,Folate Metabolism,,,subsystem
Vitamin A Metabolism,Vitamin A Metabolism,Vitamin A Metabolism,,,subsystem
Purine Catabolism,Purine Catabolism,Purine Catabolism,,,subsystem
Lysine Metabolism,Lysine Metabolism,Lysine Metabolism,,,subsystem
"Transport, Endoplasmic Reticular","Transport, Endoplasmic Reticular","Transport, Endoplasmic Reticular",,,subsystem
Ascorbate and Aldarate Metabolism,Ascorbate and Aldarate Metabolism,Ascorbate and Aldarate Metabolism,,,subsystem
Pentose and Glucuronate Interconversions,Pentose and Glucuronate Interconversions,Pentose and Glucuronate Interconversions,,,subsystem
Propanoate Metabolism,Propanoate Metabolism,Propanoate Metabolism,,,subsystem
"Transport, Lysosomal","Transport, Lysosomal","Transport, Lysosomal",,,subsystem
Fatty Acid Metabolism,Fatty Acid Metabolism,Fatty Acid Metabolism,,,subsystem
"Transport, Nuclear","Transport, Nuclear","Transport, Nuclear",,,subsystem
Carnitine shuttle,Carnitine shuttle,Carnitine shuttle,,,subsystem
Fatty acid oxidation,Fatty acid oxidation,Fatty acid oxidation,,,subsystem
Tryptophan metabolism,Tryptophan metabolism,Tryptophan metabolism,,,subsystem
Urea cycle/amino group metabolism,Urea cycle/amino group metabolism,Urea cycle/amino group metabolism,,,subsystem
Salvage Pathway,Salvage Pathway,Salvage Pathway,,,subsystem
Arginine and Proline Metabolism,Arginine and Proline Metabolism,Arginine and Proline Metabolism,,,subsystem
Sphingolipid Metabolism,Sphingolipid Metabolism,Sphingolipid Metabolism,,,subsystem
Glycerophospholipid Metabolism,Glycerophospholipid Metabolism,Glycerophospholipid Metabolism,,,subsystem
Oxidative Phosphorylation,Oxidative Phosphorylation,Oxidative Phosphorylation,,,subsystem
Biomass and maintenance functions,Biomass and maintenance functions,Biomass and maintenance functions,,,subsystem
Inositol Phosphate Metabolism,Inositol Phosphate Metabolism,Inositol Phosphate Metabolism,,,subsystem
