reaction_id,reaction_name,flux_baseline,flux_microbiome,flux_delta,flux_delta_pct,microbiome_attributable
B3GNT314g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT313g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT312g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT311g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT310g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT12g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",0.0,0.0,0.0,,False
B3GNT11g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",0.0,0.0,0.0,,False
B3GALTg,Beta galactosyltransferase,0.0,0.0,0.0,,False
B3GALT5g,"Beta-1,3-galactosyltransferase 5",0.0,0.0,0.0,,False
B3GALT44g,"Beta-1,3-galactosyltransferase 4",0.0,0.0,0.0,,False
BAMPPALDOXm,Beta-Aminopropion aldehyde:NAD+ oxidoreductase (m),0.0,0.0,0.0,,False
BAMPPALDOX,Beta-Aminopropion aldehyde NAD+ oxidoreductase,0.0,0.0,0.0,,False
BALAtmr,"Beta-alanine transport, mitochondria",0.0,0.0,0.0,,False
BALAVECSEC,B-alanine secretion via secretory vesicle (ATP driven),0.0,0.0,0.0,,False
BACCLm,"Biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial",0.0,0.0,0.0,,False
BACCL,Biotin acetyl CoA carboxylase ligase,0.0,0.0,0.0,,False
BAAT5x,Bile acid Coenzyme A: amino acid N-acyltransferase,0.0,0.0,0.0,,False
BAAT4x,Bile acid Coenzyme A: amino acid N-acyltransferase,0.0,0.0,0.0,,False
BAAT3x,Bile acid Coenzyme A: amino acid N-acyltransferase,0.0,0.0,0.0,,False
BAAT2x,Bile acid Coenzyme A: amino acid N-acyltransferase,0.0,0.0,0.0,,False
BAAT1x,Bile acid Coenzyme A: amino acid N-acyltransferase,0.0,0.0,0.0,,False
B3GNT51g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",0.0,0.0,0.0,,False
B3GNT39g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT38g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT37g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
B3GNT36g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",0.0,0.0,0.0,,False
CERK,Ceramide kinase,0.0,0.0,0.0,,False
CEPTE,Ethanolamine phosphotransferase,0.024552231170143227,0.024552231170143227,0.0,0.0,False
CEPTC,Choline phosphotransferase,0.06519040690003547,0.06519040690003547,0.0,0.0,False
CDSm,Phosphatidate cytidylyltransferase,0.0,0.0,0.0,,False
BILDGLCURtr,Glucuronidated compound transport,0.0,0.0,0.0,,False
BILDGLCURte,Bilirubin beta-diglucuronide transport MDR,0.0,0.0,0.0,,False
BHMT,Betaine-homocysteine S-methyltransferase,0.0,0.0,0.0,,False
BHBtm,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport,-8.804199277871547,-8.804199277871547,0.0,0.0,False
BHBt,(R)-3-Hydroxybutanoate transport via H+ symport,-8.804199277871547,-8.804199277871547,0.0,0.0,False
BETALDHxm,"Betaine-aldehyde dehydrogenase, mitochondrial",0.0,0.0,0.0,,False
BETALDHx,Betaine-aldehyde dehydrogenase,0.0,0.0,0.0,,False
BDMT_U,GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (uterus),0.0,0.0,0.0,,False
BDMT_L,GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (liver),0.0,0.0,0.0,,False
BDHm,"3-Hydroxybutanoate:NAD+ oxidoreductase, mitochondria",-8.804199277871547,-8.804199277871547,0.0,0.0,False
BCDO,Beta-Carotene dioxygenase,0.0,0.0,0.0,,False
BBHOX,"4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",0.0,0.0,0.0,,False
CHOLK,Choline kinase,0.06519040690003547,0.06519040690003547,0.0,0.0,False
CHOLD2m,"Choline dehydrogenase (FAD acceptor), mitochondrial",0.0,0.0,0.0,,False
CHOLATEt3,ABC bile acid transporter,0.0,0.0,0.0,,False
CHOLATEt2,Cholate transport via sodium cotransport,0.0,0.0,0.0,,False
CHLtm,Choline transport via diffusion (cytosol to mitochondria),0.0,0.0,0.0,,False
CHLPCTD,Choline phosphate cytididyltransferase,0.06519040690003547,0.06519040690003547,0.0,0.0,False
CHLP,Choline phosphate phosphatase,0.0,0.0,0.0,,False
CHATn,Choline O-acetyltransferase,0.0,0.0,0.0,,False
CHAT,Choline O-acetyltransferase,0.0,0.0,0.0,,False
CH25H,Cholesterol 25-hydroxylase,0.0,0.0,0.0,,False
CGMPt,CGMP transport (ATP-dependent),0.0,0.0,0.0,,False
CGLYt3_2,Cys-Gly transport in via proton symport,0.0,0.0,0.0,,False
CERT2rt,Ceramide transport protein,0.0,0.0,0.0,,False
CERT2gt,Ceramide transport protein,0.0,0.0,0.0,,False
CERT1rt,Ceramide transport protein,0.0,0.0,0.0,,False
CERT1gt,Ceramide transport protein,0.0,0.0,0.0,,False
CITL,Citrate lyase,0.0,0.0,0.0,,False
CHTNASEe,"Chitinase, extracellular",0.0,0.0,0.0,,False
CHTNASE,CHTNASE,0.0,0.0,0.0,,False
CHSTEROLtg,"Cholesterol efflux (ATP depedent), golgi",0.0,0.0,0.0,,False
CHSTEROLt3,Cholesterol intracellular transport,-0.015239315898709587,-0.015239315898709587,0.0,0.0,False
CHSTEROLt2,Cholesterol intracellular transport,0.015239315898709587,0.015239315898709587,0.0,0.0,False
CHSTEROLt1,Cholesterol intracellular transport,0.0,0.0,0.0,,False
CHSTEROLt,Cholesterol efflux (ATP depedent),0.0,0.0,0.0,,False
CHSTEROLSULT,Steroid sulfotransferase,0.0,0.0,0.0,,False
CHOLtu,Choline uniport,0.06519040690003547,0.06519040690003547,0.0,0.0,False
CHOLtr,Choline intracellular transport,0.0,0.0,0.0,,False
CHOLtn,"Choline transport, nuclear through pores",0.0,0.0,0.0,,False
CHOLtg,Choline intracellular transport,0.0,0.0,0.0,,False
CHOLt4,"Choline, sodium cotransport",0.0,0.0,0.0,,False
CHOLPtl,Choline phosphate intracellular transport,0.0,0.0,0.0,,False
CHOLPtg,Choline phosphate intracellular transport,0.0,0.0,0.0,,False
CLOXAtex2,Chloride transport via oxalate countertransport (2:1),0.0,0.0,0.0,,False
CLOHtex2,Chloride transport via hydroxide countertransport (2:1),0.0,0.0,0.0,,False
CLI2tex,Chloride transport via iodide countertransport,0.0,0.0,0.0,,False
CLHCOtex,Chloride transport via bicarbonate countertransport,0.0,0.0,0.0,,False
CLHCO3tex2,Chloride transport via bicarbonate countertransport (2:1),6.373810711830732,6.373810711830732,0.0,0.0,False
CLFORtex2,Chloride transport via formate countertransport (2:1),0.015239315898709587,0.015239315898709587,0.0,0.0,False
CLFORtex,Chloride transport via formate countertransport,0.0,0.0,0.0,,False
CKc,ATP Creatine kinase (c),0.0,0.0,0.0,,False
CK,ATP Creatine kinase,0.0,0.0,0.0,,False
CITtbm,Citrate transport  mitochondrial,0.0,0.0,0.0,,False
CITtam,Citrate transport  mitochondrial,-0.15195365438861613,-0.15195365438861613,0.0,0.0,False
CITt4_4,Citrate transport via sodium symport,0.0,0.0,0.0,,False
CITt4_2,Citrate transport via sodium symport,0.0,0.0,0.0,,False
CITRtm,"Citrulline transport via diffusion, mitochondria",0.0,0.0,0.0,,False
CITMCOALm,L-Citramalyl-CoA pyruvate-lyase,0.0,0.0,0.0,,False
CITMCOAHm,"L-Citramalyl-CoA hydro-lyase, mitochondrial",0.0,0.0,0.0,,False
CYOR_u10m,"Ubiquinol-6 cytochrome c reductase, Complex III",0.1,0.1,0.0,0.0,False
CO2tn,CO2 nuclear transport via diffusion,0.0,0.0,0.0,,False
CO2tm,CO2 transport  diffusion   mitochondrial,-20.505175296557713,-20.505175296557713,0.0,0.0,False
CO2tg,CO2 Golgi transport,0.0,0.0,0.0,,False
CO2ter,CO2 endoplasmic reticular transport via diffusion,-0.030478631797419175,-0.030478631797419175,0.0,0.0,False
CO2t,CO2 transporter via diffusion,-21.033862853035703,-21.033862853035703,0.0,0.0,False
CMPSASn,"CMP sialic acid synthase, nuclear",0.0,0.0,0.0,,False
ACNMCT,CTP:N-acylneuraminate cytidylyltransferase,0.0,0.0,0.0,,False
CMPACNAtn,CMP-Sia nuclear export,0.0,0.0,0.0,,False
CMPACNAtg,CMP-Sia Golgi transport via CMP antiport,0.0,0.0,0.0,,False
CLS_hs,Cardiolipin synthase (homo sapiens),0.0025398859831182647,0.0025398859831182647,0.0,0.0,False
CLPNDt,Fatty acid transport via diffusion,0.0,0.0,0.0,,False
CLPNDCRNt,Transport into the mitochondria (carnitine),0.0,0.0,0.0,,False
CLPNDCPT2,Carnitine transferase,0.0,0.0,0.0,,False
CLPNDCPT1,Carnitine O-palmitoyltransferase,0.0,0.0,0.0,,False
CLPNDCOAtx,Fatty acid intracellular transport,0.0,0.0,0.0,,False
CYSTHRNaEx,L-cysteine/L-threonine Na-dependent exchange (Cys-L in),0.0,0.0,0.0,,False
CYSTGLUex,L-cystine/L-glutamate exchanger,0.0,0.0,0.0,,False
CYSTGL,Cystathionine g lyase,0.0,0.0,0.0,,False
CYSTAm,L-Cysteine:2-oxoglutarate aminotransferase,0.0,0.0,0.0,,False
CYSTA,Cysteine transaminase,0.0,0.0,0.0,,False
CYSSERNaEx,L-serine/L-cysteine Na-dependent exchange (Cys-L in),0.0,0.0,0.0,,False
CYSO,Cysteine oxidase,0.0,0.0,0.0,,False
CYSLYSL,L-Cystine Lysteine-lyase (deaminating),0.0,0.0,0.0,,False
CYSGLYex_copy2,L-cysteine/glycine exchanger,0.0,0.0,0.0,,False
CYSGLYex_copy1,L-cysteine/glycine exchanger,0.0,0.0,0.0,,False
CYSGLUexR,L-cysteine/L-glutamine reversible exchanger,0.0,0.0,0.0,,False
CYSGLTH,Glutathione:cystine oxidoreductase,0.0,0.0,0.0,,False
CYSGLNNaEx,L-cysteine/L-glutamine Na-dependent exchange (Cys-L in),0.0,0.0,0.0,,False
CYSASNNaEx,L-cysteine/L-asparagine Na-dependent exchange (Cys-L in),0.0,0.0,0.0,,False
CYSAMO,Cysteamine oxygenase,0.0,0.0,0.0,,False
CYSALANaEx,L-alanine/L-cysteine Na-dependent exchange (Cys-L in),0.0,0.0,0.0,,False
CYTK10,"Cytidylate kinase (CMP,dGTP)",0.0,0.0,0.0,,False
CYTK1,Cytidylate kinase (CMP),0.05748608608457673,0.05748608608457673,0.0,0.0,False
CYTDtn,Cytidine  transport in nucleus,0.0,0.0,0.0,,False
CYTDtm,Cytidine facilated transport in mitochondria,0.0,0.0,0.0,,False
CYTDtl,Cytidine facilated transport from lysosome,0.0,0.0,0.0,,False
CYTDt5,Cytidine transport (1:2 Na/cytd cotransport),0.0,0.0,0.0,,False
CYTDt4,Cytidine transport in via sodium symport,0.0,0.0,0.0,,False
CYTDt,Cytidine facilated transport in cytosol,0.0,0.0,0.0,,False
CYTDn,"Cytidine deaminase, nuclear",0.0,0.0,0.0,,False
CYTDK2m,"Cytidine kinase (ATP), mitochondrial",0.0,0.0,0.0,,False
CYTDK1,ATP:cytidine 5'-phosphotransferase,0.0,0.0,0.0,,False
CYTD,Cytidine deaminase,0.0,0.0,0.0,,False
CYStec,L-cysteine transport via diffusion (extracellular to cytosol),0.12276115585071612,0.12276115585071612,0.0,0.0,False
CYSt4,L-cysteine reversible transport via sodium symport,0.0,0.0,0.0,,False
CYSTSERex,L-cystine/glycine exchanger (cystine in),0.0,0.0,0.0,,False
CYSTS,Cystathionine beta synthase,0.0,0.0,0.0,,False
CYTK4,Cytidylate kinase (dCMP)(GTP),0.0,0.0,0.0,,False
CYTK3n,"Cytidylate kinase (dCMP,CTP),nuclear",0.0,0.0,0.0,,False
CYTK3,Cytidylate kinase (CMP)(GTP),0.0,0.0,0.0,,False
CYTK2n,"Cytidylate kinase (dCMP),nuclear",0.0,0.0,0.0,,False
CYTK2,Cytidylate kinase (dCMP),0.0,0.0,0.0,,False
CYTK1n,"Cytidylate kinase (CMP),nuclear",0.0,0.0,0.0,,False
CYTK1m,"Cytidylate kinase (CMP),mitochondrial",0.0,0.0,0.0,,False
CYTK14n,"Cytidylate kinase (dCMP,CTP),nuclear",0.0,0.0,0.0,,False
CYTK14,"Cytidylate kinase (dCMP,UTP)",0.0,0.0,0.0,,False
CYTK13n,"Cytidylate kinase (dCMP,dATP),nuclear",0.0,0.0,0.0,,False
CYTK13,"Cytidylate kinase (dCMP,dATP)",0.0,0.0,0.0,,False
CYTK12n,"Cytidylate kinase (dCMP,dCTP),nuclear",0.0,0.0,0.0,,False
CYTK12,"Cytidylate kinase (dCMP,dCTP)",0.0,0.0,0.0,,False
CYTK11n,"Cytidylate kinase (dCMP,dGTP),nuclear",0.0,0.0,0.0,,False
CYTK11,"Cytidylate kinase (dCMP,dGTP)",0.0,0.0,0.0,,False
CYTK10n,"Cytidylate kinase (CMP,dGTP),nuclear",0.0,0.0,0.0,,False
D3AIBTm,"D-3-Amino-isobutanoate:pyruvate aminotransferase, mitochondrial",0.0,0.0,0.0,,False
D_LACtm,D lactate transport  mitochondrial,0.0,0.0,0.0,,False
D_LACt2,D lactate transport via proton symport,-5.185004218818467,-5.185004218818467,0.0,0.0,False
D_3AIBt,D-3-amino-isobutyrate transport,0.2,0.2,0.0,0.0,False
CytOxe,CytOxe  ,0.0,0.0,0.0,,False
CYTK9n,"Cytidylate kinase (CMP,dCTP),nuclear",0.0,0.0,0.0,,False
CYTK9,"Cytidylate kinase (CMP,dCTP)",0.0,0.0,0.0,,False
CYTK8n,"Cytidylate kinase (CMP,dATP),nuclear",0.0,0.0,0.0,,False
CYTK8,"Cytidylate kinase (CMP,dATP)",0.0,0.0,0.0,,False
CYTK7n,"Cytidylate kinase (CMP,UTP),nuclear",0.0,0.0,0.0,,False
CYTK7,"Cytidylate kinase (CMP,UTP)",0.0,0.0,0.0,,False
CYTK6n,"Cytidylate kinase (CMP,CTP),nuclear",0.0,0.0,0.0,,False
CPK1,Adenylate kinase,0.0,0.0,0.0,,False
CYTK5n,"Cytidylate kinase (CMP),nuclear",0.0,0.0,0.0,,False
CYTK2_1,Adenylate kinase,0.0,0.0,0.0,,False
CYTK4n,"Cytidylate kinase (dCMP,GTP),nuclear",0.0,0.0,0.0,,False
DKMPPD,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",0.0,0.0,0.0,,False
DITPtn,DITP nuclear transport,0.0,0.0,0.0,,False
DINt,Deoxyinosine transport via diffusion,0.0,0.0,0.0,,False
DIGALSIDEtl,Digalside hs intracellular transport,0.0,0.0,0.0,,False
DIGALSIDEtg,Digalside hs intracellular transport,0.0,0.0,0.0,,False
DIGALSGALSIDEtg,Digalsgalside hs intracellular transport,0.0,0.0,0.0,,False
DIGALSGALSIDEte,Transport of Digalactosylceramidesulfate ,0.0,0.0,0.0,,False
DALAt2r,D-alanine transport via proton symport,0.0,0.0,0.0,,False
DALAOXx,D-Alanine Oxidase (x),0.0,0.0,0.0,,False
DAGt,Diacylglycerol Transport,0.0,0.0,0.0,,False
DAG_HSter,Diacylglycerol ER export,0.0,0.0,0.0,,False
DAGKn_hs,Diacylglycerol phosphate kinase (homo sapiens),0.0,0.0,0.0,,False
DADNt4,Deoxyadenosine transport via diffusion,0.0,0.0,0.0,,False
DADNK,Deoxyadenosine kinase,0.01253010418338344,0.01253010418338344,0.0,0.0,False
DADAe,"Deoxyadenosine deaminase, extracellular",0.0,0.0,0.0,,False
DADA,Deoxyadenosine deaminase,0.0,0.0,0.0,,False
DMNONCRNt,"4,8 dimethylnonanoyl crn transport",0.0,0.0,0.0,,False
C110CPT2m_copy2,DMNONCRNCPT2,0.0,0.0,0.0,,False
DMNONCOACRNCPT1,DMNONCOACRNCPT1,0.0,0.0,0.0,,False
DMHPTCRNte,"2,6 dimethylheptanoyl carnitine transport",0.0,0.0,0.0,,False
DMHPTCRNt,"2,6 dimethylheptanoyl crn transport",0.0,0.0,0.0,,False
DMHPTCRNCPT2,"2,6 dimethylheptanoly CoA carnitine transferase",0.0,0.0,0.0,,False
DMHPTCRNCPT1,Carnitine fatty-acyl transferase,0.0,0.0,0.0,,False
DMGtm,Dimethylglycine transport via diffusion (cytosol to mitochondria),0.0,0.0,0.0,,False
DMGDHm,"Dimethylglycine dehydrogenase, mitochondrial",0.0,0.0,0.0,,False
DMATTx,Dimethylallyltranstransferase,0.030478631797419175,0.030478631797419175,0.0,0.0,False
DMATT,Dimethylallyltranstransferase,0.0,0.0,0.0,,False
DMANTIPYRINEte,Xenobiotic transport,0.0,0.0,0.0,,False
DLNLCGt,Fatty acid transport via diffusion,0.0,0.0,0.0,,False
DLNLCGCRNt,Transport into the mitochondria (carnitine),0.0,0.0,0.0,,False
DLNLCGCPT2,Carnitine transferase,0.0,0.0,0.0,,False
DLNLCGCPT1,Carnitine O-palmitoyltransferase,0.0,0.0,0.0,,False
DNDPt20m,DTDP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt1m,DATP transport via ADP antiport,0.0,0.0,0.0,,False
DNDPt19m,DUDP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt18m,DUDP transport via ADP antiport,0.0,0.0,0.0,,False
DNDPt17m,DUDP transport via dCDP antiport,0.0,0.0,0.0,,False
DNDPt16m,DUDP transport via dADP antiport,0.0,0.0,0.0,,False
DNDPt15m,DUDP transport via dGDP antiport,0.0,0.0,0.0,,False
DNDPt14m,DUDP transport via dTDP antiport,0.0,0.0,0.0,,False
DNDPt13m,DADP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt12m,DADP transport via ADP antiport,0.0,0.0,0.0,,False
DNDPt11m,DADP transport via dGDP antiport,0.0,0.0,0.0,,False
DNDPt10m,DADP transport via dCDP antiport,0.0,0.0,0.0,,False
DNAMTn,"DNA (cytosine-5-)-methyltransferase, nucleus",0.0,0.0,0.0,,False
DNAMTSEn,"DNA (cytosine-5-)-methyltransferase, nucleus",0.0,0.0,0.0,,False
DNADtn,"DNAD transport, nuclear trhough pore",0.0,0.0,0.0,,False
DNADDP,Deamino-NAD+ nucleotidohydrolase,0.0,0.0,0.0,,False
DNDPt35m,DGDP transport via dADP antiport,0.0,0.0,0.0,,False
DNDPt34m,DGDP transport via dTDP antiport,0.0,0.0,0.0,,False
DNDPt33m,DGDP transport via dUDP antiport,0.0,0.0,0.0,,False
DNDPt32m,DGDP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt31m,DCDP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt30m,DCDP transport via ADP antiport,0.0,0.0,0.0,,False
DNDPt2m,DATP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt29m,DCDP transport via dADP antiport,0.0,0.0,0.0,,False
DNDPt28m,DCDP transport via dGDP antiport,0.0,0.0,0.0,,False
DNDPt27m,DCDP transport via dTDP antiport,0.0,0.0,0.0,,False
DNDPt26m,DCDP transport via dUDP antiport,0.0,0.0,0.0,,False
DNDPt25m,DTDP transport via dCDP antiport,0.0,0.0,0.0,,False
DNDPt24m,DTDP transport via dADP antiport,0.0,0.0,0.0,,False
DNDPt23m,DTDP transport via dGTP antiport,0.0,0.0,0.0,,False
DNDPt22m,DTDP transport via dUDP antiport,0.0,0.0,0.0,,False
DNDPt21m,DTDP transport via ADP antiport,0.0,0.0,0.0,,False
DNDPt4m,DATP transport via dUDP antiport,0.0,0.0,0.0,,False
DNDPt49m,DTTP transport via dADP antiport,0.0,0.0,0.0,,False
DNDPt48m,DTTP transport via dGDP antiport,0.0,0.0,0.0,,False
DNDPt47m,"Deoxynucleotide carrier (dttp), mitochondrial",0.0,0.0,0.0,,False
DNDPt46m,DTTP transport via dUDP antiport,0.0,0.0,0.0,,False
DNDPt45m,DTTP transport via ADP antiport,0.0,0.0,0.0,,False
DNDPt44m,DTTP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt43m,DUTP transport via ATP antiport,0.0,0.0,0.0,,False
DNDPt42m,DUTP transport via ADP antiport,0.0,0.0,0.0,,False
DNDPt41m,DUTP transport via dCDP antiport,0.0,0.0,0.0,,False
DNDPt40m,DUTP transport via dADP antiport,0.0,0.0,0.0,,False
DNDPt3m,DATP transport via dCDP antiport,0.0,0.0,0.0,,False
DNDPt39m,DUTP transport via dGDP antiport,0.0,0.0,0.0,,False
DNDPt38m,DUTP transport via dUDP antiport,0.0,0.0,0.0,,False
DNDPt37m,DUTP transport via dTDP antiport,0.0,0.0,0.0,,False
DNDPt36m,DGDP transport via dCDP antiport,0.0,0.0,0.0,,False
DURAD2,Dihydrothymin dehydrogenase (NADP),-0.2,-0.2,0.0,0.0,False
DURAD,Dihydrouracil dehydrogenase (NADP),0.0,0.0,0.0,,False
DUMPtn,DUMP nuclear transport,0.0,0.0,0.0,,False
DUDPtn,DUDP nuclear transport,0.0,0.0,0.0,,False
DTTPtn,DTTP diffusion in nucleus,0.0,0.0,0.0,,False
DTMPK,DTMP kinase,0.0,0.0,0.0,,False
DTDPtn,DTDP nuclear transport,0.0,0.0,0.0,,False
DSAT,Dihydrosphingosine N-acyltransferase,0.006773029288315373,0.006773029288315373,0.0,0.0,False
DRPA,Deoxyribose-phosphate aldolase,0.16655816788894287,0.16655816788894287,0.0,0.0,False
DRIBt,Deoxyribose transport via diffusion,0.0,0.0,0.0,,False
DRBK,Deoxyribokinase,0.16655816788894287,0.16655816788894287,0.0,0.0,False
DPROOp,"D-proline oxidase, perixosomal",0.0,0.0,0.0,,False
DPPS,Decaprenyl synthase,0.0,0.0,0.0,,False
DPMVDx,Diphosphomevalonate decarboxylase,0.09143589539225752,0.09143589539225752,0.0,0.0,False
DPHMBDCm,3-Decaprenyl-4-hydroxy-5-methoxybenzoate  decarboxylation,0.0,0.0,0.0,,False
DPGase,Diphosphoglycerate phosphatase,0.0,0.0,0.0,,False
ECOAH12m,"Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",0.0,0.0,0.0,,False
ECGISOr,Ecgonine isomerase (ER),0.0,0.0,0.0,,False
EBP2r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",0.0,0.0,0.0,,False
EBP1r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",0.015239315898709587,0.015239315898709587,0.0,0.0,False
EBASTINEtr,Xenobiotic transport,0.0,0.0,0.0,,False
EBASTINEte,Xenobiotic transport,0.0,0.0,0.0,,False
EBASTINEOHtr,Xenobiotic transport,0.0,0.0,0.0,,False
EBASTINEOHte,Xenobiotic transport,0.0,0.0,0.0,,False
EAFLATOXINte,Xenobiotic transport,0.0,0.0,0.0,,False
DUTPDPn,"DUTP diphosphatase, nuclear",0.0,0.0,0.0,,False
DUTPDPm,DUTP diphosphatase,0.0,0.0,0.0,,False
DURItn,Deoxyuridine  transport in nucleus,0.0,0.0,0.0,,False
DURIt,Deoxyuridine transport via diffusion,0.0,0.0,0.0,,False
DURIPP,Deoxyuridine phosphorylase,-0.020911727927673714,-0.020911727927673714,0.0,0.0,False
DURIK1m,"Deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial",0.0,0.0,0.0,,False
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),0.020911727927673714,0.020911727927673714,0.0,0.0,False
ENGASE,Endo-beta-N-acetylglucosaminidase,0.0,0.0,0.0,,False
ELAIDt,Fatty acid transport via diffusion,0.0,0.0,0.0,,False
ELAIDCRNt,Transport into the mitochondria (carnitine),0.0,0.0,0.0,,False
ELAIDCPT2,Carnitine transferase,0.0,0.0,0.0,,False
ELAIDCPT1,Carnitine O-palmitoyltransferase,0.0,0.0,0.0,,False
EICOSTETt,Fatty acid transport via diffusion,0.0,0.0,0.0,,False
EICOSTETCRNt,Transport into the mitochondria (carnitine),0.0,0.0,0.0,,False
EICOSTETCPT2,Carnitine transferase,0.0,0.0,0.0,,False
EICOSTETCPT1,Carnitine O-palmitoyltransferase,0.0,0.0,0.0,,False
EHGLATm,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase  mitochondrial,0.0,0.0,0.0,,False
EHGLAT2m,"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase 2, mitochondrial",0.0,0.0,0.0,,False
EHGLAT,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase,0.0,0.0,0.0,,False
EGMESTr,Ecgonine methyl esterase (ER),0.0,0.0,0.0,,False
ECOAH9m,"Enoyl-coa hydratase, 3-Hydroxy-2-methylbutyryl-CoA forming",0.0,0.0,0.0,,False
ECOAH1x,(S)-3-Hydroxybutanoyl-CoA hydro-lyase,0.0,0.0,0.0,,False
ECOAH1m,"3-Hydroxybutanoyl-CoA hydro-lyase, mitochondria",-0.05,-0.05,0.0,0.0,False
ESTRADIOLtr,Estradiol intracellular transport,0.0,0.0,0.0,,False
ESTRADIOLt,Transport of Estradiol ,0.0,0.0,0.0,,False
ESTRADIOLGLCtr,Glucuronidated compound transport,0.0,0.0,0.0,,False
ESTRADIOLGLCt2,17-beta-D-glucuronide transport (ATP-dependent),0.0,0.0,0.0,,False
EPCTX,Ethanolamine-phosphate cytidylyltransferase,0.0,0.0,0.0,,False
ENO,Enolase,25.142646812262758,25.142646812262758,0.0,0.0,False
ENMAN6g,"Endomannosidase (m5masnB1-producing), Golgi apparatus",0.0,0.0,0.0,,False
ENMAN5g,"Endomannosidase (m6masnB2-producing), Golgi apparatus",0.0,0.0,0.0,,False
ENMAN4g,"Endomannosidase (m6masnC-producing), Golgi apparatus",0.0,0.0,0.0,,False
ENMAN3g,"Endomannosidase (glc3man-producing), Golgi apparatus",0.0,0.0,0.0,,False
ENMAN2g,"Endomannosidase (glc2man-producing), Golgi apparatus",0.0,0.0,0.0,,False
ENMAN1g,"Endomannosidase (glc1man-producing), Golgi apparatus",0.0,0.0,0.0,,False
ENGASEly,"Endo-beta-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
ENGASE3ly,"Endo-beta-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
ENGASE2ly,"Endo-beta-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
ENGASE2,Endo-beta-N-acetylglucosaminidase,0.0,0.0,0.0,,False
ETOHtx,"Ethanol transport via diffusion, glyoxysome",0.0,0.0,0.0,,False
ETOHt,Ethanol reversible transport,0.0,0.0,0.0,,False
ETOHMO,Ethanol monooxygenase,0.0,0.0,0.0,,False
ETHP,Ethanolamine phosphate phosphatase,0.0,0.0,0.0,,False
ETHAK,Ethanolamine kinase,0.024552231170143227,0.024552231170143227,0.0,0.0,False
ETFQO,Electron transfer flavoprotein-ubiquinone oxidoreductase,0.0,0.0,0.0,,False
ETF,Electron transfer flavoprotein,0.0,0.0,0.0,,False
FALDtm,Formaldehyde transport via diffusion (mitochondrial),0.0,0.0,0.0,,False
ESTSULT,Estrogen sulfotransferase,0.0,0.0,0.0,,False
ESTRONEtr,Estrone intracellular transport,0.0,0.0,0.0,,False
