reaction_id,reaction_name,flux_baseline,flux_microbiome,flux_delta,flux_delta_pct,microbiome_attributable
G6PDH2er,Glucose 6 phosphate dehydrogenase  endoplasmic reticulum,0.0,0.0,0.0,,False
G6PDH2r,Glucose 6-phosphate dehydrogenase,0.0,0.0,0.0,,False
G6PDH1er_copy2,"Glucose-6-phosphate dehydrogenase, endoplasmic reticulum",0.0,0.0,0.0,,False
G6PDH1er_copy1,"Glucose-6-phosphate dehydrogenase, endoplasmic reticulum",0.0,0.0,0.0,,False
G6PDA,Glucosamine-6-phosphate deaminase,1.680736331922034,1.680736331922034,0.0,0.0,False
G5SDym,"Glutamate-5-semialdehyde dehydrogenase, mitochondria",0.0,0.0,0.0,,False
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),0.0,0.0,0.0,,False
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,0.0,0.0,0.0,,False
G3PD2m,"Glycerol-3-phosphate dehydrogenase (FAD), mitochondrial",15.7611283783129,15.7611283783129,0.0,0.0,False
GLCAE2g,Heparosan-N-sulfate-glucuronate 5-epimerase,0.0,0.0,0.0,,False
GLCAE1g,Chondroitin-glucuronate 5-epimerase,0.0,0.0,0.0,,False
GLCAASE9ly,"Beta-glucuronidase, lysosomal",0.0,0.0,0.0,,False
GLCAASE8ly,"Beta-glucuronidase, lysosomal",0.0,0.0,0.0,,False
GALASE19ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE18ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE17ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE16ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE15ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE14ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE13ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE12ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE11ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALASE10ly,"Beta-galactosidase, lysosomal",0.0,0.0,0.0,,False
GALACGLCGALGBSIDEtg,Galacglcgalgbside hs intracellular transport,0.0,0.0,0.0,,False
GALACGLCGALGBSIDEte,Transport of Gal-GlcNac-Gal Globoside,0.0,0.0,0.0,,False
GLCNACDASg,GlcNAc N-deacetylase / N-sulfotransferase,0.0,0.0,0.0,,False
GLCNACASE5ly,"Alpha-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
GLCNACASE4ly,"Alpha-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
GLCNACASE3ly,"Alpha-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
GLCNACASE2ly,"Alpha-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
GLCNACASE1ly,"Alpha-N-acetylglucosaminidase, lysosomal",0.0,0.0,0.0,,False
GLCMter,Glucose transport via membrane vesicle,0.0,0.0,0.0,,False
GLCATg,"UDP-D-glucuronate:galactosylgalactosylxylose glucuronosyltransferase, Golgi apparatus",0.0,0.0,0.0,,False
GLCAT9g,Heparan glucuronyltransferase II,0.0,0.0,0.0,,False
GLCAT8g,Heparan glucuronyltransferase II,0.0,0.0,0.0,,False
GLCAT7g,Heparan glucuronyltransferase II,0.0,0.0,0.0,,False
GLCAT6g,Heparan glucuronyltransferase II,0.0,0.0,0.0,,False
GLCAT5g,"Chondroitin glucuronyltransferase II, Golgi apparatus",0.0,0.0,0.0,,False
GLCAT4g,"Chondroitin glucuronyltransferase II, Golgi apparatus",0.0,0.0,0.0,,False
GLCAT3g,"Chondroitin glucuronyltransferase II, Golgi apparatus",0.0,0.0,0.0,,False
GLCAT2g,"Chondroitin glucuronyltransferase II, Golgi apparatus",0.0,0.0,0.0,,False
GLCter,"Glucose transport, endoplasmic reticulum",0.0,0.0,0.0,,False
GLCt4_2,Glucose transport via sodium symport,0.0,0.0,0.0,,False
GLCt4,Glucose transport via sodium symport,10.0,10.0,0.0,0.0,False
GLCt2,D-glucose transport in via proton symport,0.0,0.0,0.0,,False
GLCt2_2,D-glucose transport in via proton symport,0.0,0.0,0.0,,False
GLCURtly,Glucuronate transport into lysososme,0.0,0.0,0.0,,False
GLCURter,Glucuronate endoplasmic reticular transport,0.0,0.0,0.0,,False
GLCNACT_U,UDP-GlcNAc:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase (uterus),0.0,0.0,0.0,,False
GLCNACT_L,UDP-GlcNAc:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase (liver),0.0,0.0,0.0,,False
GLCNACT5g,Alpha-N-acetylglucosaminyltransferase II,0.0,0.0,0.0,,False
GLCNACT4g,Alpha-N-acetylglucosaminyltransferase II,0.0,0.0,0.0,,False
GLCNACT3g,Alpha-N-acetylglucosaminyltransferase II,0.0,0.0,0.0,,False
GLCNACT2g,Alpha-N-acetylglucosaminyltransferase II,0.0,0.0,0.0,,False
GLCNACT1g,"Alpha-N-acetylglucosaminyltransferase I, Golgi apparatus",0.0,0.0,0.0,,False
GLCNACPT_U,UDP-GlcNAc:dolichol-phosphate GlcNAc phosphotransferase (uterus),0.0,0.0,0.0,,False
GLCNACPT_L,UDP-GlcNAc:dolichol-phosphate GlcNAc phosphotransferase (liver),0.0,0.0,0.0,,False
GLPASE2,Glycogen phosphorylase (amyls -> glc-D),0.0,0.0,0.0,,False
GLPASE1,Glycogen phosphorylase (glygn2 -> dxtrn),0.0,0.0,0.0,,False
GLNtm,L-glutamine transport via electroneutral transporter,0.0,0.0,0.0,,False
GLNtN1,"Glutamine transport (Na, H coupled)",1.9,1.9,0.0,0.0,False
GLNt4,L-glutamine reversible transport via sodium symport,0.0,0.0,0.0,,False
GLNTHRNaEx,L-threonine/L-glutamine Na-dependent exchange (Gln-L in),0.0,0.0,0.0,,False
GLNSERNaEx,L-serine/L-glutamine Na-dependent exchange (Gln-L in),0.0,0.0,0.0,,False
GLNS,Glutamine synthetase,0.0,0.0,0.0,,False
GLNLASEer,"Gluconolactonase, endoplasmic reticulum",-0.2,-0.2,0.0,0.0,False
GLNCYSNaEx,L-cysteine/L-glutamine Na-dependent exchange (Gln-L in),0.0,0.0,0.0,,False
GLNASNNaEx,L-glutamine/L-asparagine Na-dependent exchange (Gln-L in),0.0,0.0,0.0,,False
GLNALANaEx,L-alanine/L-glutamine Na-dependent exchange (Gln-L in),0.0,0.0,0.0,,False
GLGNS1,Glycogen synthase (ggn -> glygn1),0.0,0.0,0.0,,False
GLDBRAN,Glycogen debranching enzyme,0.0,0.0,0.0,,False
GLCtly,Glucose efflux from lysosome,0.0,0.0,0.0,,False
GLCtg,"Glucose transport, Golgi apparatus",0.0,0.0,0.0,,False
GCHOLAtx,Bile acid intracellular transport,0.0,0.0,0.0,,False
GCHOLAte,Bile acid intracellular transport,0.0,0.0,0.0,,False
GCHOLAt3,ABC bile acid transporter,0.0,0.0,0.0,,False
GCHOLAt2,Glycocholate transport via sodium cotransport,0.0,0.0,0.0,,False
GCCcm,Glycine cleavage complex  lipoylprotein   mitochondrial,0.0,0.0,0.0,,False
GCCbim,Glycine cleavage complex  lipoylprotein  irreversible  mitochondrial,0.0,0.0,0.0,,False
GCCam,Glycine cleavage complex  lipoylprotein   mitochondrial,0.0,0.0,0.0,,False
GCC2cm,Glycine cleavage complex  lipoamide   mitochondrial,0.0,0.0,0.0,,False
GCC2bim,Glycine cleavage system  lipoamide  irreversible  mitochondrial,0.0,0.0,0.0,,False
GCC2am,Glycine cleavage complex  lipoamide   mitochondrial,0.0,0.0,0.0,,False
GCALDDm,"Glycolaldehyde dehydrogenase, mitochondrial",0.0,0.0,0.0,,False
GCALDD,Glycolaldehyde dehydrogenase,0.0,0.0,0.0,,False
LEUKTRB4t,Leukotriene B4 transmembrane (homo sapiens) transport,0.0,0.0,0.0,,False
GLUCYS,Gamma-glutamylcysteine synthetase,0.0,0.0,0.0,,False
GLU5Km,Glutamate 5-kinase (m),0.0,0.0,0.0,,False
GLRASE,Glucuronolactone reductase,0.0,0.0,0.0,,False
GGH_10FTHF7GLUe,"Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular",0.0,0.0,0.0,,False
GGH_10FTHF6GLUl,"Gamma-glutamyl hydrolase (10FTHF6GLU), lysosomal",0.0,0.0,0.0,,False
GGH_10FTHF6GLUe,"Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular",0.0,0.0,0.0,,False
GGH_10FTHF5GLUl,"Gamma-glutamyl hydrolase (10FTHF5GLU), lysosomal",0.0,0.0,0.0,,False
GGH_10FTHF5GLUe,"Gamma-glutamyl hydrolase (10FTHF5GLU), extracellular",0.0,0.0,0.0,,False
GFUCS,GDP-L-fucose synthase,0.0,0.0,0.0,,False
GF6PTA,Glutamine-fructose-6-phosphate transaminase,1.680736331922034,1.680736331922034,0.0,0.0,False
GDPtg,GDP intracellular transport,0.0,0.0,0.0,,False
GDPFUCtg,GDPFuc Golgi transport via CMP antiport,0.0,0.0,0.0,,False
GDCHOLAtx,Bile acid intracellular transport,0.0,0.0,0.0,,False
GDCHOLAte,Bile acid intracellular transport,0.0,0.0,0.0,,False
GD1Ctg,Gd1c hs  intracellular transport,0.0,0.0,0.0,,False
GD1Cte,Gd1c hs  transport,0.0,0.0,0.0,,False
GD1B2tg,Gd1b2 hs intracellular transport,0.0,0.0,0.0,,False
GD1B2te,Gd1b2 hs transport,0.0,0.0,0.0,,False
GCNTg,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",0.0,0.0,0.0,,False
GGT5r,Gamma-glutamyltransferase 5,0.0,0.0,0.0,,False
GGNG,Glycogenin self-glucosylation,0.0,0.0,0.0,,False
GGLUCT,Gamma-glutamylcyclotransferase,0.0,0.0,0.0,,False
GGH_7THFl,"Gamma-glutamyl hydrolase (7THF), lysosomal",0.0,0.0,0.0,,False
GGH_7THFe,"Gamma-glutamyl hydrolase (7THF), extracellular",0.0,0.0,0.0,,False
GGH_7DHFl,"Gamma-glutamyl hydrolase (7DHF), lysosomal",0.0,0.0,0.0,,False
GGH_7DHFe,"Gamma-glutamyl hydrolase (7DHF), extracellular",0.0,0.0,0.0,,False
GGH_6THFl,"Gamma-glutamyl hydrolase (6THF), lysosomal",0.0,0.0,0.0,,False
GGH_6THFe,"Gamma-glutamyl hydrolase (6THF), extracellular",0.0,0.0,0.0,,False
GGH_6DHFl,"Gamma-glutamyl hydrolase (6DHF), lysosomal",0.0,0.0,0.0,,False
GGH_6DHFe,"Gamma-glutamyl hydrolase (6DHF), extracellular",0.0,0.0,0.0,,False
GGH_5THFl,"Gamma-glutamyl hydrolase (5THF), lysosomal",0.0,0.0,0.0,,False
GGH_5THFe,"Gamma-glutamyl hydrolase (5THF), extracellular",0.0,0.0,0.0,,False
GGH_5DHFl,"Gamma-glutamyl hydrolase (5DHF), lysosomal",0.0,0.0,0.0,,False
GGH_5DHFe,"Gamma-glutamyl hydrolase (5DHF), extracellular",0.0,0.0,0.0,,False
GGH_10FTHF7GLUl,"Gamma-glutamyl hydrolase (10FTHF7GLU), lysosomal",0.0,0.0,0.0,,False
GLCAASE1ly,"Beta-glucuronidase, lysosomal",0.0,0.0,0.0,,False
GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2)",0.0,0.0,0.0,,False
GLB1,Beta-galactosidase,0.0,0.0,0.0,,False
GLAl,"Galactosidase, alpha",0.0,0.0,0.0,,False
GLACter,"D-glucurono-6,3-lactone transport, endoplasmic reticulum",0.0,0.0,0.0,,False
GLACOm,"D-Glucuronolactone:NAD+ oxidoreductase, mitochondrial",0.0,0.0,0.0,,False
GLACO,D-Glucuronolactone:NAD+ oxidoreductase,0.0,0.0,0.0,,False
GK1m,"Guanylate kinase (GMP:ATP), mitochondrial",0.0,0.0,0.0,,False
GK1,Guanylate kinase (GMP:ATP),0.008381623744290273,0.008381623744290273,0.0,0.0,False
GHMT3m,"Glycine hydroxymethyltransferase, mitochondrial",0.0,0.0,0.0,,False
GHMT3,Glycine hydroxymethyltransferase,0.0,0.0,0.0,,False
GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,0.0,0.0,0.0,,False
GHMT2r,"Glycine hydroxymethyltransferase, reversible",-0.8164019972879792,-0.8164019972879792,0.0,0.0,False
GGT_U,Geranylgeranyltransferase (uterus),0.0,0.0,0.0,,False
GGT_L,Geranylgeranyltransferase (liver),0.0,0.0,0.0,,False
GGT6,Gamma-glutamyltransferase,0.0,0.0,0.0,,False
GLYBtm,Glycine betaine transport via diffusion (mitochondria to cytosol),0.0,0.0,0.0,,False
GLYBt4_2_r,GLYBt4 LPAREN 2 RPAREN r,0.0,0.0,0.0,,False
GLYATm,Glycine C-acetyltransferase,-1.1732013368387832,-1.1732013368387832,0.0,0.0,False
GLYAMDTRc,Glycine amidinotransferase (c),0.0,0.0,0.0,,False
GLXtp,Glyoxylate transport  peroxisomal,0.0,0.0,0.0,,False
GLXtm,"Glyoxylate transport, mitochondrial",0.0,0.0,0.0,,False
GLXO2p,"Glyoxylate oxidase, peroxisomal",0.0,0.0,0.0,,False
GLUtr,Intracellular transport,0.0,0.0,0.0,,False
GLUt7l,"Glutamate transport, lysosomal",0.0,0.0,0.0,,False
GLUt6,"Glutamate transport via Na, H symport and K antiport",2.0,2.0,0.0,0.0,False
GLUt2m,"Amino acid transporter (glu-L), mitochondrial",0.0,0.0,0.0,,False
GLUTCOADHm,Glutaryl-CoA dehydrogenase (mitochondria),0.05,0.05,0.0,0.0,False
GLCAASE7ly,"Beta-glucuronidase, lysosomal",0.0,0.0,0.0,,False
GLCAASE6ly,"Beta-glucuronidase, lysosomal",0.0,0.0,0.0,,False
GLCAASE5ly,"Beta-glucuronidase, lysosomal",0.0,0.0,0.0,,False
GLCAASE4ly,"Beta-glucuronidase, lysosomal",0.0,0.0,0.0,,False
GLYt2r,Glycine reversible transport via proton symport,0.0,0.0,0.0,,False
GLYVESSEC,Glycine secretion via secretory vesicle (ATP driven),0.0,0.0,0.0,,False
GLYOp,"Glycine oxidase, perixosomal",0.0,0.0,0.0,,False
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,0.0,0.0,0.0,,False
GLYOX,Hydroxyacylglutathione hydrolase,0.0,0.0,0.0,,False
GLYKm,Glycerol kinase,0.0,0.0,0.0,,False
GLYK,Glycerol kinase,1.0,1.0,0.0,0.0,False
GLYCtm,Glycerol transport,0.0,0.0,0.0,,False
GLYCt,Glycerol transport via channel,-1.0,-1.0,0.0,0.0,False
GLYCTO1p,(S)-2-hydroxy-acid oxidase,0.0,0.0,0.0,,False
GLYCLTtp,"Glycolate transport, glyoxysome",0.0,0.0,0.0,,False
GLYCLTDym,"Glycolate dehydrogenase (NADP), mitochondrial",0.0,0.0,0.0,,False
GLYCLTDy,Glycolate dehydrogenase (NADP),0.0,0.0,0.0,,False
GLYCK2,Glycerate kinase,0.0,0.0,0.0,,False
GLYC3Ptm,Glycerol 3 phosphate shuttle,0.0,0.0,0.0,,False
GLYC_St,L-glycerate export,0.0,0.0,0.0,,False
GP1CALPHAtg,Gp1calpha hs intracellular transport,0.0,0.0,0.0,,False
GP1CALPHAte,Gp1calpha hs transport,0.0,0.0,0.0,,False
GNMT,Glycine N-methyltransferase,0.0,0.0,0.0,,False
GNDer,"Phosphogluconate dehydrogenase, endoplasmic reticulum",0.0,0.0,0.0,,False
GND,Phosphogluconate dehydrogenase,0.0,0.0,0.0,,False
GMPtn,GMP nuclear transport,0.0,0.0,0.0,,False
GMPtg,GMP transport (Golgi),0.0,0.0,0.0,,False
GMPS2,GMP synthase,0.0,0.0,0.0,,False
GMPR,GMP reductase,0.0,0.0,0.0,,False
GMAND,GDP-D-mannose dehydratase,0.0,0.0,0.0,,False
GLYtp,Glycine passive transport to peroxisome,0.0,0.0,0.0,,False
GLYtm,Glycine passive transport to mitochondria,-1.1732013368387832,-1.1732013368387832,0.0,0.0,False
GLYt7_311_r,GLYt7 LPAREN 311 RPAREN r,-0.0013131199115952175,-0.0013131199115952175,0.0,0.0,False
GLYt7_211_r,GLYt7 LPAREN 211 RPAREN r,0.0,0.0,0.0,,False
GLYt4,Glycine transport via sodium symport,0.0,0.0,0.0,,False
GLYt2rL,Glycine reversible transport via proton symport (lysosome),0.0,0.0,0.0,,False
GRTTx,Geranyltranstransferase,0.030478631797419175,0.030478631797419175,0.0,0.0,False
GRTT,Geranyltranstransferase,0.0,0.0,0.0,,False
GQ1Btg,Gq1b hs intracellular transport,0.0,0.0,0.0,,False
GQ1Bte,Gq1b hs transport,0.0,0.0,0.0,,False
GQ1BALPHAtg,Gq1balpha hs intracellular transport,0.0,0.0,0.0,,False
GQ1BALPHAte,Gq1balpha hs transport,0.0,0.0,0.0,,False
GPIMTer_U,"GlcN-acylPI mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
GPIMTer_L,"GlcN-acylPI mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
GPIDAer,"Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum",0.0,0.0,0.0,,False
GPIDA2er,"Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum",0.0,0.0,0.0,,False
GPIAT,Glucosaminylphosphatidyl inositol acetyltransferase,0.0,0.0,0.0,,False
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),0.0,0.0,0.0,,False
GPAMm_hs,Glycerol-3-phosphate acyltransferase,0.0,0.0,0.0,,False
GPAM_hs,Glycerol-3-phosphate acyltransferase,0.09736229601953349,0.09736229601953349,0.0,0.0,False
GP1Ctg,Gp1c hs intracellular transport,0.0,0.0,0.0,,False
GP1Cte,Gp1c hs transport,0.0,0.0,0.0,,False
GTMLTe,G-glutamyltransferase (e),0.0,0.0,0.0,,False
GTHS,Glutathione synthetase,0.0,0.0,0.0,,False
GTHRDtr,Glutathione transport via diffusion,0.0,0.0,0.0,,False
GTHRDt,Glutathione transport into mitochondria,0.0,0.0,0.0,,False
GTHPm,Glutathione peroxidase  mitochondria,0.0,0.0,0.0,,False
GTHPe,Glutathione peroxidase,0.0,0.0,0.0,,False
GTHPi,Glutathione peridoxase,0.0,0.0,0.0,,False
GTHOm,Glutathione oxidoreductase,0.0,0.0,0.0,,False
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,0.0,0.0,0.0,,False
GLUNm,Glutaminase (mitochondrial),0.0,0.0,0.0,,False
GLUDC,Glutamate Decarboxylase,0.0,0.0,0.0,,False
GSNtl,Guanosine facilated transport from lysosome,0.0,0.0,0.0,,False
GSNt5,Guanosine transport in via sodium (1:2) symport,0.0,0.0,0.0,,False
GSNt4,Guanosine transport in via sodium symport,0.0,0.0,0.0,,False
GSNt,Guanosine facilated transport in cytosol,0.0,0.0,0.0,,False
GSNKm,Guanosine kinase (mitochondrial),0.0,0.0,0.0,,False
H2CO3D2m,"Carboxylic acid dissociation, mitochondrial",0.0,0.0,0.0,,False
H2CO3D2,Carboxylic acid dissociation,0.0,0.0,0.0,,False
H2CO3D,Carboxylic acid dissociation,0.0,0.0,0.0,,False
GluForTx,Formimidoyltransferase cyclodeaminase,0.8789321014713627,0.8789321014713627,0.0,0.0,False
GUR1PP,Glucuronate 1-phosphate phosphatase,0.0,0.0,0.0,,False
GULNter,L-gulonate endoplasmic reticular export,0.2,0.2,0.0,0.0,False
GULNDer,"Gulonate dehydrogenase, endoplasmic reticulum",0.0,0.0,0.0,,False
GULN3D,L-gulonate 3-dehydrogenase,0.2,0.2,0.0,0.0,False
GULLACter,Gulonolactone endoplasmic reticular transport,0.2,0.2,0.0,0.0,False
GUAt,Guanine transport,0.06121125219315018,0.06121125219315018,0.0,0.0,False
GUAPRT,Guanine phosphoribosyltransferase,0.06121125219315018,0.06121125219315018,0.0,0.0,False
GUAD,Guanine deaminase,0.0,0.0,0.0,,False
GUACYC,Guanylate cyclase,0.0,0.0,0.0,,False
GTPtn,GTP diffusion in nucleus,0.0,0.0,0.0,,False
GTPCIn,"GTP cyclohydrolase I, nuclear",0.0,0.0,0.0,,False
GTPCI,GTP cyclohydrolase I,0.0,0.0,0.0,,False
H2Otn,H2O transport  nuclear,0.0,0.0,0.0,,False
H2Otm,H2O transport  mitochondrial,-0.05856410460774249,-0.05856410460774249,0.0,0.0,False
H2Otly,"H2O transport, lysosomal",0.0,0.0,0.0,,False
H2Otg,"H2O transport, Golgi apparatus",0.0,0.0,0.0,,False
H2Oter,H2O endoplasmic reticulum transport,0.0,0.0,0.0,,False
H2Ot,H2O transport via diffusion,-13.921577623424051,-13.921577623424051,0.0,0.0,False
H2O2tp,"Hydrogen peroxide transport via diffusion, glyoxysome",-0.1,-0.1,0.0,0.0,False
H2O2tn,Hydrogen peroxide nuclear transport,0.0,0.0,0.0,,False
H2O2tm,"Hydrogen peroxide transport via diffusion, mitochondria",0.0,0.0,0.0,,False
H2O2tly,Hydrogen peroxide lysosomal transport via diffusion,0.0,0.0,0.0,,False
H2O2t,Hydrogen peroxide transport via diffusion,0.0,0.0,0.0,,False
H2O2syn,Hydrogen peroxide synthesis (NADPH dependent),0.1,0.1,0.0,0.0,False
H2MTer_U,"H2 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H2MTer_L,"H2 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H2ETer,"H2 phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H2CO3Dm,Carboxylic acid dissociation,0.0,0.0,0.0,,False
HAS1,Hyaluronan synthase,0.0,0.0,0.0,,False
HACD9m,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase",0.0,0.0,0.0,,False
HACD1x,(S)-3-Hydroxybutanoyl-CoA:NAD oxidoreductase,0.0,0.0,0.0,,False
HACD1m,"3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria",-0.05,-0.05,0.0,0.0,False
H8TAer,"H8 transamidase, endoplasmic reticulum",0.0,0.0,0.0,,False
H8MTer_U,"H8 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H8MTer_L,"H8 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
GTHOr,Glutathione oxidoreductase,0.0,0.0,0.0,,False
GTHDH,Glutathione dehydrogenase (dehydroascorbate reductase),0.0,0.0,0.0,,False
GT1Atg,Gt1a hs intracellular transport,0.0,0.0,0.0,,False
GT1Ate,Gt1a hs transport,0.0,0.0,0.0,,False
GSNtm,Guanosine facilated transport in mitochondria,0.0,0.0,0.0,,False
H3MTer_U,"H3 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H3MTer_L,"H3 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H3ETer,"H3 phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H2Otp,H2O transport  peroxisomal,0.0,0.0,0.0,,False
HCOUMARINte,Xenobiotic transport,0.0,0.0,0.0,,False
H6MTer_U,"H6 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H6MTer_L,"H6 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H6ET3er,"H6 phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H6_ETer,"H6' phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H6_ET2er,"H6' phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H5MTer_U,"H5 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H5MTer_L,"H5 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H4ETer,"H4 phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H4ET3er,"H4 phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
HCO3_NAt,Bicarbonate transport (Na/HCO3 cotransport),0.0,0.0,0.0,,False
HCO3_CLt,Bicarbonate transport (Cl-/HCO3- exchange),0.0,0.0,0.0,,False
HCO3Em,HCO3 equilibration reaction,0.0,0.0,0.0,,False
HBZOPT10m,Hydroxybenzoate Decaprenyltransferase,0.0,0.0,0.0,,False
HAtly,"Hyaluronan transport, extracellular to lysosome",0.0,0.0,0.0,,False
HAS2,Hyaluronan synthase,0.0,0.0,0.0,,False
HPYRRy,Hydroxypyruvate reductase (NADPH),0.0,0.0,0.0,,False
AKGDm,2-oxoglutarate dehydrogenase,4.127565355066835,4.127565355066835,0.0,0.0,False
HPYRR2x,Hydroxypyruvate reductase (NADH),0.0,0.0,0.0,,False
HEX1,Hexokinase (D-glucose:ATP),10.0,10.0,0.0,0.0,False
HESTRATRIOLtr,Hydroxylated estrogen derivative transport,0.0,0.0,0.0,,False
HESTRATRIOLte,Hydroxylated estrogen derivative transport,0.0,0.0,0.0,,False
HDD2COAtx,Hdd2coa intracellular transport,0.0,0.0,0.0,,False
HDCEAt,Hexadecenoate  n C161  transport in via uniport,0.0,0.0,0.0,,False
HDCAt,Hexadecanoate  n C160  transport in via uniport,0.18327065061569772,0.18327065061569772,0.0,0.0,False
H7MTer_U,"H7 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H7MTer_L,"H7 mannosyltransferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H7ET2er,"H7 phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
H7_TAer,"H7' transamidase, endoplasmic reticulum",0.0,0.0,0.0,,False
AK2LGCHOLt,"1-Alkyl 2-Acylglycerol 3-Phosphocholine Transport, Vescicular",0.0,0.0,0.0,,False
H7_ETer,"H7' phosphoethanolaminyl transferase, endoplasmic reticulum",0.0,0.0,0.0,,False
HDCAter,Palmitate ER export,0.0,0.0,0.0,,False
HS4ly,"Heparan-N-sulfatase, lysosomal",0.0,0.0,0.0,,False
AKGt4_3,AKG transport via sodium symport,0.0,0.0,0.0,,False
HS3ly,"Heparan-N-sulfatase, lysosomal",0.0,0.0,0.0,,False
HEXCt,Fatty acid transport via diffusion,0.0,0.0,0.0,,False
HS2ly,"Heparan-N-sulfatase, lysosomal",0.0,0.0,0.0,,False
HEXCCRNt,Transport into the mitochondria (carnitine),0.0,0.0,0.0,,False
HEXCCPT2,Carnitine transferase,0.0,0.0,0.0,,False
AKGMALtm,"Dicarboxylate/tricarboxylate carrier (mal:akg), mitochondrial",-16.881684019793376,-16.881684019793376,0.0,0.0,False
HEXCCPT1,Carnitine O-palmitoyltransferase,0.0,0.0,0.0,,False
HS1ly,"Heparan-N-sulfatase, lysosomal",0.0,0.0,0.0,,False
HRETNtn,"4-hydroxyretinoic acid transport, Nuclear",0.0,0.0,0.0,,False
HEXCCOAtx,Fatty acid intracellular transport,0.0,0.0,0.0,,False
HEX7,Hexokinase (D-fructose:ATP),0.1,0.1,0.0,0.0,False
HEX4,Hexokinase (D-mannose:ATP),0.5,0.5,0.0,0.0,False
HEX10,Hexokinase (D-glucosamine:ATP),0.0,0.0,0.0,,False
HPYRtp,"Hydroxypyruate transport, peroxisomal",0.0,0.0,0.0,,False
HISTAVESSEC,Histamine secretion via secretory vesicle (ATP driven),0.0,0.0,0.0,,False
