column,group,dataset,full_name,PC1,PC2,PC3,PC4,PC5
SCD_GSE159090_GSM4819194_SCD_Male_Flux,SCD,GSE159090,SCD_GSE159090_GSM4819194_SCD_Male,7.806726198722135,5.290007870132163,3.931061292821658,8.170252531594315,-3.776652371524136
SCD_GSE159090_GSM4819199_SCD_Male_Flux,SCD,GSE159090,SCD_GSE159090_GSM4819199_SCD_Male,7.207047153925294,6.277235942542833,4.3789224326528595,9.158123938813638,-5.199592090662736
SCD_GSE159090_GSM4819200_SCD_Male_Flux,SCD,GSE159090,SCD_GSE159090_GSM4819200_SCD_Male,8.314221793919915,4.3146194989277475,-4.003547706887225,3.5125238826354384,-4.043021465543828
SCD_GSE160646_GSM4876390_SCD_1w_Flux,SCD,GSE160646,SCD_GSE160646_GSM4876390_SCD_1w,7.671801688949794,0.40864386111301504,-7.248551291929531,-3.504038199065307,5.12665910400407
SCD_GSE160646_GSM4876394_SCD_1w_Flux,SCD,GSE160646,SCD_GSE160646_GSM4876394_SCD_1w,8.54125960781119,0.9515025220058685,-6.193455126199208,-3.903970085858383,6.061370961490556
SCD_GSE160646_GSM4876401_SCD_1w_Flux,SCD,GSE160646,SCD_GSE160646_GSM4876401_SCD_1w,8.707206602349737,1.837612967928429,-7.49422451200816,-1.2117448518889928,10.386593664708561
SCD_GSE160646_GSM4876404_SCD_1w_Flux,SCD,GSE160646,SCD_GSE160646_GSM4876404_SCD_1w,9.883207862524976,5.872496332206434,-13.613931305441112,-1.5745425143604723,15.065820639166292
SCD_GSE160646_GSM4876405_SCD_1w_Flux,SCD,GSE160646,SCD_GSE160646_GSM4876405_SCD_1w,9.028380432216222,1.6382353852658065,-5.85001586906125,0.122121065563599,5.111079525589363
SCD_GSE160646_GSM4876407_SCD_1w_Flux,SCD,GSE160646,SCD_GSE160646_GSM4876407_SCD_1w,7.220959063097351,0.647419093528246,-8.311372073072727,-2.8800452376781744,5.581481676218088
SCD_GSE160646_GSM4876408_SCD_1w_Flux,SCD,GSE160646,SCD_GSE160646_GSM4876408_SCD_1w,8.436092346562715,1.7097639586516307,-16.542674078076875,-10.67396393495935,4.651367839591934
SCD_GSE188344_NCD_1_Flux,SCD,GSE188344,SCD_GSE188344_NCD_1,-11.92135635856464,2.362282915024855,-0.02003314921267718,-0.7637825929552344,-1.0115429106365406
SCD_GSE188344_NCD_2_Flux,SCD,GSE188344,SCD_GSE188344_NCD_2,-8.897193604886992,4.349378319154762,0.8273932320742908,0.06406595584774122,-0.7717848076207419
SCD_GSE188344_NCD_3_Flux,SCD,GSE188344,SCD_GSE188344_NCD_3,-13.01917813156436,-3.154183864047373,3.436484619268445,-9.744485718341858,-2.8331640613307045
