ReactionID,ReactionName,Subsystem,MetaboliteID,MetaboliteName,Coefficient,Diff(HFD-SCD),Ratio(HFD/SCD)
2AMACHYD,2-Aminoacrylate hydrolysis,"Glycine, Serine, and Threonine Metabolism",2amac_c,2-Aminoacrylate,-1.0,-0.3152148803053743,0.0
2AMACHYD,2-Aminoacrylate hydrolysis,"Glycine, Serine, and Threonine Metabolism",h2o_c,H2O H2O,-1.0,-0.3152148803053743,0.0
2AMACHYD,2-Aminoacrylate hydrolysis,"Glycine, Serine, and Threonine Metabolism",nh4_c,Ammonium,1.0,-0.3152148803053743,0.0
2AMACHYD,2-Aminoacrylate hydrolysis,"Glycine, Serine, and Threonine Metabolism",pyr_c,Pyruvate,1.0,-0.3152148803053743,0.0
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,3sala_c,3-Sulfino-L-alanine,-1.0,-0.3524002850744244,0.4635689596078486
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,3snpyr_c,3-Sulfinopyruvate,1.0,-0.3524002850744244,0.4635689596078486
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,akg_c,2-Oxoglutarate,-1.0,-0.3524002850744244,0.4635689596078486
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,glu__L_c,L-Glutamate,1.0,-0.3524002850744244,0.4635689596078486
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,h_c,H+,-1.0,-0.3524002850744244,0.4635689596078486
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,3snpyr_c,3-Sulfinopyruvate,-1.0,-0.3524002850744244,0.4635689596078486
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,h2o_c,H2O H2O,-1.0,-0.3524002850744244,0.4635689596078486
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,h_c,H+,1.0,-0.3524002850744244,0.4635689596078486
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,pyr_c,Pyruvate,1.0,-0.3524002850744244,0.4635689596078486
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,so3_c,Sulfite,1.0,-0.3524002850744244,0.4635689596078486
EX_lnlnca_e,Alpha-Linolenic acid exchange,Extracellular exchange,lnlnca_e,"Alpha-Linolenic acid, C18:3, n-3",-1.0,-0.2818468031756079,281846803175.608
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,"Transport, Extracellular",4abut_c,4-Aminobutanoate,1.0,-0.304726311471674,304726311471.6741
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,"Transport, Extracellular",4abut_e,4-Aminobutanoate,-1.0,-0.304726311471674,304726311471.6741
