reaction_id,reaction_name,subsystem,compartment,gpr,compartment_readable
F6Tg,Glycoprotein 6-alpha-L-fucosyltransferase,N-Glycan Biosynthesis,g,53618 or 53618 or 53618 or 53618 or 53618,g
FA120ACPHi,Fatty-acyl-ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FA140ACPHi,Fatty-acyl-ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FA141ACPHi,Fatty-acyl-ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FA160ACPHi,Fatty-acyl-ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FA161ACPHi,Fatty-acyl-ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FA180ACPH,Fatty acyl ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FA181ACPH,Fatty acyl ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FA1821ACPH,Fatty-acyl-ACP hydrolase,Fatty Acid Metabolism,c,,cytosol
FA1822ACPH,Fatty-acyl-ACP hydrolase,Fatty Acid Metabolism,c,,cytosol
FA182ACPH,Fatty acyl ACP hydrolase,Fatty Acid Metabolism,c,99035,cytosol
FACOAL140,Fatty acid  CoA ligase  tetradecanoate ,Fatty acid activation,c,74205,cytosol
FACOAL150,Fatty-acid--CoA ligase,Fatty acid activation,c,22305 or 50790 or 14081 or 74205 or 74205 or 22305,cytosol
FACOAL160,Fatty acid  CoA ligase  hexadecanoate ,Fatty acid activation,c,74205 or 22305 or 433256 or 22305 or 14081 or 74205,cytosol
FACOAL161,Fatty acid  CoA ligase  hexadecenoate ,Fatty acid activation,c,14081,cytosol
FACOAL170,Fatty-acid--CoA ligase,Fatty acid activation,c,22305 or 50790 or 14081 or 74205 or 74205 or 22305,cytosol
FACOAL180,Fatty acid  CoA ligase  octadecanoate ,Fatty acid activation,c,22305 or 74205 or 433256 or 74205 or 14081 or 22305,cytosol
FACOAL1812,Fatty-acid--CoA ligase,Fatty acid activation,c,14081,cytosol
FACOAL1813,Fatty-acid--CoA ligase,Fatty acid activation,c,14081,cytosol
ASPGLUm,Aspartate-glutamate mitochondrial shuttle,"Transport, Mitochondrial",c,78830 or 50799,cytosol
ASPNATm,"Aspartate N-acetyltransferase, mitochondrial",Alanine and Aspartate Metabolism,m,,mitochondria
ASPTA,Aspartate transaminase,Alanine and Aspartate Metabolism,c,14718,cytosol
ASPTAm,Aspartate transaminase,Alanine and Aspartate Metabolism,m,14719,mitochondria
ASPt6,"L-aspartate transport via Na, H symport and K antiport","Transport, Extracellular",e,20513 or 20510 or 20512 or 20511 or 242607,extracellular
ATP1ter,"ADP/ATP transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",c,,cytosol
ATP2ter,"AMP/ATP transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",c,,cytosol
ATPH1e,ATP diphosphohydrolase,Nucleotides,e,12496 or 12496 or 12495 or 215446 or 12497 or 12499,extracellular
ATPH2e,ATP diphosphohydrolase,Nucleotides,e,12496 or 12496 or 12495 or 215446 or 12497 or 12499,extracellular
