query,entrez,name,symbol,alias,taxid,MGI
12497,12497,ectonucleoside triphosphate diphosphohydrolase 6,Entpd6,"2700026H11Rik, Cd39l2, NTPDase-6",10090,MGI:1202295
13861,13861,eosinophil peroxidase,Epx,EPO,10090,MGI:107569
13885,13885,esterase D/formylglutathione hydrolase,Esd,"Es-10, Es10, FGH, sid478",10090,MGI:95421
110842,110842,"electron transferring flavoprotein, alpha polypeptide",Etfa,"2010200I21Rik, D9Ertd394e",10090,MGI:106092
110826,110826,"electron transferring flavoprotein, beta polypeptide",Etfb,"0610009I16Rik, 2810441H06Rik",10090,MGI:106098
66841,66841,"electron transferring flavoprotein, dehydrogenase",Etfdh,0610010I20Rik,10090,MGI:106100
75320,75320,ethanolamine kinase 1,Etnk1,"1110061E11Rik, 4930555L11Rik, D6Ertd3e, EKI1",10090,MGI:1922570
214253,214253,ethanolamine kinase 2,Etnk2,"4933417N20Rik, EKI 2, Eki2, Tuc1",10090,MGI:2443760
71760,71760,ethanolamine phosphate phospholyase,Etnppl,"1300019H02Rik, Agxt2l1",10090,MGI:1919010
14042,14042,exostosin glycosyltransferase 1,Ext1,,10090,MGI:894663
14043,14043,exostosin glycosyltransferase 2,Ext2,,10090,MGI:108050
56219,56219,exostosin-like glycosyltransferase 1,Extl1,D430033M16Rik,10090,MGI:1888742
58193,58193,exostosin-like glycosyltransferase 2,Extl2,3000001D04Rik,10090,MGI:1889574
54616,54616,exostosin-like glycosyltransferase 3,Extl3,"2900009G18Rik, Ext1l, mKIAA0519",10090,MGI:1860765
76267,76267,fatty acid desaturase 1,Fads1,"0710001O03Rik, A930006B21Rik, DSD",10090,MGI:1923517
56473,56473,fatty acid desaturase 2,Fads2,"2900042M13Rik, Fads2a, Fadsd2",10090,MGI:1930079
14085,14085,fumarylacetoacetate hydrolase,Fah,swst,10090,MGI:95482
14104,14104,fatty acid synthase,Fasn,"A630082H08Rik, FAS",10090,MGI:95485
14121,14121,fructose bisphosphatase 1,Fbp1,"Fbp-2, Fbp2, Fbp3",10090,MGI:95492
14120,14120,fructose bisphosphatase 2,Fbp2,"Fbp-1, Fbp1, Rae-30",10090,MGI:95491
234730,234730,fucose kinase,Fcsk,"1110046B12Rik, Fuk",10090,MGI:1916071
14137,14137,farnesyl diphosphate farnesyl transferase 1,Fdft1,"SQS, SS",10090,MGI:102706
110196,110196,farnesyl diphosphate synthetase,Fdps,"6030492I17Rik, Fdpsl1, mKIAA1293",10090,MGI:104888
14151,14151,ferrochelatase,Fech,"Fcl, fch",10090,MGI:95513
14194,14194,fumarate hydratase 1,Fh1,"Fh, Fh-1",10090,MGI:95530
319945,319945,flavin adenine dinucleotide synthetase 1,Flad1,"A930017E24Rik, Pp591",10090,MGI:2443030
14287,14287,folylpolyglutamyl synthetase,Fpgs,,10090,MGI:95576
75540,75540,fucose-1-phosphate guanylyltransferase,Fpgt,1700016E03Rik,10090,MGI:1922790
14317,14317,formiminotransferase cyclodeaminase,Ftcd,,10090,MGI:1339962
71665,71665,"fucosidase, alpha-L- 1, tissue",Fuca1,"0610006A03Rik, 9530055J05Rik, Afuc, Fuca",10090,MGI:95593
66848,66848,"fucosidase, alpha-L- 2, plasma",Fuca2,"0610025O11Rik, 5530401P20Rik",10090,MGI:1914098
14343,14343,fucosyltransferase 1,Fut1,MFUT-1,10090,MGI:109375
53618,53618,fucosyltransferase 8,Fut8,,10090,MGI:1858901
14348,14348,fucosyltransferase 9,Fut9,"mFUT9, mFuc-TIX",10090,MGI:1330859
14377,14377,glucose-6-phosphatase catalytic subunit 1,G6pc1,"G6Pase, G6pc, G6pt, Glc-6-Pase",10090,MGI:95607
14378,14378,"glucose-6-phosphatase, catalytic, 2",G6pc2,"G6pc-rs, IGRP",10090,MGI:1277193
68401,68401,"glucose 6 phosphatase, catalytic, 3",G6pc3,"0710001K01Rik, UGRP",10090,MGI:1915651
14381,14381,glucose-6-phosphate dehydrogenase X-linked,G6pdx,"G28A, G6pd, Gpdx",10090,MGI:105979
14387,14387,"glucosidase, alpha, acid",Gaa,E430018M07Rik,10090,MGI:95609
14415,14415,glutamate decarboxylase 1,Gad1,"EP10, Gad-1",10090,MGI:95632
14417,14417,glutamic acid decarboxylase 2,Gad2,"6330404F12Rik, GAD(65), GAD65, Gad-2",10090,MGI:95634
53897,53897,galactose-3-O-sulfotransferase 1,Gal3st1,"Cst, Gcst",10090,MGI:1858277
14420,14420,galactosylceramidase,Galc,"2310068B06Rik, A930008M05Rik, Gacy, twi, twitcher",10090,MGI:95636
74246,74246,"galactose-4-epimerase, UDP",Gale,2310002A12Rik,10090,MGI:1921496
14635,14635,galactokinase 1,Galk1,"GALK, Gk, Glk, Glk1",10090,MGI:95730
69976,69976,galactokinase 2,Galk2,"2810017M24Rik, Gk2",10090,MGI:1917226
50917,50917,galactosamine (N-acetyl)-6-sulfatase,Galns,mFLJ00319,10090,MGI:1355303
14430,14430,galactose-1-phosphate uridyl transferase,Galt,,10090,MGI:95638
14431,14431,guanidinoacetate methyltransferase,Gamt,Spintz1,10090,MGI:1098221
76051,76051,"glucosidase, alpha; neutral C",Ganc,"5830445O15Rik, 9330160A12, mFLJ00088",10090,MGI:1923301
14447,14447,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",Gapdhs,"Gapd-s, Gapds",10090,MGI:95653
14450,14450,phosphoribosylglycinamide formyltransferase,Gart,"Gaps, Prgs",10090,MGI:95654
67092,67092,glycine amidinotransferase (L-arginine:glycine amidinotransferase),Gatm,"1810003P21Rik, AT",10090,MGI:1914342
14466,14466,glucosylceramidase beta 1,Gba1,"GC, GCase, GLUC, Gba, betaGC",10090,MGI:95665
74185,74185,"1,4-alpha-glucan branching enzyme 1",Gbe1,"2310045H19Rik, 2810426P10Rik, D16Ertd536e",10090,MGI:1921435
227671,227671,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1",Gbgt1,"Fgs, Fs",10090,MGI:2449143
26912,26912,glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase),Gcat,Kbl,10090,MGI:1349389
270076,270076,glutaryl-Coenzyme A dehydrogenase,Gcdh,"9030411L18, GCD",10090,MGI:104541
14528,14528,GTP cyclohydrolase 1,Gch1,"GTP-CH, GTP-CH-I, GTPCH, Gch",10090,MGI:95675
103988,103988,glucokinase,Gck,"GLK, Gk, Gls006, HK4, HKIV",10090,MGI:1270854
14629,14629,"glutamate-cysteine ligase, catalytic subunit",Gclc,"D9Wsu168e, GLCL-H, Ggcs-hs, Glclc",10090,MGI:104990
14630,14630,"glutamate-cysteine ligase, modifier subunit",Gclm,"Gcmc, Glclr",10090,MGI:104995
14537,14537,"glucosaminyl (N-acetyl) transferase 1, core 2",Gcnt1,"5630400D21Rik, B130048E03, C2 GlcNAcT, C2GNT, C2GlcNAcT",10090,MGI:95676
14538,14538,glucosaminyl (N-acetyl) transferase 2 (I blood group),Gcnt2,"5330430K10Rik, IGnT, IGnTA, IGnTB, IGnTC",10090,MGI:1100870
72077,72077,"glucosaminyl (N-acetyl) transferase 3, mucin type",Gcnt3,"2010013H22Rik, 2210021I22Rik, 2210401J11Rik",10090,MGI:1919327
68133,68133,glycine cleavage system protein H (aminomethyl carrier),Gcsh,"1100001L02Rik, 5730591C18Rik",10090,MGI:1915383
14544,14544,guanine deaminase,Gda,GAH,10090,MGI:95678
14583,14583,glutamine fructose-6-phosphate transaminase 1,Gfpt1,"2810423A18Rik, GFA, GFAT, GFAT1, GFAT1m",10090,MGI:95698
14584,14584,glutamine fructose-6-phosphate transaminase 2,Gfpt2,GFAT2,10090,MGI:1338883
22122,22122,GDP-L-fucose synthase,Gfus,"FX, Tsta3, Tstap35b",10090,MGI:98857
14593,14593,geranylgeranyl diphosphate synthase 1,Ggps1,"1810026C22Rik, 9530089B04Rik, GGPPS",10090,MGI:1341724
14598,14598,gamma-glutamyltransferase 1,Ggt1,"CD224, GGT, GGT 1, GGT-1, Ggtp",10090,MGI:95706
23887,23887,gamma-glutamyltransferase 5,Ggt5,"GGL, GGT-REL, Ggtla1",10090,MGI:1346063
14933,14933,glycerol kinase,Gk,"D930012N15Rik, Gyk",10090,MGI:106594
14626,14626,glycerol kinase 2,Gk2,"GKTA, Gk-rs2",10090,MGI:1329027
11605,11605,"galactosidase, alpha",Gla,Ags,10090,MGI:1347344
12091,12091,"galactosidase, beta 1",Glb1,"Bge, Bgl, Bgl-e, Bgl-s, Bgl-t",10090,MGI:88151
93683,93683,glucuronyl C5-epimerase,Glce,"1110017N23Rik, C130034A12Rik, Hsepi",10090,MGI:2136405
104174,104174,glycine decarboxylase,Gldc,"D030049L12Rik, D19Wsu57e, b2b2679Clo",10090,MGI:1341155
109801,109801,glyoxalase 1,Glo1,"0610009E22Rik, 1110008E19Rik, 2510049H23Rik, GLY1, Glo-1",10090,MGI:95742
93692,93692,glutaredoxin,Glrx,"D13Wsu156e, Glrx1, Grx1, TTase",10090,MGI:2135625
69367,69367,glutaredoxin 2,Glrx2,"1700010P22Rik, Grx2",10090,MGI:1916617
14660,14660,glutaminase,Gls,"6330442B14, B230365M23Rik",10090,MGI:95752
216456,216456,"glutaminase 2 (liver, mitochondrial)",Gls2,"A330074B06Rik, GA, GLS, Lga",10090,MGI:2143539
14645,14645,glutamate-ammonia ligase,Glul,"GS, Glns",10090,MGI:95739
100043349,100043349,glyceraldehyde-3-phosphate dehydrogenase pseudogene,Gm13882,,10090,MGI:3650052
100043472,100043472,"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1 pseudogene",Gm4459,,10090,MGI:3782643
433923,433923,solute carrier family 25 member 5 pseudogene,Gm5560,"EG433923, Slc25a5",10090,MGI:3647980
619653,619653,thymidine kinase 1 pseudogene,Gm6091,EG619653,10090,MGI:3648068
626571,626571,cytochrome b5 domain containing 1 pseudogene,Gm6685,EG626571,10090,MGI:3704119
627998,627998,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g pseudogene",Gm6822,EG627998,10090,MGI:3644721
218138,218138,"GDP-mannose 4, 6-dehydratase",Gmds,,10090,MGI:1891112
69080,69080,GDP-mannose pyrophosphorylase A,Gmppa,1810012N01Rik,10090,MGI:1916330
331026,331026,GDP-mannose pyrophosphorylase B,Gmppb,E430010H19,10090,MGI:2660880
66355,66355,guanosine monophosphate reductase,Gmpr,"2310004P21Rik, GMPR 1",10090,MGI:1913605
105446,105446,guanosine monophosphate reductase 2,Gmpr2,"1810008P16Rik, 5730544D12Rik, GMPR 2",10090,MGI:1917903
229363,229363,guanine monophosphate synthetase,Gmps,"670032, Gm9479",10090,MGI:2448526
50798,50798,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,Gne,"2310066H07Rik, DMRV, GLCNE, IBM2, NM",10090,MGI:1354951
14711,14711,glycine N-methyltransferase,Gnmt,,10090,MGI:1202304
14712,14712,glyceronephosphate O-acyltransferase,Gnpat,"D1Ertd819e, DHAPAT",10090,MGI:1343460
26384,26384,glucosamine-6-phosphate deaminase 1,Gnpda1,"GNPDA, Gnp1, Gnpi, oscillin",10090,MGI:1347054
67980,67980,glucosamine-6-phosphate deaminase 2,Gnpda2,"4921523I18Rik, 4933412A11Rik, GNPDA, Gnp2, Sb52",10090,MGI:1915230
54342,54342,glucosamine-phosphate N-acetyltransferase 1,Gnpnat1,"EMeg32, Gpnat1, Gsnpat",10090,MGI:1858963
75612,75612,glucosamine (N-acetyl)-6-sulfatase,Gns,"2610016K11Rik, G6S",10090,MGI:1922862
14718,14718,"glutamic-oxaloacetic transaminase 1, soluble",Got1,"Got-1, cAspAT, cCAT",10090,MGI:95791
14719,14719,"glutamatic-oxaloacetic transaminase 2, mitochondrial",Got2,"FABP-pm, Got-2, Kyat4, mAspAT",10090,MGI:95792
14731,14731,GPI anchor attachment protein 1,Gpaa1,mGAA1,10090,MGI:1202392
14732,14732,"glycerol-3-phosphate acyltransferase, mitochondrial",Gpam,"GPAT, GPAT-1, GPAT1, P90",10090,MGI:109162
102247,102247,glycerol-3-phosphate acyltransferase 4,Gpat4,"Agpat6, Tsarg7",10090,MGI:2142716
14555,14555,glycerol-3-phosphate dehydrogenase 1 (soluble),Gpd1,"GPD-C, GPDH-C, Gdc-1, Gdc1",10090,MGI:95679
14571,14571,"glycerol phosphate dehydrogenase 2, mitochondrial",Gpd2,"GPDH, Gdm1, Gpd-m, Gpdh-m, TISP38",10090,MGI:99778
14751,14751,glucose-6-phosphate isomerase 1,Gpi1,"Amf, Gpi, Gpi-1, Gpi-1r, Gpi-1s",10090,MGI:95797
76282,76282,"glutamic pyruvic transaminase, soluble",Gpt,"1300007J06Rik, 2310022B03Rik, ALT, ALT1, Gpt-1",10090,MGI:95802
108682,108682,glutamic pyruvate transaminase (alanine aminotransferase) 2,Gpt2,"4631422C05Rik, ALT2",10090,MGI:1915391
14775,14775,glutathione peroxidase 1,Gpx1,"CGPx, GPx-1, GSHPx-1, Gpx",10090,MGI:104887
14776,14776,glutathione peroxidase 2,Gpx2,"GI-GPx, GPx-GI, GSHPx-2, GSHPx-GI",10090,MGI:106609
14778,14778,glutathione peroxidase 3,Gpx3,"EGPx, GPx, GSHPx-3, GSHPx-P",10090,MGI:105102
625249,625249,glutathione peroxidase 4,Gpx4,"GPx-4, GSHPx-4, PHGPx, mtPHGPx, snGPx",10090,MGI:104767
75512,75512,glutathione peroxidase 6,Gpx6,"1700020G18Rik, Ry2d1, olfactory",10090,MGI:1922762
76238,76238,glyoxylate reductase/hydroxypyruvate reductase,Grhpr,"1110059D05Rik, 6430629L09Rik, Glxr",10090,MGI:1923488
14782,14782,glutathione reductase,Gsr,"D8Ertd238e, Gr-1, Gr1",10090,MGI:95804
14854,14854,glutathione synthetase,Gss,"GS-A/GS-B, GSH-S",10090,MGI:95852
14863,14863,"glutathione S-transferase, mu 2",Gstm2,"Gstb-2, Gstb2",10090,MGI:95861
14874,14874,glutathione transferase zeta 1 (maleylacetoacetate isomerase),Gstz1,"GSTZ1-1, MAAI",10090,MGI:1341859
60596,60596,"guanylate cyclase 1, soluble, alpha 1",Gucy1a1,"1200016O07Rik, GCS-alpha-1, GCS-alpha-3, Gucy1a3, sGC-alpha1",10090,MGI:1926562
234889,234889,"guanylate cyclase 1, soluble, alpha 2",Gucy1a2,"6330407I18Rik, A230060L24Rik",10090,MGI:2660877
54195,54195,"guanylate cyclase 1, soluble, beta 1",Gucy1b1,"GC-S-beta-1, GCbeta1, Gucy1b3",10090,MGI:1860604
14917,14917,guanylate cyclase 2c,Gucy2c,"GC-C, Gcc",10090,MGI:106903
14919,14919,guanylate cyclase 2e,Gucy2e,"GC-E, GC1, ROS-GC1",10090,MGI:105123
245650,245650,guanylate cyclase 2f,Gucy2f,"A930002I06, GC-F, GC2",10090,MGI:105119
14923,14923,guanylate kinase 1,Guk1,"Gmk, Guk-1",10090,MGI:95871
110006,110006,"glucuronidase, beta",Gusb,"Gur, Gus, Gus-r, Gus-s, Gus-t",10090,MGI:95872
27357,27357,glycogenin 1,Gyg1,"GN1, Gyg",10090,MGI:1351614
14936,14936,"glycogen synthase 1, muscle",Gys1,"Gys3, MGS",10090,MGI:101805
232493,232493,glycogen synthase 2,Gys2,LGS,10090,MGI:2385254
100198,100198,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),H6pd,"G6pd1, Gpd-1, Gpd1",10090,MGI:2140356
107766,107766,"3-hydroxyanthranilate 3,4-dioxygenase",Haao,"0610007K21Rik, 0610012J07Rik, 3-HAO, 3-HAOxase, 3HAO",10090,MGI:1349444
15107,15107,hydroxyacyl-Coenzyme A dehydrogenase,Hadh,"HCDH, Hadhsc, Schad",10090,MGI:96009
97212,97212,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,Hadha,"Mtpa, TP-alpha",10090,MGI:2135593
231086,231086,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,Hadhb,"4930479F15Rik, Mtpb, TP-beta",10090,MGI:2136381
14651,14651,hydroxyacyl glutathione hydrolase,Hagh,"Glo-2, Glo2, Rsp29",10090,MGI:95745
68977,68977,hydroxyacylglutathione hydrolase-like,Haghl,"1500017E18Rik, 2810014I23Rik, C330022E15Rik",10090,MGI:1919877
15109,15109,histidine ammonia lyase,Hal,"Hsd, his, histidase",10090,MGI:96010
15112,15112,"hydroxyacid oxidase 1, liver",Hao1,"GOX, Gox1, Hao-1",10090,MGI:96011
56185,56185,hydroxyacid oxidase 2,Hao2,"Hao-2, Hao3, Haox3",10090,MGI:96012
15116,15116,hyaluronan synthase 1,Has1,HAS,10090,MGI:106590
15117,15117,hyaluronan synthase 2,Has2,,10090,MGI:107821
15118,15118,hyaluronan synthase 3,Has3,,10090,MGI:109599
23900,23900,hematopoietic cell signal transducer,Hcst,"DAP10, KAP10",10090,MGI:1344360
15186,15186,histidine decarboxylase,Hdc,"Hdc-a, Hdc-c, Hdc-e, Hdc-s",10090,MGI:96062
15211,15211,hexosaminidase A,Hexa,Hex-1,10090,MGI:96073
15212,15212,hexosaminidase B,Hexb,,10090,MGI:96074
15233,15233,"homogentisate 1, 2-dioxygenase",Hgd,"Hgo, aku",10090,MGI:96078
58875,58875,3-hydroxyisobutyrate dehydrogenase,Hibadh,6430402H10Rik,10090,MGI:1889802
227095,227095,3-hydroxyisobutyryl-Coenzyme A hydrolase,Hibch,"2610509I15Rik, HIBYL-COA-H",10090,MGI:1923792
15275,15275,hexokinase 1,Hk1,"Hk-1, Hk1-s, dea, mHk1-s",10090,MGI:96103
15277,15277,hexokinase 2,Hk2,HKII,10090,MGI:1315197
212032,212032,hexokinase 3,Hk3,"HK III, HK-III",10090,MGI:2670962
216019,216019,hexokinase domain containing 1,Hkdc1,,10090,MGI:2384910
110948,110948,holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase),Hlcs,"410I21.SP6, D16Jhu34",10090,MGI:894646
15288,15288,hydroxymethylbilane synthase,Hmbs,"PBGD, Ups, Uros1",10090,MGI:96112
15356,15356,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,Hmgcl,HL,10090,MGI:96158
208982,208982,3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1,Hmgcll1,,10090,MGI:2446108
15357,15357,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,Hmgcr,"HMG-CoAR, Red",10090,MGI:96159
208715,208715,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1,Hmgcs1,B130032C06Rik,10090,MGI:107592
15360,15360,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2,Hmgcs2,"1300002P16, mHS",10090,MGI:101939
15368,15368,heme oxygenase 1,Hmox1,"D8Wsu38e, HO-1, HO1, Hemox, Hmox",10090,MGI:96163
15369,15369,heme oxygenase 2,Hmox2,"HO-2, HO2",10090,MGI:109373
140483,140483,histamine N-methyltransferase,Hnmt,1500031F01Rik,10090,MGI:2153181
15445,15445,4-hydroxyphenylpyruvic acid dioxygenase,Hpd,"4HPPD, Fla, Flp, Hppd, Laf",10090,MGI:96213
54486,54486,hematopoietic prostaglandin D synthase,Hpgds,"H-PGDS, Ptgds2",10090,MGI:1859384
15452,15452,hypoxanthine phosphoribosyltransferase 1,Hprt1,"HPGRT, Hprt",10090,MGI:96217
23908,23908,heparan sulfate 2-O-sulfotransferase 1,Hs2st1,"2OST, Hs2st, mKIAA0448",10090,MGI:1346049
15476,15476,heparan sulfate (glucosamine) 3-O-sulfotransferase 1,Hs3st1,"3-Ost, D5Wsu110e, Hsg3ost",10090,MGI:1201606
195646,195646,heparan sulfate (glucosamine) 3-O-sulfotransferase 2,Hs3st2,"6430516N12Rik, A830061E14Rik",10090,MGI:1333802
15478,15478,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1,Hs3st3a1,"3Ost3a, Hs3st3a",10090,MGI:1333861
54710,54710,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1,Hs3st3b1,"3-OST-3B, 3OST3B1, 3Ost3b, Hs3st3b, m3-OST-3B",10090,MGI:1333853
628779,628779,heparan sulfate (glucosamine) 3-O-sulfotransferase 4,Hs3st4,Gm6915,10090,MGI:1333792
319415,319415,heparan sulfate (glucosamine) 3-O-sulfotransferase 5,Hs3st5,"D930005L05Rik, Gm1151, Hs3ost5",10090,MGI:2441996
328779,328779,heparan sulfate (glucosamine) 3-O-sulfotransferase 6,Hs3st6,3-OST-6,10090,MGI:3580487
50785,50785,heparan sulfate 6-O-sulfotransferase 1,Hs6st1,6Ost1,10090,MGI:1354958
50786,50786,heparan sulfate 6-O-sulfotransferase 2,Hs6st2,6OST2,10090,MGI:1354959
50787,50787,heparan sulfate 6-O-sulfotransferase 3,Hs6st3,"6OST3, HS6ST-3",10090,MGI:1354960
15483,15483,hydroxysteroid 11-beta dehydrogenase 1,Hsd11b1,,10090,MGI:103562
15484,15484,hydroxysteroid 11-beta dehydrogenase 2,Hsd11b2,11HSD2,10090,MGI:104720
15485,15485,hydroxysteroid (17-beta) dehydrogenase 1,Hsd17b1,"17HSDB1, 17beta-HSD, E2DH, Hsd17ba",10090,MGI:105077
15108,15108,hydroxysteroid (17-beta) dehydrogenase 10,Hsd17b10,"17bHSD10, Ads9, ERAB, Hadh2, MHBD",10090,MGI:1333871
15486,15486,hydroxysteroid (17-beta) dehydrogenase 2,Hsd17b2,,10090,MGI:1096386
15487,15487,hydroxysteroid (17-beta) dehydrogenase 3,Hsd17b3,,10090,MGI:107177
15488,15488,hydroxysteroid (17-beta) dehydrogenase 4,Hsd17b4,"17-beta-HSD, 17[b]-HSD, DBP, MFE-2, MFP2",10090,MGI:105089
15490,15490,hydroxysteroid (17-beta) dehydrogenase 7,Hsd17b7,ERG27,10090,MGI:1330808
14979,14979,hydroxysteroid 17-beta dehydrogenase 8,Hsd17b8,"D17H6S112E, H-2Ke6, H2-Ke6, Ke-6, Ke6",10090,MGI:95911
15492,15492,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",Hsd3b1,"3-beta-HSD I, D3Ertd383e",10090,MGI:96233
15493,15493,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",Hsd3b2,3-beta-HSD II,10090,MGI:96234
101502,101502,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Hsd3b7,,10090,MGI:2141879
15926,15926,"isocitrate dehydrogenase 1 (NADP+), soluble",Idh1,"E030024J03Rik, Id-1, Idh-1, Idpc",10090,MGI:96413
269951,269951,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",Idh2,"E430004F23, IDPm, Idh-2",10090,MGI:96414
67834,67834,isocitrate dehydrogenase 3 (NAD+) alpha,Idh3a,"1110003P10Rik, 1500012E04Rik",10090,MGI:1915084
170718,170718,isocitrate dehydrogenase 3 (NAD+) beta,Idh3b,,10090,MGI:2158650
15929,15929,"isocitrate dehydrogenase 3 (NAD+), gamma",Idh3g,,10090,MGI:1099463
319554,319554,isopentenyl-diphosphate delta isomerase,Idi1,"4832416K17Rik, IPPI1",10090,MGI:2442264
15930,15930,"indoleamine 2,3-dioxygenase 1",Ido1,"Ido, Indo",10090,MGI:96416
15931,15931,iduronate 2-sulfatase,Ids,,10090,MGI:96417
15932,15932,"iduronidase, alpha-L",Idua,6030426D08,10090,MGI:96418
55980,55980,inositol (myo)-1(or 4)-monophosphatase 1,Impa1,"2610002K09Rik, 2900059K10Rik",10090,MGI:1933158
114663,114663,inositol monophosphatase 2,Impa2,"2210415D20Rik, IMP 2, IMPase 2",10090,MGI:2149728
23917,23917,inosine monophosphate dehydrogenase 1,Impdh1,"B930086D20Rik, IMPDH-I",10090,MGI:96567
23918,23918,inosine monophosphate dehydrogenase 2,Impdh2,"IMPD, IMPD 2, IMPDH-II",10090,MGI:109367
21743,21743,indolethylamine N-methyltransferase,Inmt,Temt,10090,MGI:102963
16329,16329,inositol polyphosphate-1-phosphatase,Inpp1,2300002C06Rik,10090,MGI:104848
269180,269180,"inositol polyphosphate-4-phosphatase, type I",Inpp4a,"107kDa, 9630012D15, D130048C09Rik",10090,MGI:1931123
234515,234515,"inositol polyphosphate-4-phosphatase, type II",Inpp4b,E130107I17Rik,10090,MGI:2158925
212111,212111,inositol polyphosphate-5-phosphatase A,Inpp5a,,10090,MGI:2686961
16330,16330,inositol polyphosphate-5-phosphatase B,Inpp5b,"5PTase, INPP5P",10090,MGI:103257
16331,16331,inositol polyphosphate-5-phosphatase D,Inpp5d,"SHIP, SHIP-1, SHIP1, SIP-145, p150Ship",10090,MGI:107357
64436,64436,inositol polyphosphate-5-phosphatase E,Inpp5e,"1200002L24Rik, 72kDa, mKIAA0123",10090,MGI:1927753
16332,16332,inositol polyphosphate phosphatase-like 1,Inppl1,"51C, SHIP2",10090,MGI:1333787
27399,27399,inositol hexaphosphate kinase 1,Ip6k1,"1200016D08Rik, Ihpk1, InsP6, InsP6k1, Itpk6",10090,MGI:1351633
76500,76500,inositol hexaphosphate kinase 2,Ip6k2,"1500005N04Rik, Ihpk2",10090,MGI:1923750
271424,271424,inositol hexaphosphate kinase 3,Ip6k3,"D830007E07Rik, Ihpk3",10090,MGI:3045325
69718,69718,inositol polyphosphate multikinase,Ipmk,"2410017C19Rik, Impk",10090,MGI:1916968
64602,64602,iron responsive element binding protein 2,Ireb2,"D9Ertd85e, Irp2",10090,MGI:1928268
71780,71780,myo-inositol 1-phosphate synthase A1,Isyna1,"1300017C10Rik, IPS 1",10090,MGI:1919030
16434,16434,inosine triphosphatase (nucleoside triphosphate pyrophosphatase),Itpa,"2010016I08Rik, ITPase, Itp, NTPase",10090,MGI:96622
228550,228550,"inositol 1,4,5-trisphosphate 3-kinase A",Itpka,,10090,MGI:1333822
320404,320404,"inositol 1,4,5-trisphosphate 3-kinase B",Itpkb,"1110033J02Rik, E130307H12Rik",10090,MGI:109235
233011,233011,"inositol 1,4,5-trisphosphate 3-kinase C",Itpkc,"9130023N17Rik, IP3K C",10090,MGI:2442554
56357,56357,isovaleryl coenzyme A dehydrogenase,Ivd,"1300016K07Rik, 6720455E18Rik",10090,MGI:1929242
70750,70750,3-ketodihydrosphingosine reductase,Kdsr,"6330410P18Rik, 9430079B08Rik, Fvt1",10090,MGI:1918000
16548,16548,ketohexokinase,Khk,,10090,MGI:1096353
98256,98256,kynurenine 3-monooxygenase,Kmo,,10090,MGI:2138151
231051,231051,lysine (K)-specific methyltransferase 2C,Kmt2c,"E330008K23Rik, HALR, Mll3",10090,MGI:2444959
67956,67956,lysine methyltransferase 5A,Kmt5a,"2410195B05Rik, PR-SET7, PR/SET07, Setd8",10090,MGI:1915206
70266,70266,kynurenine aminotransferase 1,Kyat1,"2010009K05Rik, Ccbl1, Gtk, Kat1, KatI",10090,MGI:1917516
70789,70789,kynureninase,Kynu,4432411A05Rik,10090,MGI:1918039
16770,16770,"lactalbumin, alpha",Lalba,Lyzg,10090,MGI:96742
16816,16816,lecithin cholesterol acyltransferase,Lcat,D8Wsu61e,10090,MGI:96755
226413,226413,lactase,Lct,"Gm100, LAC, LPH, Lphl",10090,MGI:104576
16828,16828,lactate dehydrogenase A,Ldha,"Ldh1, Ldhm, l7R2",10090,MGI:96759
106557,106557,lactate dehydrogenase A-like 6B,Ldhal6b,"4933402O15Rik, LDHL, Ldhal",10090,MGI:2146830
16832,16832,lactate dehydrogenase B,Ldhb,"H-Ldh, LDH-B, LDH-H, Ldh-2, Ldh2",10090,MGI:96763
16833,16833,lactate dehydrogenase C,Ldhc,"LDH-C4, Ldh-3, Ldh-x, Ldh3, Ldhc4",10090,MGI:96764
52815,52815,lactate dehydrogenase D,Ldhd,"4733401P21Rik, D8Bwg1320e, DLD",10090,MGI:106428
