query,entrez,name,symbol,alias,taxid,MGI
266744,266744,"lengsin, lens protein with glutamine synthetase domain",Lgsn,"Gluld1, Lgs, lengsin",10090,MGI:2672844
15450,15450,"lipase, hepatic",Lipc,"HL, Hpl",10090,MGI:96216
67717,67717,"lipase, gastric",Lipf,2310051B21Rik,10090,MGI:1914967
16891,16891,"lipase, endothelial",Lipg,"3110013K01Rik, EL, lipase, mEDL",10090,MGI:1341803
16956,16956,lipoprotein lipase,Lpl,,10090,MGI:96820
79235,79235,lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase),Lrat,1300010A18Rik,10090,MGI:1891259
16987,16987,lanosterol synthase,Lss,"2810025N20Rik, D10Ertd116e, Osc",10090,MGI:1336155
16993,16993,leukotriene A4 hydrolase,Lta4h,,10090,MGI:96836
17001,17001,leukotriene C4 synthase,Ltc4s,,10090,MGI:107498
17155,17155,"mannosidase 1, alpha",Man1a,"Man1a1, PCR1",10090,MGI:104677
17156,17156,"mannosidase, alpha, class 1A, member 2",Man1a2,"Man1b, PCR2",10090,MGI:104676
227619,227619,"mannosidase, alpha, class 1B, member 1",Man1b1,"E430019H13Rik, ERMan1, Gm108, MANA-ER",10090,MGI:2684954
230815,230815,"mannosidase, alpha, class 1C, member 1",Man1c1,,10090,MGI:2446214
17158,17158,"mannosidase 2, alpha 1",Man2a1,"Mana-2, Mana2, Map-2",10090,MGI:104669
17159,17159,"mannosidase 2, alpha B1",Man2b1,LAMAN,10090,MGI:107286
73744,73744,"mannosidase, alpha, class 2C, member 1",Man2c1,1110025H24Rik,10090,MGI:1920994
110173,110173,"mannosidase, beta A, lysosomal",Manba,"2410030O07Rik, B930014J03Rik, Bmn",10090,MGI:88175
67729,67729,MANSC domain containing 1,Mansc1,9130403P13Rik,10090,MGI:1914979
17161,17161,monoamine oxidase A,Maoa,1110061B18Rik,10090,MGI:96915
109731,109731,monoamine oxidase B,Maob,"6330414K01Rik, MAO-B",10090,MGI:96916
11720,11720,methionine adenosyltransferase 1A,Mat1a,"AdoMet, Ams, MAT, MATA1, SAMS",10090,MGI:88017
232087,232087,methionine adenosyltransferase 2A,Mat2a,"D630045P18Rik, MAT 2",10090,MGI:2443731
108645,108645,methionine adenosyltransferase 2 non-catalytic beta subunit methionine,Mat2b,"1110064C04Rik, 2410018D16Rik, MAT-II, MATIIbeta, TGR",10090,MGI:1913667
223722,223722,malonyl CoA:ACP acyltransferase (mitochondrial),Mcat,,10090,MGI:2388651
72039,72039,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha),Mccc1,"1810045E08Rik, 2310058B18Rik, MCCalpha, Mcca",10090,MGI:1919289
78038,78038,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),Mccc2,"4930552N12Rik, MCCB",10090,MGI:1925288
73724,73724,methylmalonyl CoA epimerase,Mcee,1110007A04Rik,10090,MGI:1920974
17449,17449,"malate dehydrogenase 1, NAD (soluble)",Mdh1,"B230377B03Rik, KAR, MDH-s, MDHA, Mor-2",10090,MGI:97051
76668,76668,"malate dehydrogenase 1B, NAD (soluble)",Mdh1b,1700124B08Rik,10090,MGI:1923918
17448,17448,"malate dehydrogenase 2, NAD (mitochondrial)",Mdh2,"MDH, Mdh-2, Mor-1, Mor1",10090,MGI:97050
17436,17436,"malic enzyme 1, NADP(+)-dependent, cytosolic",Me1,"D9Ertd267e, Mdh-1, Mod-1, Mod1",10090,MGI:97043
107029,107029,"malic enzyme 2, NAD(+)-dependent, mitochondrial",Me2,"D030040L20Rik, NAD-ME",10090,MGI:2147351
109264,109264,"malic enzyme 3, NADP(+)-dependent, mitochondrial",Me3,"1700020C08Rik, B230207H15Rik",10090,MGI:1916679
232714,232714,maltase-glucoamylase,Mgam,"6030407P20Rik, MGA",10090,MGI:1203495
17308,17308,mannoside acetylglucosaminyltransferase 1,Mgat1,Mgat-1,10090,MGI:96973
217664,217664,mannoside acetylglucosaminyltransferase 2,Mgat2,"CDGS2, GLCNACTII, GNT-II, GNT2",10090,MGI:2384966
17309,17309,mannoside acetylglucosaminyltransferase 3,Mgat3,"1110038J12Rik, GnT-III",10090,MGI:104532
269181,269181,"mannoside acetylglucosaminyltransferase 4, isoenzyme A",Mgat4a,"9530018I07Rik, GnT-IVa, glcNAc-T-IVa",10090,MGI:2662992
103534,103534,"mannoside acetylglucosaminyltransferase 4, isoenzyme B",Mgat4b,GnTIVb,10090,MGI:2143974
107895,107895,mannoside acetylglucosaminyltransferase 5,Mgat5,"4930471A21Rik, 5330407H02Rik, GlcNAc-TV",10090,MGI:894701
23945,23945,monoglyceride lipase,Mgll,"Magl, Mgl",10090,MGI:1346042
211666,211666,microsomal glutathione S-transferase 2,Mgst2,"GST2, MGST-II",10090,MGI:2448481
66447,66447,microsomal glutathione S-transferase 3,Mgst3,"2010012L10Rik, 2010306B17Rik, 2700004G04Rik, GST-III",10090,MGI:1913697
56727,56727,myo-inositol oxygenase,Miox,"0610009I10Rik, Aldrl6, RSOR",10090,MGI:1891725
56690,56690,malonyl-CoA decarboxylase,Mlycd,Mcd,10090,MGI:1928485
109136,109136,methylmalonic aciduria (cobalamin deficiency) type A,Mmaa,2810018E08Rik,10090,MGI:1923805
17850,17850,methylmalonyl-Coenzyme A mutase,Mmut,"D230010K02Rik, Mcm, Mut",10090,MGI:97239
68393,68393,monoacylglycerol O-acyltransferase 1,Mogat1,"0610030A14Rik, 1110064N14Rik, Dgat2l, Dgat2l1, MGAT1",10090,MGI:1915643
233549,233549,monoacylglycerol O-acyltransferase 2,Mogat2,"DGAT2L5, MGAT2, Mgat1l",10090,MGI:2663253
57377,57377,mannosyl-oligosaccharide glucosidase,Mogs,"1810017N02Rik, Gcs1",10090,MGI:1929872
59012,59012,"monooxygenase, DBH-like 1",Moxd1,"3230402N08Rik, MNCb-5203",10090,MGI:1921582
110119,110119,mannose phosphate isomerase,Mpi,"1110002E17Rik, Mpi-1, Mpi1",10090,MGI:97075
17523,17523,myeloperoxidase,Mpo,mKIAA4033,10090,MGI:97137
246221,246221,mercaptopyruvate sulfurtransferase,Mpst,"3MST, Mst",10090,MGI:2179733
66234,66234,methylsterol monoxygenase 1,Msmo1,"1500001G16Rik, DESP4, ERG25, Sc4mol",10090,MGI:1913484
66902,66902,methylthioadenosine phosphorylase,Mtap,"1300019I21Rik, MSAP",10090,MGI:1914152
108156,108156,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase",Mthfd1,"Dcs, E430024A07Rik, Mthfd",10090,MGI:1342005
270685,270685,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,Mthfd1l,"2410004L15Rik, Fthfsdc1",10090,MGI:1924836
17768,17768,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase",Mthfd2,NMDMC,10090,MGI:1338850
17769,17769,methylenetetrahydrofolate reductase,Mthfr,,10090,MGI:106639
107885,107885,"5, 10-methenyltetrahydrofolate synthetase",Mthfs,"1110034I12Rik, 2310020H23Rik",10090,MGI:1340032
74302,74302,myotubularin related protein 3,Mtmr3,"1700092A20Rik, FYVE-DSP1, ZFYVE10, mKIAA0371",10090,MGI:1921552
238505,238505,5-methyltetrahydrofolate-homocysteine methyltransferase,Mtr,"D830038K18Rik, MS",10090,MGI:894292
192156,192156,mevalonate (diphospho) decarboxylase,Mvd,Mpd,10090,MGI:2179327
17855,17855,mevalonate kinase,Mvk,"2310010A05Rik, MK",10090,MGI:107624
17716,17716,NADH dehydrogenase subunit 1,ND1,,10090,MGI:101787
17717,17717,NADH dehydrogenase subunit 2,ND2,,10090,MGI:102500
17718,17718,NADH dehydrogenase subunit 3,ND3,,10090,MGI:102499
17719,17719,NADH dehydrogenase subunit 4,ND4,,10090,MGI:102498
17720,17720,NADH dehydrogenase subunit 4L,ND4L,,10090,MGI:102497
17721,17721,NADH dehydrogenase subunit 5,ND5,,10090,MGI:102496
192185,192185,NAD kinase,Nadk,4432404C02Rik,10090,MGI:2183149
78914,78914,NAD synthetase 1,Nadsyn1,9130012B15Rik,10090,MGI:1926164
17939,17939,"N-acetyl galactosaminidase, alpha",Naga,,10090,MGI:1261422
56174,56174,N-acetylglucosamine kinase,Nagk,Gnk,10090,MGI:1860418
27419,27419,alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB),Naglu,,10090,MGI:1351641
217214,217214,N-acetylglutamate synthase,Nags,"1700120E20Rik, argA",10090,MGI:2387600
94181,94181,N-acetylneuraminic acid synthase (sialic acid synthase),Nans,"4632418E04Rik, Sas",10090,MGI:2149820
15531,15531,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1,Ndst1,"1200015G06Rik, HSNST, HSNST 1, Hsst, N-HSST",10090,MGI:104719
17423,17423,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2,Ndst2,"Mndns, NDST-2",10090,MGI:97040
83398,83398,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3,Ndst3,"4921531K01Rik, 4930511P15Rik, N-HSST 3, NDST-3",10090,MGI:1932544
64580,64580,N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4,Ndst4,4930439H17Rik,10090,MGI:1932545
54405,54405,NADH:ubiquinone oxidoreductase subunit A1,Ndufa1,"1810049F12Rik, MWFE",10090,MGI:1929511
67273,67273,NADH:ubiquinone oxidoreductase subunit A10,Ndufa10,2900053E13Rik,10090,MGI:1914523
69875,69875,NADH:ubiquinone oxidoreductase subunit A11,Ndufa11,"2010012C24Rik, B14.7",10090,MGI:1917125
66414,66414,NADH:ubiquinone oxidoreductase subunit A12,Ndufa12,"2410011G03Rik, CI-B17.2, CIB17.2",10090,MGI:1913664
67184,67184,NADH:ubiquinone oxidoreductase subunit A13,Ndufa13,"2700054G14Rik, CDA016, CGI-39, CI-B16.6, GRIM-19",10090,MGI:1914434
17991,17991,NADH:ubiquinone oxidoreductase subunit A2,Ndufa2,"B8, C1-B8, CI-B8",10090,MGI:1343103
66091,66091,NADH:ubiquinone oxidoreductase subunit A3,Ndufa3,"1010001M12Rik, 1700022J01Rik",10090,MGI:1913341
17992,17992,"Ndufa4, mitochondrial complex associated",Ndufa4,MLRQ,10090,MGI:107686
68202,68202,NADH:ubiquinone oxidoreductase subunit A5,Ndufa5,"2900002J19Rik, CI-13kD-B",10090,MGI:1915452
67130,67130,NADH:ubiquinone oxidoreductase subunit A6,Ndufa6,"14kDa, 2700038D15Rik, B230217P19Rik",10090,MGI:1914380
66416,66416,NADH:ubiquinone oxidoreductase subunit A7,Ndufa7,"14.5kDa, 2400007M02Rik, CI-B14.5a",10090,MGI:1913666
68375,68375,NADH:ubiquinone oxidoreductase subunit A8,Ndufa8,"0610033L03Rik, CI-19kD, CI-PGIV",10090,MGI:1915625
66108,66108,NADH:ubiquinone oxidoreductase subunit A9,Ndufa9,1010001N11Rik,10090,MGI:1913358
68342,68342,NADH:ubiquinone oxidoreductase subunit B10,Ndufb10,"0610011B04Rik, 22kDa, PDSW",10090,MGI:1915592
68198,68198,NADH:ubiquinone oxidoreductase subunit B2,Ndufb2,"1810011O01Rik, 8kDa, AGGG, CI-AGGG",10090,MGI:1915448
66495,66495,NADH:ubiquinone oxidoreductase subunit B3,Ndufb3,"2700033I16Rik, CI-B12",10090,MGI:1913745
66046,66046,NADH:ubiquinone oxidoreductase subunit B5,Ndufb5,"0610007D05Rik, CI-SGDH, SGDH",10090,MGI:1913296
230075,230075,NADH:ubiquinone oxidoreductase subunit B6,Ndufb6,"CI-B17, Gm137",10090,MGI:2684983
66916,66916,NADH:ubiquinone oxidoreductase subunit B7,Ndufb7,1110002H15Rik,10090,MGI:1914166
67264,67264,NADH:ubiquinone oxidoreductase subunit B8,Ndufb8,"2900010I05Rik, CI-ASHI",10090,MGI:1914514
66218,66218,NADH:ubiquinone oxidoreductase subunit B9,Ndufb9,"1190008J14Rik, CI-B22",10090,MGI:1913468
66377,66377,NADH:ubiquinone oxidoreductase subunit C1,Ndufc1,"2310016K22Rik, CI-KFYI, KFYI",10090,MGI:1913627
68197,68197,NADH:ubiquinone oxidoreductase subunit C2,Ndufc2,"1810004I06Rik, 2010300P09Rik, G1",10090,MGI:1344370
227197,227197,NADH:ubiquinone oxidoreductase core subunit S1,Ndufs1,"5830412M15Rik, 9930026A05Rik",10090,MGI:2443241
226646,226646,NADH:ubiquinone oxidoreductase core subunit S2,Ndufs2,CI-49kD,10090,MGI:2385112
68349,68349,NADH:ubiquinone oxidoreductase core subunit S3,Ndufs3,"0610010M09Rik, CI-30kD",10090,MGI:1915599
17993,17993,NADH:ubiquinone oxidoreductase core subunit S4,Ndufs4,"6720411N02Rik, C1-18k",10090,MGI:1343135
595136,595136,NADH:ubiquinone oxidoreductase core subunit S5,Ndufs5,,10090,MGI:1890889
407785,407785,NADH:ubiquinone oxidoreductase core subunit S6,Ndufs6,IP13,10090,MGI:107932
75406,75406,NADH:ubiquinone oxidoreductase core subunit S7,Ndufs7,"1010001M04Rik, CI-20kD",10090,MGI:1922656
225887,225887,NADH:ubiquinone oxidoreductase core subunit S8,Ndufs8,"CI-23kD, TYKY",10090,MGI:2385079
17995,17995,NADH:ubiquinone oxidoreductase core subunit V1,Ndufv1,CI-51kD,10090,MGI:107851
72900,72900,NADH:ubiquinone oxidoreductase core subunit V2,Ndufv2,2900010C23Rik,10090,MGI:1920150
78330,78330,NADH:ubiquinone oxidoreductase core subunit V3,Ndufv3,1500032D16Rik,10090,MGI:1890894
18010,18010,neuraminidase 1,Neu1,"Aglp, Apl, Bat-7, Bat7, G9",10090,MGI:97305
23956,23956,neuraminidase 2,Neu2,"MBS, MSS, MTS",10090,MGI:1344417
241159,241159,sialidase 4,Neu4,9330166I04,10090,MGI:2661364
18102,18102,NME/NM23 nucleoside diphosphate kinase 1,Nme1,"NDPK-A, NM23-M1, NM23A",10090,MGI:97355
18103,18103,NME/NM23 nucleoside diphosphate kinase 2,Nme2,"NM23-H2, NM23B, nm23-M2",10090,MGI:97356
79059,79059,NME/NM23 nucleoside diphosphate kinase 3,Nme3,"1810009F08Rik, DR-nm23, Ndk3, Nm23-DR, Nm23-M3",10090,MGI:1930182
56520,56520,NME/NM23 nucleoside diphosphate kinase 4,Nme4,"2610027N22Rik, 2810024O08Rik, 5730493H09Rik, NDK, NDPKD",10090,MGI:1931148
54369,54369,NME/NM23 nucleoside diphosphate kinase 6,Nme6,"NDK 6, nm23-M6",10090,MGI:1861676
171567,171567,NME/NM23 family member 7,Nme7,"D530024H21Rik, Nm23-M7, Nm23-r7, nm23-H7",10090,MGI:2449121
66454,66454,nicotinamide nucleotide adenylyltransferase 1,Nmnat1,"2610529L11Rik, 5730441G13Rik, D4Cole1e, nmnat",10090,MGI:1913704
226518,226518,nicotinamide nucleotide adenylyltransferase 2,Nmnat2,"D030041I09Rik, PNAT1, PNAT2",10090,MGI:2444155
74080,74080,nicotinamide nucleotide adenylyltransferase 3,Nmnat3,"4933408N02Rik, PNAT3",10090,MGI:1921330
225994,225994,nicotinamide riboside kinase 1,Nmrk1,"D630020N23Rik, Nrk1",10090,MGI:2147434
18113,18113,nicotinamide N-methyltransferase,Nnmt,,10090,MGI:1099443
18115,18115,nicotinamide nucleotide transhydrogenase,Nnt,4930423F13Rik,10090,MGI:109279
18125,18125,"nitric oxide synthase 1, neuronal",Nos1,"2310005C01Rik, N-NOS, NC-NOS, NO, NOS",10090,MGI:97360
18126,18126,"nitric oxide synthase 2, inducible",Nos2,"MAC-NOS, NOS-II, Nos-2, Nos2a, i-NOS",10090,MGI:97361
18127,18127,"nitric oxide synthase 3, endothelial cell",Nos3,"2310065A03Rik, Nos-3, eNOS, ecNOS",10090,MGI:97362
18160,18160,natriuretic peptide receptor 1,Npr1,"GC-A, NPR-A, NPRA, Pndr",10090,MGI:97371
230103,230103,natriuretic peptide receptor 2,Npr2,"GC-B, GC-B2, GC-B3, cn, mNPR-B",10090,MGI:97372
18194,18194,NAD(P) dependent steroid dehydrogenase-like,Nsdhl,"Bpa, H105E3, Str, XAP104",10090,MGI:1099438
18195,18195,N-ethylmaleimide sensitive fusion protein,Nsf,SKD2,10090,MGI:104560
50773,50773,"5',3'-nucleotidase, cytosolic",Nt5c,"Dnt, Dnt1, Umph-2, Umph2",10090,MGI:1354954
76952,76952,"5'-nucleotidase, cytosolic II",Nt5c2,"2010002I23Rik, CnII, Gm9751, Gmp, Nt5b",10090,MGI:2178563
107569,107569,"5'-nucleotidase, cytosolic III",Nt5c3,"1600024P05Rik, 2610206B05Rik, 3110004A18Rik, Nt5c3a, Nt5y",10090,MGI:1927186
23959,23959,"5' nucleotidase, ecto",Nt5e,"2210401F01Rik, 5'-NT, CD73, NT, Nt5",10090,MGI:99782
103850,103850,"5',3'-nucleotidase, mitochondrial",Nt5m,"2010013E09Rik, dNT-2",10090,MGI:1917127
66401,66401,nudix hydrolase 2,Nudt2,"2310051L06Rik, APAH1",10090,MGI:1913651
53893,53893,nudix hydrolase 5,Nudt5,,10090,MGI:1858232
74167,74167,nudix hydrolase 9,Nudt9,"1190002C07Rik, ADPR-PPase",10090,MGI:1921417
18242,18242,ornithine aminotransferase,Oat,rhg,10090,MGI:97394
320634,320634,"OCRL, inositol polyphosphate-5-phosphatase",Ocrl,"9530014D17Rik, OCRL1",10090,MGI:109589
18263,18263,"ornithine decarboxylase, structural 1",Odc1,ODC,10090,MGI:97402
18293,18293,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide),Ogdh,"2210403E04Rik, 2210412K19Rik, E1o, OGDH-E1, d1401",10090,MGI:1098267
99035,99035,oleoyl-ACP hydrolase,Olah,"E230009B14Rik, Thedc1",10090,MGI:2139018
75475,75475,5-oxoprolinase (ATP-hydrolysing),Oplah,"1700010G02Rik, 5-OPase",10090,MGI:1922725
18416,18416,ornithine transcarbamylase,Otc,"Sf, spf",10090,MGI:97448
67041,67041,3-oxoacid CoA transferase 1,Oxct1,"2610008O03Rik, Oxct, Oxct2a, SCOT, Scot-s",10090,MGI:1914291
64059,64059,3-oxoacid CoA transferase 2A,Oxct2a,"Oxct, Oxct2, Scot, Scot-t1",10090,MGI:1891061
18451,18451,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide",P4ha1,P4ha,10090,MGI:97463
18452,18452,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide",P4ha2,P4hl,10090,MGI:894286
18453,18453,"prolyl 4-hydroxylase, beta polypeptide",P4hb,"ERp59, PDI, Pdia1, Thbp",10090,MGI:97464
18472,18472,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",Pafah1b1,"LIS-1, Lis1, MMS10-U, Mdsh, Ms10u",10090,MGI:109520
18475,18475,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2",Pafah1b2,"2610005M20Rik, Pafahb, mus[b]",10090,MGI:108415
18476,18476,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",Pafah1b3,"Pafahg, mus[g]",10090,MGI:108414
100163,100163,platelet-activating factor acetylhydrolase 2,Pafah2,2310074E22Rik,10090,MGI:2140321
18478,18478,phenylalanine hydroxylase,Pah,,10090,MGI:97473
67054,67054,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase",Paics,"2610511I09Rik, ADE2H1, AIRC, PAIS",10090,MGI:1914304
75735,75735,pantothenate kinase 1,Pank1,"Pank, Pank1b",10090,MGI:1922985
74450,74450,pantothenate kinase 2,Pank2,"4933409I19Rik, hPanK2",10090,MGI:1921700
211347,211347,pantothenate kinase 3,Pank3,,10090,MGI:2387464
269614,269614,pantothenate kinase 4,Pank4,"D030031I12Rik, Gm42363",10090,MGI:2387466
23971,23971,3'-phosphoadenosine 5'-phosphosulfate synthase 1,Papss1,"Asapk, SK1",10090,MGI:1330587
23972,23972,3'-phosphoadenosine 5'-phosphosulfate synthase 2,Papss2,"1810018P12Rik, AtpsU2, Atpsk2, Sk2, bm",10090,MGI:1330223
13180,13180,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,Pcbd1,"Dcoh, Pcbd, Pcd, Phs",10090,MGI:94873
110821,110821,"propionyl-Coenzyme A carboxylase, alpha polypeptide",Pcca,,10090,MGI:97499
66904,66904,"propionyl Coenzyme A carboxylase, beta polypeptide",Pccb,1300012P06Rik,10090,MGI:1914154
18534,18534,"phosphoenolpyruvate carboxykinase 1, cytosolic",Pck1,"PEPCK, PEPCK-C, Pck-1",10090,MGI:97501
74551,74551,phosphoenolpyruvate carboxykinase 2 (mitochondrial),Pck2,"1810010O14Rik, 9130022B02Rik, PEPCK-M",10090,MGI:1860456
18563,18563,pyruvate carboxylase,Pcx,"Pc, Pcb",10090,MGI:97520
13026,13026,"phosphate cytidylyltransferase 1, choline, alpha isoform",Pcyt1a,"CTalpha, Cctalpha, Ctpct, Cttalpha",10090,MGI:88557
236899,236899,"phosphate cytidylyltransferase 1, choline, beta isoform",Pcyt1b,CTTbeta,10090,MGI:2147987
68671,68671,"phosphate cytidylyltransferase 2, ethanolamine",Pcyt2,"1110033E03Rik, ET",10090,MGI:1915921
23984,23984,phosphodiesterase 10A,Pde10a,,10090,MGI:1345143
241489,241489,phosphodiesterase 11A,Pde11a,"6330414F14Rik, A630086N24Rik, Gm350, PDE11A1",10090,MGI:3036251
18573,18573,"phosphodiesterase 1A, calmodulin-dependent",Pde1a,,10090,MGI:1201792
18574,18574,"phosphodiesterase 1B, Ca2+-calmodulin dependent",Pde1b,Pde1b1,10090,MGI:97523
18575,18575,phosphodiesterase 1C,Pde1c,,10090,MGI:108413
207728,207728,"phosphodiesterase 2A, cGMP-stimulated",Pde2a,"CGS-PDE, cGSPDE",10090,MGI:2446107
54611,54611,"phosphodiesterase 3A, cGMP inhibited",Pde3a,A930022O17Rik,10090,MGI:1860764
18576,18576,"phosphodiesterase 3B, cGMP-inhibited",Pde3b,9830102A01Rik,10090,MGI:1333863
18578,18578,"phosphodiesterase 4B, cAMP specific",Pde4b,"Dpde4, dunce",10090,MGI:99557
110385,110385,"phosphodiesterase 4C, cAMP specific",Pde4c,"Dpde1, E130301F19Rik, dunce",10090,MGI:99556
238871,238871,"phosphodiesterase 4D, cAMP specific",Pde4d,"9630011N22Rik, Dpde3",10090,MGI:99555
242202,242202,"phosphodiesterase 5A, cGMP-specific",Pde5a,"Cgbpde, Cn5n, PDE5a2, Pde5, Pde5a1",10090,MGI:2651499
225600,225600,"phosphodiesterase 6A, cGMP-specific, rod, alpha",Pde6a,"Pdea, nmf282",10090,MGI:97524
18587,18587,"phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide",Pde6b,"Pdeb, r, rd, rd-1, rd1",10090,MGI:97525
110855,110855,"phosphodiesterase 6C, cGMP specific, cone, alpha prime",Pde6c,cpfl1,10090,MGI:105956
18582,18582,"phosphodiesterase 6D, cGMP-specific, rod, delta",Pde6d,PrBP/delta,10090,MGI:1270843
18588,18588,"phosphodiesterase 6G, cGMP-specific, rod, gamma",Pde6g,"Pdeg, p3AT",10090,MGI:97526
78600,78600,"phosphodiesterase 6H, cGMP-specific, cone, gamma",Pde6h,"A930033D18Rik, PDEgamma",10090,MGI:1925850
18583,18583,phosphodiesterase 7A,Pde7a,,10090,MGI:1202402
29863,29863,phosphodiesterase 7B,Pde7b,,10090,MGI:1352752
18584,18584,phosphodiesterase 8A,Pde8a,Pde8,10090,MGI:1277116
218461,218461,phosphodiesterase 8B,Pde8b,"B230331L10Rik, C030047E14Rik",10090,MGI:2443999
18597,18597,pyruvate dehydrogenase E1 alpha 1,Pdha1,Pdha-1,10090,MGI:97532
18598,18598,pyruvate dehydrogenase E1 alpha 2,Pdha2,Pdhal,10090,MGI:97533
68263,68263,pyruvate dehydrogenase (lipoamide) beta,Pdhb,2610103L06Rik,10090,MGI:1915513
27402,27402,"pyruvate dehydrogenase complex, component X",Pdhx,"E3bp, Pdx1",10090,MGI:1351627
216134,216134,"pyridoxal (pyridoxine, vitamin B6) kinase",Pdxk,2310036D04Rik,10090,MGI:1351869
57028,57028,"pyridoxal (pyridoxine, vitamin B6) phosphatase",Pdxp,"1600027H05Rik, PLPP",10090,MGI:1919282
18618,18618,phosphatidylethanolamine N-methyltransferase,Pemt,"PEAMT, PEMT2, PLMT, Pempt, Pempt2",10090,MGI:104535
237823,237823,phosphoribosylformylglycinamidine synthase (FGAR amidotransferase),Pfas,"4432409B16Rik, FGAMS, FGAR-AT, FGARAT, Gm18",10090,MGI:2684864
18639,18639,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",Pfkfb1,PFK/FBPase 1,10090,MGI:107816
18640,18640,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",Pfkfb2,4930568D07Rik,10090,MGI:107815
170768,170768,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",Pfkfb3,"E330010H22Rik, iPFK-2, uPFK-2",10090,MGI:2181202
270198,270198,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",Pfkfb4,C230090D14,10090,MGI:2687284
18641,18641,"phosphofructokinase, liver, B-type",Pfkl,"ATP-PFK, PFK-B, PFK-L",10090,MGI:97547
18642,18642,"phosphofructokinase, muscle",Pfkm,"ATP-PFK, PFK-A, PFK-M, Pfk-4, Pfk4",10090,MGI:97548
56421,56421,"phosphofructokinase, platelet",Pfkp,"1200015H23Rik, 9330125N24Rik, ATP-PFK, PFK-C, PFK-P",10090,MGI:1891833
18648,18648,phosphoglycerate mutase 1,Pgam1,"2310050F24Rik, Pgam-1",10090,MGI:97552
56012,56012,phosphoglycerate mutase 2,Pgam2,,10090,MGI:1933118
241062,241062,post-GPI attachment to proteins 1,Pgap1,"5033403E17Rik, 9030223K07Rik, A530084K22, D230012E17Rik, oto",10090,MGI:2443342
110208,110208,phosphogluconate dehydrogenase,Pgd,0610042A05Rik,10090,MGI:97553
212974,212974,protein glucosylgalactosylhydroxylysine glucosidase,Pgghg,"5730511L01Rik, Athl1",10090,MGI:2444047
18655,18655,phosphoglycerate kinase 1,Pgk1,Pgk-1,10090,MGI:97555
18663,18663,phosphoglycerate kinase 2,Pgk2,"Pgk-2, Tcp-2",10090,MGI:97563
66171,66171,6-phosphogluconolactonase,Pgls,"1110030K05Rik, Plgs",10090,MGI:1913421
72157,72157,phosphoglucomutase 1,Pgm1,"2610020G18Rik, Pgm-2, Pgm1a, Pgm2",10090,MGI:97565
66681,66681,phosphoglucomutase 2,Pgm2,"3230402E02Rik, Pgm-1, Pgm1",10090,MGI:97564
109785,109785,phosphoglucomutase 3,Pgm3,"2810473H05Rik, Agm1, PAGM, Pgm-3",10090,MGI:97566
74451,74451,phosphatidylglycerophosphate synthase 1,Pgs1,"2610019F11Rik, 4933424M23Rik, SAF",10090,MGI:1921701
236539,236539,3-phosphoglycerate dehydrogenase,Phgdh,"3-PGDH, 3PGDH, 4930479N23, A10, PGAD",10090,MGI:1355330
237928,237928,"phosphatase, orphan 1",Phospho1,"D11Moh36, Phospo1",10090,MGI:2447348
16922,16922,phytanoyl-CoA hydroxylase,Phyh,"Lnap1, PAHX",10090,MGI:891978
84095,84095,phosphatidylinositol 4-kinase type 2 alpha,Pi4k2a,Pi4k2,10090,MGI:1934031
224020,224020,phosphatidylinositol 4-kinase alpha,Pi4ka,"PI4K-alpha, Pik4ca",10090,MGI:2448506
107650,107650,phosphatidylinositol 4-kinase beta,Pi4kb,"ESTM41, PI4K-beta, PI4Kbeta, Pik4cb",10090,MGI:1334433
18700,18700,"phosphatidylinositol glycan anchor biosynthesis, class A",Piga,Pig-a,10090,MGI:99461
