ReactionID,ReactionName,Subsystem,WD_mean,SCD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,WD_n,SCD_n,q_value,Significant,Direction
ARTFR41,R group artificial flux,R Group Synthesis,0.02558492851615819,0.4416397120138731,-0.4160547834977149,-4.109503791425055,-3.95277421889524,0.001440582017275128,-1.6437221096496135,12,37,0.06295412740072205,False,Down
DHCRD1,Dihydroceramide desaturase,Sphingolipid Metabolism,-0.00012153832600465831,0.00019394412246160356,-0.00031548244846626186,,-5.474067604306189,1.4744359944008962e-05,-1.6306468958367382,12,37,0.001339938662228717,True,Down
LALDD,D-lactaldehyde dehydrogenase,Pyruvate Metabolism,-0.005677031252221901,-0.0019147324923737784,-0.0037622987598481226,1.5679938866057896,-8.652754609118848,2.555444882871107e-10,-1.6253661239903407,12,37,5.289770907543324e-08,True,Down
FATP9t,Fatty acid electroneutral transport,"Transport, Extracellular",-0.03675457454175201,-0.012396475374505516,-0.024358099167246496,1.5679938443842756,-8.652754609118848,2.555444882871107e-10,-1.6253661239903407,12,37,5.289770907543324e-08,True,Down
LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,Pyruvate Metabolism,-0.005677031252221901,-0.0019147324923737784,-0.0037622987598481226,1.5679938866057896,-8.652754609118848,2.555444882871107e-10,-1.6253661239903407,12,37,5.289770907543324e-08,True,Down
NRVNCt,Fatty acid transport via diffusion,"Transport, Extracellular",-0.03675457454175201,-0.012396475374505516,-0.024358099167246496,1.5679938443842756,-8.652754609118848,2.555444882871107e-10,-1.6253661239903407,12,37,5.289770907543324e-08,True,Down
CYSASNNaEx,L-cysteine/L-asparagine Na-dependent exchange (Cys-L in),"Transport, Extracellular",-5.1933926510850435e-05,-1.7516122798858802e-05,-3.441780371199163e-05,1.5679992951325183,-8.652754609118848,2.555444882871107e-10,-1.6253661239903403,12,37,5.289770907543324e-08,True,Down
HSD17B7r,Testicular 17-beta-hydroxysteroid dehydrogenase,Steroid Metabolism,-0.0249742196972008,-0.008423231756421332,-0.016550987940779468,1.5679938480223756,-8.652754609118844,2.555444882871135e-10,-1.6253661239903399,12,37,5.289770907543324e-08,True,Down
HISt4,L-histidine transport in via sodium symport,"Transport, Extracellular",-0.00040994903038059995,-0.00013826640964494487,-0.0002716826207356551,1.5679945281681493,-8.65275460911884,2.555444882871171e-10,-1.6253661239903394,12,37,5.289770907543324e-08,True,Down
FAH2,Fatty acid omega-hydroxylase,CYP Metabolism,-0.0414049136672704,-0.014217589206295615,-0.027187324460974785,1.5421251379518701,-8.57589638446009,3.1810155360176384e-10,-1.61092878462806,12,37,5.64403042247701e-08,True,Down
WHTTDCAte,Xenobiotic transport,"Transport, Extracellular",0.0414049136672704,0.014217589206295615,0.027187324460974785,1.5421251246260743,8.57589638446009,3.1810155360176384e-10,1.61092878462806,12,37,5.64403042247701e-08,True,Up
EX_whttdca_e,Omega hydroxy tetradecanoate (n-C14:0) exchange,Extracellular exchange,-0.0414049136672704,-0.014217589206295615,-0.027187324460974785,1.5421251379518701,-8.57589638446009,3.1810155360176384e-10,-1.61092878462806,12,37,5.64403042247701e-08,True,Down
ARTFR42,R group artificial flux,R Group Synthesis,-0.0166044991558551,-0.006101399026415303,-0.010503100129439799,1.4443622322862084,-8.441279820755534,4.676111407759848e-10,-1.5856419005943003,12,37,7.919632320596905e-08,True,Down
CHOLtu,Choline uniport,"Transport, Extracellular",-0.038544636133812725,-0.011381859304828055,-0.027162776828984672,1.7597938667682465,-8.304415955085112,6.930357102890945e-10,-1.5599549590609534,12,37,1.1227178506683331e-07,True,Down
ALAt2r,L alanine reversible transport via proton symport,"Transport, Extracellular",-1.0852523286862017,-0.5700393786519996,-0.5152129500342021,0.9288970283396412,-6.247579144932148,3.537132541036742e-07,-1.5556596903470525,12,37,4.251405112226742e-05,True,Down
CHOLt4,"Choline, sodium cotransport","Transport, Extracellular",0.043855704257547,0.016952848524412662,0.026902855733134338,1.3712367947856068,8.259279978485134,7.899504293820227e-10,1.551454362456313,12,37,1.2263980416155904e-07,True,Up
RTOT4,R total flux,R Group Synthesis,0.06206387425315427,0.44320248778474197,-0.3811386135315877,-2.836140314477332,-3.7535254125492226,0.002071793294820872,-1.532156115058293,12,37,0.07797476582325827,False,Down
CTPS1,CTP synthase  NH3 ,Nucleotides,0.005317847011299041,0.0032533896895288513,0.00206445732177019,0.7088986177219659,8.088753657402497,1.2464421853053833e-09,1.5212343309806395,12,37,1.8576974329791432e-07,True,Up
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD ,Folate Metabolism,-0.03314091454577839,-0.511763448392102,0.4786225338463236,-3.9487917933665786,5.2856625303045615,1.74830734879111e-05,1.507490761042595,12,37,0.001550998376570399,True,Up
ARTFR31,R group artificial flux,R Group Synthesis,-0.00778031167989401,-0.003224968384791673,-0.0045553432951023366,1.2705429595489974,-6.304706462290299,1.2658427801747937e-07,-1.436364050650908,12,37,1.684475071046886e-05,True,Down
DHCRD2,Dihydroceramide desaturase,Sphingolipid Metabolism,0.00067333761158745,0.0003848599523003294,0.00028847765928712065,0.8069963379565284,4.980825134753964,3.562954101449688e-05,1.4022714192618602,12,37,0.0027092993840819465,True,Up
FAOXC180x,Beta oxidation of long chain fatty acid,"Fatty acid oxidation, peroxisome",0.07012760247767584,0.24107409661509402,-0.1709464941374182,-1.781422329275742,-4.252635740384833,0.0004078786398428792,-1.3764346972861985,12,37,0.026202686414733927,True,Down
MTHFDm,Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial,Folate Metabolism,0.6552663647313465,0.3374718117210628,0.3177945530102837,0.9573144768534643,3.0575131241705007,0.009072832195291869,1.366461859219633,12,37,0.14324310491380296,False,Up
MTHFD2m,"Methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial",Folate Metabolism,-0.6552663647313465,-0.3374718117210628,-0.3177945530102837,0.9573144772681276,-3.0575131241705007,0.009072832195291869,-1.366461859219633,12,37,0.14324310491380296,False,Down
GLCt2,D-glucose transport in via proton symport,"Transport, Extracellular",0.4551808682887784,-0.06805048792605667,0.5232313562148351,,2.5468040201661,0.026146301299796528,1.3584183860054757,12,37,0.35816587736412453,False,Up
DNDPt23m,DTDP transport via dGTP antiport,"Transport, Mitochondrial",-0.0001954230062946667,0.0004730474919450297,-0.0006684704982396964,,-5.645575765429831,1.4561484945017314e-06,-1.3325218509769732,12,37,0.0001595767438386309,True,Down
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),Folate Metabolism,0.02190297734201828,0.4571474346712126,-0.4352444573291943,-4.38346061936242,-5.025837875418134,2.1636629221535492e-05,-1.332239332164995,12,37,0.0018748390809172383,True,Down
ADK3,Adentylate kinase (GTP),Nucleotides,-0.002004536063047455,-0.22655445623212134,0.22454992016907388,-6.820445756607505,3.6861165940165352,0.001855948740398577,1.3111889907359096,12,37,0.07203401048671977,False,Up
EX_lnlnca_e,Alpha-Linolenic acid exchange,Extracellular exchange,-0.2677616121631374,-0.10697720888869316,-0.1607844032744442,1.323645674930604,-3.0197113218167178,0.00931930015994864,-1.2776826396269512,12,37,0.1443780730535089,False,Down
LNLNCAt,Fatty acid transport via diffusion,"Transport, Extracellular",0.2677616121631374,0.10697720888869316,0.1607844032744442,1.3236456733110002,3.0197113218167178,0.00931930015994864,1.2776826396269512,12,37,0.1443780730535089,False,Up
