ReactionID,ReactionName,Subsystem,WD_mean,SCD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,WD_n,SCD_n,q_value,Significant,Direction
UMPK4,UMP kinase (GTP),Nucleotides,0.10285723824660485,0.07641918057477344,0.02643805767183141,0.4286366287580919,0.6104146934304251,0.5488084929522961,0.20060425238898266,12,37,1.0,False,Up
P5CRm,"Pyrroline-5-carboxylate reductase, mitochondria",Arginine and Proline Metabolism,0.03667473021244382,0.04612023460890419,-0.009445504396460365,-0.33061349789563754,-0.9966901830793924,0.3242627907471368,-0.20040310215456264,12,37,1.0,False,Down
H2Oter,H2O endoplasmic reticulum transport,"Transport, Endoplasmic Reticular",-0.015061638328316335,-0.009976277873401013,-0.005085360454915321,0.5943051576251606,-1.0661167842328305,0.29346754131498276,-0.2002722209347145,12,37,1.0,False,Down
ALR,Aldose reductase,"Glycine, Serine, and Threonine Metabolism",0.003442054802012084,-0.007157620604847693,0.010599675406859776,,0.8313596888607255,0.4108290325441636,0.19886597700223307,12,37,1.0,False,Up
G3PD2m,"Glycerol-3-phosphate dehydrogenase (FAD), mitochondrial",Glycolysis/Gluconeogenesis,0.023891844387548,0.034830304468566775,-0.010938460081018776,-0.5438248520237605,-1.0526346380168172,0.29952288703779345,-0.1977308682449277,12,37,1.0,False,Down
EX_urea_e,Urea exchange,Extracellular exchange,0.0059773316877337,0.011727230175042274,-0.005749898487308574,-0.9722887886616233,-1.0507492960906664,0.300376345122154,-0.19737671849293137,12,37,1.0,False,Down
ADPT,Adenine phosphoribosyltransferase,Salvage Pathway,0.00018286875301470003,0.00024895086730448377,-6.608211428978374e-05,-0.4450522508604989,-1.0458603906095572,0.3025973221109668,-0.1964583680124946,12,37,1.0,False,Down
EX_leu__L_e,L-Leucine exchange,Extracellular exchange,-0.02486977005619713,-0.02726066042679511,0.002390890370597979,-0.13242734575700335,1.0405058396388644,0.30499614274953646,0.1957540496586721,12,37,1.0,False,Up
SO4HCOtex,Sulfate transport via bicarbonate countertransport,"Transport, Extracellular",0.018244723227544602,0.012381817145696732,0.00586290608184787,0.5592562027859953,1.016671166098867,0.316094229514269,0.19097535377616973,12,37,1.0,False,Up
ADNtm,"Equilibrative nucleoside transporter, mitochondrial","Transport, Mitochondrial",0.0032666821963775925,0.0029741823264829814,0.0002924998698946111,0.13533301098478437,0.4895929224795483,0.6313352328056037,0.18694961425285433,12,37,1.0,False,Up
ADNK1m,"Adenosine kinase, mitochondria",Nucleotides,0.0032666821963775925,0.0029741823264829814,0.0002924998698946111,0.13533301098478437,0.4895929224795483,0.6313352328056037,0.18694961425285433,12,37,1.0,False,Up
PUNP1,Purine-nucleoside phosphorylase (Adenosine),Nucleotides,-0.0032666821963775925,-0.0029741823264829814,-0.0002924998698946111,0.13533301967150288,-0.4895929224795483,0.6313352328056037,-0.18694961425285433,12,37,1.0,False,Down
EX_hista_e,Histamine exchange,Extracellular exchange,-0.0048558857765063,-0.002831286972052792,-0.002024598804453508,0.778276522612291,-0.9907579837386202,0.3284166019646588,-0.18610772367734063,12,37,1.0,False,Down
HISTAtu,Histamine uniport,"Transport, Extracellular",0.0048558857765063,0.002831286972052792,0.002024598804453508,0.7782764801218576,0.9907579837386202,0.3284166019646588,0.18610772367734063,12,37,1.0,False,Up
HISDC,Histidine decarboxylase,Histidine Metabolism,-0.0048558857765063,-0.002831286972052792,-0.002024598804453508,0.778276522612291,-0.9907579837386202,0.3284166019646588,-0.18610772367734063,12,37,1.0,False,Down
HSD17B8r,17-beta-hydroxysteroid dehydrogenase,Steroid Metabolism,0.27172371539128104,0.29756816365097116,-0.025844448259690123,-0.1310796969839984,-0.9671212007744332,0.33993532286025074,-0.1816724973609733,12,37,1.0,False,Down
3SALAOX,Cysteinesulfinic acid oxidase,Taurine and hypotaurine metabolism,0.1789799018412099,0.1545531000618553,0.024426801779354607,0.21169499975827547,0.4598790373263321,0.6522384207657568,0.18031773542259946,12,37,1.0,False,Up
LCYSTCBOXL,3-Sulfoalanine carboxy-lyase,Taurine and hypotaurine metabolism,0.35795980368241986,0.3091062001237107,0.04885360355870916,0.2116949998219737,0.4598790373263315,0.6522384207657573,0.18031773542259924,12,37,1.0,False,Up
GLUt7l,"Glutamate transport, lysosomal","Transport, Lysosomal",0.0134993930117248,0.017197745210649935,-0.0036983521989251353,-0.3493248846431821,-0.9469981295040597,0.3498261885065055,-0.17872469128711396,12,37,1.0,False,Down
H2Otly,"H2O transport, lysosomal","Transport, Lysosomal",0.0134993930117248,0.017197745210649935,-0.0036983521989251353,-0.3493248846431821,-0.9469981295040597,0.3498261885065055,-0.17872469128711396,12,37,1.0,False,Down
FPGS4m,"Folylpolyglutamate synthetase (DHF), mitochondrial",Folate Metabolism,0.0026998786023449337,0.003439549042129948,-0.0007396704397850144,-0.3493248754501846,-0.946998129504045,0.3498261885065128,-0.17872469128711105,12,37,1.0,False,Down
FPGS5m,"Folylpolyglutamate  synthetase (DHF), mitochondrial",Folate Metabolism,0.0026998786023449337,0.003439549042129948,-0.0007396704397850144,-0.3493248754501846,-0.946998129504045,0.3498261885065128,-0.17872469128711105,12,37,1.0,False,Down
DHFtl,Dihydrofolate reversible lysosomal transport,"Transport, Lysosomal",-0.0026998786023449337,-0.003439549042129948,0.0007396704397850144,-0.34932489843267306,0.946998129504045,0.3498261885065128,0.17872469128711105,12,37,1.0,False,Up
6DHFtm,"6-glutamyl-DHF transport,m mitochondrial","Transport, Mitochondrial",0.0026998786023449337,0.003439549042129948,-0.0007396704397850144,-0.3493248754501846,-0.946998129504045,0.3498261885065128,-0.17872469128711105,12,37,1.0,False,Down
6DHFtl,"6-glutamyl-DHF transport, lysosomal","Transport, Lysosomal",0.0026998786023449337,0.003439549042129948,-0.0007396704397850144,-0.3493248754501846,-0.946998129504045,0.3498261885065128,-0.17872469128711105,12,37,1.0,False,Down
GGH_5DHFl,"Gamma-glutamyl hydrolase (5DHF), lysosomal",Folate Metabolism,0.0026998786023449337,0.003439549042129948,-0.0007396704397850144,-0.3493248754501846,-0.946998129504045,0.3498261885065128,-0.17872469128711105,12,37,1.0,False,Down
DHFtm,Dihydrofolate reversible mitochondrial transport,"Transport, Mitochondrial",0.0026998786023449337,0.003439549042129948,-0.0007396704397850144,-0.3493248754501846,-0.946998129504045,0.3498261885065128,-0.17872469128711105,12,37,1.0,False,Down
GGH_6DHFl,"Gamma-glutamyl hydrolase (6DHF), lysosomal",Folate Metabolism,0.0026998786023449337,0.003439549042129948,-0.0007396704397850144,-0.3493248754501846,-0.946998129504045,0.3498261885065128,-0.17872469128711105,12,37,1.0,False,Down
SPODMm,Superoxide dismutase,ROS Detoxification,0.3770334056593409,0.32843467159378975,0.04859873406555115,0.19908591883260116,0.42433436062550056,0.6777116622764955,0.17503561923693114,12,37,1.0,False,Up
CYTK8,"Cytidylate kinase (CMP,dATP)",Nucleotides,0.00028949173743414994,0.002488905776602897,-0.002199414039168747,-3.1039170972929395,-0.9140534664817614,0.3665717075209868,-0.17303460484550795,12,37,1.0,False,Down
RAI1,Retinal isomerase (11-cis),Vitamin A Metabolism,0.007387245812226701,0.004994546789726396,0.0023926990225003044,0.5646828027521048,0.9203382020270827,0.36352238955229077,0.17287980576873566,12,37,1.0,False,Up
RETI1,Retinol isomerase (11-cis),Vitamin A Metabolism,-0.007387245812226701,-0.004994546789726396,-0.0023926990225003044,0.564682821463836,-0.9203382020270827,0.36352238955229077,-0.17287980576873566,12,37,1.0,False,Down
