ReactionID,ReactionName,Subsystem,HFD_mean,KD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,HFD_n,KD_n,q_value,Significant,Direction,Rank,Rank_normalized,RankProduct,RP_pvalue
CO2tp,CO2 peroxisomal transport,"Transport, Peroxisomal",-0.006981395676605143,-0.00664554689636875,-0.0003358487802363934,0.07112754959694466,-1.450813207633282,0.16801071136462226,-0.577239493554559,38,12,1.0,False,Down,419.0,0.11245303274288782,0.11245303274288782,0.16801071136462226
PItx,"Phosphate transporter, peroxisome","Transport, Peroxisomal",-0.006981395676605143,-0.00664554689636875,-0.0003358487802363934,0.07112754959694466,-1.450813207633282,0.16801071136462226,-0.577239493554559,38,12,1.0,False,Down,419.0,0.11245303274288782,0.11245303274288782,0.16801071136462226
CDS,Phosphatidate cytidylyltransferase,Glycerophospholipid Metabolism,0.001098923393539629,0.0010460583077616917,5.28650857779373e-05,0.07112754191790012,1.4508132076328393,0.16801071136474321,0.5772394935543708,38,12,1.0,False,Up,440.0,0.11808910359634997,0.11808910359634997,0.16801071136474321
PGPPT,Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase,Glycerophospholipid Metabolism,0.00025857021024456315,0.00024613136653210834,1.2438843712454805e-05,0.0711275203552011,1.4508132076331208,0.1680107113646588,0.5772394935542945,38,12,1.0,False,Up,438.0,0.11755233494363929,0.11755233494363929,0.1680107113646588
PGPP_hs,Phosphatidylglycerol phosphate phosphatase (homo sapiens),Glycerophospholipid Metabolism,0.00025857021024456315,0.00024613136653210834,1.2438843712454805e-05,0.0711275203552011,1.4508132076331208,0.1680107113646588,0.5772394935542945,38,12,1.0,False,Up,438.0,0.11755233494363929,0.11755233494363929,0.1680107113646588
PSFLIPm,Phosphatidylserine flippase,"Transport, Mitochondrial",0.0016807063665900419,0.0015998538824591,8.08524841309419e-05,0.071127544214501,1.450813207632538,0.1680107113648267,0.577239493554272,38,12,1.0,False,Up,441.0,0.11835748792270531,0.11835748792270531,0.1680107113648267
PE_HStm,Phosphatidylethanolamine scramblase,"Transport, Mitochondrial",-0.0016807063665900419,-0.0015998538824591,-8.08524841309419e-05,0.07112755289062463,-1.450813207632538,0.1680107113648267,-0.577239493554272,38,12,1.0,False,Down,441.0,0.11835748792270531,0.11835748792270531,0.1680107113648267
PSDm_hs,Phosphatidylserine decarboxylase,Glycerophospholipid Metabolism,0.0016807063665900419,0.0015998538824591,8.08524841309419e-05,0.071127544214501,1.450813207632538,0.1680107113648267,0.577239493554272,38,12,1.0,False,Up,441.0,0.11835748792270531,0.11835748792270531,0.1680107113648267
CDIPTr,Phosphatidylinositol synthase (Homo sapiens),Glycerophospholipid Metabolism,0.0006464255256115,0.0006153284163303583,3.109710928114176e-05,0.07112753727363379,1.4508132076323428,0.16801071136488172,0.5772394935542355,38,12,1.0,False,Up,444.0,0.11916264090177134,0.11916264090177134,0.16801071136488172
MI1PP,Myo-inositol 1-phosphatase,Inositol Phosphate Metabolism,0.0006464255256115,0.0006153284163303583,3.109710928114176e-05,0.07112753727363379,1.4508132076323428,0.16801071136488172,0.5772394935542355,38,12,1.0,False,Up,444.0,0.11916264090177134,0.11916264090177134,0.16801071136488172
MI1PS,Myo Inositol 1 phosphate synthase,Inositol Phosphate Metabolism,0.0006464255256115,0.0006153284163303583,3.109710928114176e-05,0.07112753727363379,1.4508132076323428,0.16801071136488172,0.5772394935542355,38,12,1.0,False,Up,444.0,0.11916264090177134,0.11916264090177134,0.16801071136488172
DGK1,Deoxyguanylate kinase (dGMP:ATP),Nucleotides,-0.0006399612703553842,-0.0006091751321670917,-3.07861381882925e-05,0.07112755994539491,-1.4508132076311187,0.16801071136521778,-0.5772394935537529,38,12,1.0,False,Down,451.0,0.12104133118625872,0.12104133118625872,0.16801071136521778
DSAT,Dihydrosphingosine N-acyltransferase,Sphingolipid Metabolism,0.0005171404204891841,0.0004922627330643,2.4877687424884132e-05,0.07112753445381106,1.450813207631236,0.16801071136518206,0.5772394935537039,38,12,1.0,False,Up,447.0,0.11996779388083736,0.11996779388083736,0.16801071136518206
3DSPHR,3 Dehydrosphinganine reductase,Sphingolipid Metabolism,0.0005171404204891841,0.0004922627330643,2.4877687424884132e-05,0.07112753445381106,1.450813207631236,0.16801071136518206,0.5772394935537039,38,12,1.0,False,Up,447.0,0.11996779388083736,0.11996779388083736,0.16801071136518206
SERPT,Serine C palmitoyltransferase,Sphingolipid Metabolism,0.0005171404204891841,0.0004922627330643,2.4877687424884132e-05,0.07112753445381106,1.450813207631236,0.16801071136518206,0.5772394935537039,38,12,1.0,False,Up,447.0,0.11996779388083736,0.11996779388083736,0.16801071136518206
SMS,Sphingomyelin synthase (homo sapiens),Sphingolipid Metabolism,0.0005171404204891841,0.0004922627330643,2.4877687424884132e-05,0.07112753445381106,1.450813207631236,0.16801071136518206,0.5772394935537039,38,12,1.0,False,Up,447.0,0.11996779388083736,0.11996779388083736,0.16801071136518206
CLS_hs,Cardiolipin synthase (homo sapiens),Glycerophospholipid Metabolism,0.00019392765768336313,0.00018459852489907498,9.329132784288154e-06,0.07112751095568424,1.450813207624893,0.16801071136693674,0.5772394935515723,38,12,1.0,False,Up,452.0,0.12130971551261406,0.12130971551261406,0.16801071136693674
AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,Propanoate Metabolism,-0.4397658895753256,-0.4579513111202318,0.01818542154490621,-0.05845851479245609,1.8116984019501146,0.085236618391638,0.576058256628234,38,12,1.0,False,Up,264.0,0.07085346215780998,0.07085346215780998,0.085236618391638
TTDCAtr_copy1,Fatty acid transport,"Transport, Extracellular",0.007494494658561196,0.028462302051866815,-0.02096780739330562,-1.9251492306219475,-0.9572016992555382,0.35899432062243464,-0.5747171394023302,38,12,1.0,False,Down,613.0,0.16451959205582395,0.16451959205582395,0.35899432062243464
EX_his__L_e,L-Histidine exchange,Extracellular exchange,-0.13704103578259716,-0.027777372122923555,-0.1092636636596736,2.302625940098009,-3.032874989573105,0.004218195834830227,-0.5727507499341256,38,12,0.2686110647531489,False,Down,57.0,0.015297906602254429,0.015297906602254429,0.004218195834830227
SO4OXAtex2,Sulfate transport via oxalate countertransport (2:1),"Transport, Extracellular",0.03261686750459294,0.0964696827399858,-0.06385281523539285,-1.564457385372648,-1.2121808474144535,0.24767531393818232,-0.5704172254318733,38,12,1.0,False,Down,511.0,0.13714439076757917,0.13714439076757917,0.24767531393818232
EX_gua_e,Guanine exchange,Extracellular exchange,-0.0015815021304300004,-0.004021684570996391,0.0024401824405663906,-1.346504488586749,2.8392317585218465,0.006667311501038626,0.5684339227330428,38,12,0.3365038982294449,False,Up,72.0,0.01932367149758454,0.01932367149758454,0.006667311501038626
GUAt,Guanine transport,"Transport, Extracellular",0.0015815021304300004,0.004021684570996391,-0.0024401824405663906,-1.3465043778863854,-2.8392317585218465,0.006667311501038626,-0.5684339227330428,38,12,0.3365038982294449,False,Down,72.0,0.01932367149758454,0.01932367149758454,0.006667311501038626
HCO3_CLt,Bicarbonate transport (Cl-/HCO3- exchange),"Transport, Extracellular",-0.10469124969048858,-0.021205411274090175,-0.08348583841639841,2.303636500262806,-1.9969761606409173,0.0569873842410975,-0.568324591816471,38,12,0.9395353702757933,False,Down,226.0,0.06065485775630703,0.06065485775630703,0.0569873842410975
CSNATr_copy2,Carnitine O acetyltransferase,Carnitine shuttle,-0.8795989066201829,-0.9155035471865256,0.03590464056634268,-0.05771966500790186,1.7862248317224059,0.08939283970384326,0.5679359273302715,38,12,1.0,False,Up,274.0,0.07353730542136339,0.07353730542136339,0.08939283970384326
XYLTD_D,Xylitol dehydrogenase  D xyulose forming ,Pentose and Glucuronate Interconversions,-0.004379581362384161,0.0011775915685362916,-0.005557172930920453,,-2.117220315788957,0.04310247319303882,-0.5664195779510509,38,12,0.8037441159039882,False,Down,199.0,0.05340848094471283,0.05340848094471283,0.04310247319303882
DNDPt33m,DGDP transport via dUDP antiport,"Transport, Mitochondrial",0.00025100180103471663,-8.629324036391667e-05,0.0003372950413986333,,2.9559701695344702,0.0050858977378191615,0.5651247116543341,38,12,0.2707150710159171,False,Up,70.0,0.01878690284487386,0.01878690284487386,0.0050858977378191615
EX_glyc_e,Glycerol exchange,Extracellular exchange,-0.7147750924694343,-0.8127886146779496,0.09801352220851534,-0.18539083125611516,2.120986679088234,0.04260747017685932,0.5635746023281014,38,12,0.8017951206008982,False,Up,196.0,0.052603327965646804,0.052603327965646804,0.04260747017685932
GLYCt,Glycerol transport via channel,"Transport, Extracellular",-0.7147750924694343,-0.8127886146779496,0.09801352220851534,-0.18539083125611516,2.120986679088234,0.04260747017685932,0.5635746023281014,38,12,0.8017951206008982,False,Up,196.0,0.052603327965646804,0.052603327965646804,0.04260747017685932
GLYK,Glycerol kinase,Glycerophospholipid Metabolism,0.7147750924694343,0.8127886146779496,-0.09801352220851534,-0.185390831207436,-2.120986679088234,0.04260747017685932,-0.5635746023281014,38,12,0.8017951206008982,False,Down,196.0,0.052603327965646804,0.052603327965646804,0.04260747017685932
SERCYSNaEx,L-serine/L-cysteine Na-dependent exchange (Ser-L in),"Transport, Extracellular",0.008474229232289743,0.033697171375673414,-0.02522294214338367,-1.9914734203483697,-0.9406981967257525,0.3670046718936536,-0.5635389456594281,38,12,1.0,False,Down,618.0,0.16586151368760063,0.16586151368760063,0.3670046718936536
PIt8,Phosphate transport in/out via Na+ symporter,"Transport, Extracellular",0.033271316096230553,0.10303869460751307,-0.06976737851128251,-1.6308353779045799,-0.9361969233693653,0.36921114531754506,-0.5604686060680872,38,12,1.0,False,Down,619.0,0.16612989801395597,0.16612989801395597,0.36921114531754506
CRNCARtp,Carnitine acetylcarnitine carrier  peroxisomal,"Transport, Peroxisomal",0.8796642522681438,0.9151150651214875,-0.03545081285334373,-0.057000171892527395,-1.7613879002822475,0.09361370267000609,-0.5600249109812275,38,12,1.0,False,Down,294.0,0.07890499194847021,0.07890499194847021,0.09361370267000609
CSNATp,Carnitine O acetyltransferase  reverse direction  peroxisomal,Fatty Acid Metabolism,0.8796642522681438,0.9151150651214875,-0.03545081285334373,-0.057000171892527395,-1.7613879002822475,0.09361370267000609,-0.5600249109812275,38,12,1.0,False,Down,294.0,0.07890499194847021,0.07890499194847021,0.09361370267000609
EX_pro__L_e,L-Proline exchange,Extracellular exchange,-0.039809418831764046,0.02520341497510088,-0.06501283380686493,,-1.9372475051357119,0.0645970197899977,-0.5585483660439764,38,12,1.0,False,Down,232.0,0.062265163714439076,0.062265163714439076,0.0645970197899977
DHCR72r,7-dehydrocholesterol reductase,Cholesterol Metabolism,0.0003290238387831025,0.0005538801715143916,-0.00022485633273128914,-0.7513815986281938,-1.4453311072453527,0.1688683039963077,-0.5583265306243604,38,12,1.0,False,Down,453.0,0.1215780998389694,0.1215780998389694,0.1688683039963077
LSTO2r,Lathosterol oxidase,Cholesterol Metabolism,0.0003290238387831025,0.0005538801715143916,-0.00022485633273128914,-0.7513815986281938,-1.4453311072453527,0.1688683039963077,-0.5583265306243604,38,12,1.0,False,Down,453.0,0.1215780998389694,0.1215780998389694,0.1688683039963077
EBP2r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol Metabolism,0.0003290238387831025,0.0005538801715143916,-0.00022485633273128914,-0.7513815986281938,-1.4453311072453527,0.1688683039963077,-0.5583265306243604,38,12,1.0,False,Down,453.0,0.1215780998389694,0.1215780998389694,0.1688683039963077
DHCR241r,24-dehydrocholesterol reductase [Precursor],Cholesterol Metabolism,0.0003290238387831025,0.0005538801715143916,-0.00022485633273128914,-0.7513815986281938,-1.4453311072453527,0.1688683039963077,-0.5583265306243604,38,12,1.0,False,Down,453.0,0.1215780998389694,0.1215780998389694,0.1688683039963077
ORNTArm,L-Ornithine:2-oxo-acid aminotransferase,Urea cycle/amino group metabolism,-0.014578682006200442,0.04495934086639355,-0.05953802287259399,,-1.843397125599697,0.07895142655309995,-0.557188709219321,38,12,1.0,False,Down,255.0,0.06843800322061191,0.06843800322061191,0.07895142655309995
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,Arginine and Proline Metabolism,-0.014578682006200442,0.04495934086639355,-0.05953802287259399,,-1.843397125599697,0.07895142655309995,-0.557188709219321,38,12,1.0,False,Down,255.0,0.06843800322061191,0.06843800322061191,0.07895142655309995
PROtm,L proline transport  mitochondrial,"Transport, Mitochondrial",0.019576299880121106,-0.044463194406243724,0.06403949428636482,,1.9236017721472298,0.06628362861235552,0.5527585745393282,38,12,1.0,False,Up,234.0,0.06280193236714976,0.06280193236714976,0.06628362861235552
GTHDH,Glutathione dehydrogenase (dehydroascorbate reductase),Ascorbate and Aldarate Metabolism,-0.001319964966343402,3.4735920166925896e-05,-0.001354700886510328,,-2.9893757089508943,0.004942353675726722,-0.5525297170192646,38,12,0.2686110647531489,False,Down,59.0,0.01583467525496511,0.01583467525496511,0.004942353675726722
DGSNt,Deoyguanosine transport via diffusion,"Transport, Extracellular",0.0023138065854505533,-6.088964698549999e-05,0.0023746962324360534,,2.989375708950818,0.004942353675727721,0.5525297170192502,38,12,0.2686110647531489,False,Up,60.0,0.01610305958132045,0.01610305958132045,0.004942353675727721
EX_dgsn_e,Deoxyguanosine exchange,Extracellular exchange,-0.0023138065854505533,6.088964698549999e-05,-0.0023746962324360534,,-2.989375708950818,0.004942353675727721,-0.5525297170192502,38,12,0.2686110647531489,False,Down,60.0,0.01610305958132045,0.01610305958132045,0.004942353675727721
EX_glyc__S_e,(S)-Glycerate exchange,Extracellular exchange,-0.0021098266556181574,5.5521754095166674e-05,-0.002165348409713324,,-2.9893757089508,0.004942353675727949,-0.5525297170192469,38,12,0.2686110647531489,False,Down,62.0,0.016639828234031134,0.016639828234031134,0.004942353675727949
GLYC_St,L-glycerate export,"Transport, Extracellular",-0.0021098266556181574,5.5521754095166674e-05,-0.002165348409713324,,-2.9893757089508,0.004942353675727949,-0.5525297170192469,38,12,0.2686110647531489,False,Down,62.0,0.016639828234031134,0.016639828234031134,0.004942353675727949
HPYRR2x,Hydroxypyruvate reductase (NADH),Glyoxylate and Dicarboxylate Metabolism,-0.0021098266556181574,5.5521754095166674e-05,-0.002165348409713324,,-2.9893757089508,0.004942353675727949,-0.5525297170192469,38,12,0.2686110647531489,False,Down,62.0,0.016639828234031134,0.016639828234031134,0.004942353675727949
ALAASNNaEx,L-alanine/L-asparagine Na-dependent exchange (Ala-L in),"Transport, Extracellular",-0.007530108631246246,0.00019816075345379164,-0.007728269384700038,,-2.989375708950785,0.004942353675728145,-0.5525297170192442,38,12,0.2686110647531489,False,Down,65.0,0.017444981213097156,0.017444981213097156,0.004942353675728145
HPYRtp,"Hydroxypyruate transport, peroxisomal","Transport, Peroxisomal",0.002108453608466939,-5.5485621275416666e-05,0.0021639392297423555,,2.98692625880557,0.004974278976910165,0.552076675771204,38,12,0.2686110647531489,False,Up,66.0,0.017713365539452495,0.017713365539452495,0.004974278976910165
AGTix,"Alanine---glyoxylate aminotransferase, glyoxysome",Alanine and Aspartate Metabolism,-0.002108453608466939,5.5485621275416666e-05,-0.0021639392297423555,,-2.98692625880557,0.004974278976910165,-0.552076675771204,38,12,0.2686110647531489,False,Down,66.0,0.017713365539452495,0.017713365539452495,0.004974278976910165
SERtp,"L-serine transport, peroxisomal","Transport, Peroxisomal",-0.002108453608466939,5.5485621275416666e-05,-0.0021639392297423555,,-2.98692625880557,0.004974278976910165,-0.552076675771204,38,12,0.2686110647531489,False,Down,66.0,0.017713365539452495,0.017713365539452495,0.004974278976910165
SPTix,"Serine-pyruvate aminotransferase (irreversible), peroxisomal","Glycine, Serine, and Threonine Metabolism",-0.002108453608466939,5.5485621275416666e-05,-0.0021639392297423555,,-2.98692625880557,0.004974278976910165,-0.552076675771204,38,12,0.2686110647531489,False,Down,66.0,0.017713365539452495,0.017713365539452495,0.004974278976910165
DNDPt31m,DCDP transport via ATP antiport,"Transport, Mitochondrial",0.0005563293045886133,0.00025711654272361664,0.00029921276186499663,1.1135163643353392,2.0356350148565525,0.05144314516414053,0.5505235253300959,38,12,0.8733800553459267,False,Up,218.0,0.05850778314546431,0.05850778314546431,0.05144314516414053
FATP3t,Fatty acid electroneutral transport,"Transport, Extracellular",-0.013310672570726384,-0.0035409163377598334,-0.00976975623296655,1.910388838196823,-2.74261840919852,0.00870157495157772,-0.5383493783448132,38,12,0.3365038982294449,False,Down,78.0,0.020933977455716585,0.020933977455716585,0.00870157495157772
ARTFR12,R group artificial flux (C16:1),R Group Synthesis,0.15908942654637706,0.04182212597269289,0.11726730057368417,1.927499645035119,2.746685466678704,0.008619515250112921,0.5383022127381866,38,12,0.3365038982294449,False,Up,77.0,0.020665593129361247,0.020665593129361247,0.008619515250112921
SERGLYexR,L-Serine/Glycine reversible exchange,"Transport, Extracellular",0.009284062787049097,0.09705767034641367,-0.08777360755936457,-3.3860140331690673,-1.6460066051289164,0.11629507366659518,-0.5379029024265577,38,12,1.0,False,Down,327.0,0.08776167471819646,0.08776167471819646,0.11629507366659518
HCO3_NAt,Bicarbonate transport (Na/HCO3 cotransport),"Transport, Extracellular",-0.08948728862831232,0.01547321324848828,-0.1049605018768006,,-1.778645949372255,0.08902876236663207,-0.5324867259979321,38,12,1.0,False,Down,273.0,0.07326892109500806,0.07326892109500806,0.08902876236663207
GLUt6,"Glutamate transport via Na, H symport and K antiport","Transport, Extracellular",0.040746939632593016,0.1211869654133002,-0.08044002578070718,-1.5724709194104367,-1.6431872520075892,0.1165723573157132,-0.5308719100413815,38,12,1.0,False,Down,328.0,0.0880300590445518,0.0880300590445518,0.1165723573157132
EX_glu__L_e,L-Glutamate exchange,Extracellular exchange,-0.040746939632593016,-0.1211869654133002,0.08044002578070718,-1.5724709241107397,1.6431872520075892,0.1165723573157132,0.5308719100413815,38,12,1.0,False,Up,328.0,0.0880300590445518,0.0880300590445518,0.1165723573157132
EX_o2s_e,Superoxide anion exchange,Extracellular exchange,0.659680486919906,0.3968049615752611,0.2628755253446449,0.7333373660412438,1.953131955426614,0.06097510967430072,0.5284910493465637,38,12,0.9921102997661332,False,Up,229.0,0.06146001073537306,0.06146001073537306,0.06097510967430072
EX_ala__D_e,D-Alanine exchange,Extracellular exchange,0.12182660209773415,0.2920613397856104,-0.17023473768787623,-1.2614422052841447,-1.443998306195953,0.16794052130816928,-0.5275384390241559,38,12,1.0,False,Down,397.0,0.10654857756307032,0.10654857756307032,0.16794052130816928
CYSSERNaEx,L-serine/L-cysteine Na-dependent exchange (Cys-L in),"Transport, Extracellular",-0.0076368384222579985,0.00020096943216466666,-0.007837807854422665,,-2.825552636806411,0.0075604312190902636,-0.5222312395262957,38,12,0.3365038982294449,False,Down,74.0,0.019860440150295224,0.019860440150295224,0.0075604312190902636
UREAtm,Urea transport via diffusion,Urea cycle/amino group metabolism,-0.002364452606349478,-0.013713535677975132,0.011349083071625653,-2.536022501433993,0.8682031066270826,0.40377519889524016,0.5199590114885891,38,12,1.0,False,Up,649.0,0.1741814278046162,0.1741814278046162,0.40377519889524016
ARGNm,Arginase (m),Urea cycle/amino group metabolism,0.002364452606349478,0.013713535677975132,-0.011349083071625653,-2.536022400442392,-0.8682031066270826,0.40377519889524016,-0.5199590114885891,38,12,1.0,False,Down,649.0,0.1741814278046162,0.1741814278046162,0.40377519889524016
ARGtm,Arginine mitochondrial transport via ornithine carrier,"Transport, Mitochondrial",0.002364452606349478,0.013713535677975132,-0.011349083071625653,-2.536022400442392,-0.8682031066270826,0.40377519889524016,-0.5199590114885891,38,12,1.0,False,Down,649.0,0.1741814278046162,0.1741814278046162,0.40377519889524016
ARTFR61,R group artificial flux,R Group Synthesis,0.8189822940005272,0.7556724908995657,0.06330980310096157,0.11607115717813131,1.6393272970984782,0.1166392207371501,0.515483207649097,38,12,1.0,False,Up,330.0,0.08856682769726248,0.08856682769726248,0.1166392207371501
ACOAO7p,Acyl CoA oxidase  hexadecanoyl CoA   peroxisomal,Fatty Acid Metabolism,0.8189822940005272,0.7556724908995657,0.06330980310096157,0.11607115717813131,1.6393272970984782,0.1166392207371501,0.515483207649097,38,12,1.0,False,Up,330.0,0.08856682769726248,0.08856682769726248,0.1166392207371501
RTOT6,R total flux,R Group Synthesis,0.8189822940005272,0.7556724908995657,0.06330980310096157,0.11607115717813131,1.6393272970984782,0.1166392207371501,0.515483207649097,38,12,1.0,False,Up,330.0,0.08856682769726248,0.08856682769726248,0.1166392207371501
HDD2COAtx,Hdd2coa intracellular transport,"Transport, Peroxisomal",-0.8189822940005272,-0.7556724908995657,-0.06330980310096157,0.11607115720764784,-1.6393272970984782,0.1166392207371501,-0.515483207649097,38,12,1.0,False,Down,330.0,0.08856682769726248,0.08856682769726248,0.1166392207371501
PGK,Phosphoglycerate kinase,Glycolysis/Gluconeogenesis,-0.8640489688481484,-0.8294817926813667,-0.03456717616678173,0.05890276353575593,-1.0780488561430948,0.301376743182155,-0.5133666473205285,38,12,1.0,False,Down,568.0,0.1524422973698336,0.1524422973698336,0.301376743182155
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,Glycolysis/Gluconeogenesis,0.8640489688481484,0.8294817926813667,0.03456717616678173,0.05890276352183941,1.0780488561430948,0.301376743182155,0.5133666473205285,38,12,1.0,False,Up,568.0,0.1524422973698336,0.1524422973698336,0.301376743182155
GLUDC,Glutamate Decarboxylase,Glutamate metabolism,0.048021812431969006,0.13193878893073605,-0.08391697649876703,-1.4581070059585952,-1.1242021160361768,0.2814162283560375,-0.512833021986499,38,12,1.0,False,Down,541.0,0.1451959205582394,0.1451959205582394,0.2814162283560375
RETt,Retinol transport via faciliated diffusion,"Transport, Extracellular",0.03004004057165302,-0.011254265207223819,0.04129430577887684,,2.558631169492932,0.013796732781377614,0.5126050883071315,38,12,0.41463305765874814,False,Up,123.0,0.033011272141706925,0.033011272141706925,0.013796732781377614
GTHPi,Glutathione peridoxase,Glutathione Metabolism,0.11515559332417244,0.022608909813077543,0.0925466835110949,2.348621149058247,2.6923007382944126,0.010230823363390389,0.510345556451946,38,12,0.35152772001583754,False,Up,103.0,0.02764358561460011,0.02764358561460011,0.010230823363390389
XYLK,Xylulokinase,Pentose and Glucuronate Interconversions,-0.003902993257292591,0.0011650497762970417,-0.005068043033589632,,-1.9199604036052609,0.06476621385891503,-0.5102465434490561,38,12,1.0,False,Down,233.0,0.06253354804079442,0.06253354804079442,0.06476621385891503
ARGN,Arginase,Urea cycle/amino group metabolism,-0.0010179547059048504,0.00223232403655545,-0.0032502787424603004,,-1.6144362856127572,0.1219195802438414,-0.5069491438504701,38,12,1.0,False,Down,338.0,0.09071390230810521,0.09071390230810521,0.1219195802438414
AM6SAD,Aminomuconate-semialdehyde dehydrogenase,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
KYN3OX,Kynurenine 3 monooxygenase,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
HKYNH,3 Hydroxy L kynurenine hydrolase,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
TRPO2,L Tryptophanoxygen 2 3 oxidoreductase  decyclizing ,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
PCLAD,Picolinic acid decarboxylase,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
3HAO,3 hydroxyanthranilate 3 4 dioxygenase,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
AMCOXO,2-aminomuconate reductase,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
FKYNH,N Formyl L kynurenine amidohydrolase,Tryptophan metabolism,0.005284781479120461,0.0009695209062242917,0.004315260572896169,2.4464997839397635,2.6850505085035765,0.010472242866816417,0.5068629543280446,38,12,0.35152772001583754,False,Up,104.0,0.027911969940955447,0.027911969940955447,0.010472242866816417
FRUt4,D-fructose transport  via sodium cotransport,"Transport, Extracellular",-0.020953236534679173,0.040672327480721686,-0.061625564015400855,,-1.8326048279247922,0.07806896876813331,-0.5041537079741272,38,12,1.0,False,Down,253.0,0.06790123456790123,0.06790123456790123,0.07806896876813331
EX_fru_e,D-Fructose exchange,Extracellular exchange,0.020953236534679173,-0.040672327480721686,0.061625564015400855,,1.8326048279247922,0.07806896876813331,0.5041537079741272,38,12,1.0,False,Up,253.0,0.06790123456790123,0.06790123456790123,0.07806896876813331
SOProd,SOProd,,1.334400045990887,1.0971414543163154,0.23725859167457153,0.2824416993632886,1.5385958557923534,0.14054054244871025,0.5038935866324769,38,12,1.0,False,Up,348.0,0.09339774557165861,0.09339774557165861,0.14054054244871025
CytOxe,CytOxe  ,,1.334400045990887,1.0971414543163154,0.23725859167457153,0.2824416993632886,1.5385958557923534,0.14054054244871025,0.5038935866324769,38,12,1.0,False,Up,348.0,0.09339774557165861,0.09339774557165861,0.14054054244871025
GTHOr,Glutathione oxidoreductase,Glutamate metabolism,0.11383562835782905,0.022643645733244455,0.0911919826245846,2.3297739963037047,2.6565225548001967,0.011198413488741265,0.5036405437676619,38,12,0.37254722017008884,False,Up,112.0,0.030059044551798177,0.030059044551798177,0.011198413488741265
ALADGLNexR,L-alanine/glutamine reversible exchange,"Transport, Extracellular",-0.04331823978827643,-0.1449393543927856,0.10162111460450918,-1.7424028493819845,1.171467795607512,0.2615910323105323,0.5028703821649549,38,12,1.0,False,Up,526.0,0.14117015566290927,0.14117015566290927,0.2615910323105323
HEX1,Hexokinase (D-glucose:ATP),Glycolysis/Gluconeogenesis,0.28263744854669615,0.18743761103057852,0.09519983751611763,0.5925421588090659,1.9001076498951028,0.06726233071452573,0.5017507543921471,38,12,1.0,False,Up,237.0,0.06360708534621579,0.06360708534621579,0.06726233071452573
EX_for_e,Formate exchange,Extracellular exchange,0.0056126400024378185,0.001529076706260425,0.0040835632961773935,1.8760186770019818,2.6366010690063058,0.011822177907174759,0.4980409514451218,38,12,0.3745849517373723,False,Up,113.0,0.030327428878153515,0.030327428878153515,0.011822177907174759
O2St,Superoxide anion transport via diffusion (extracellular),"Transport, Extracellular",0.6984207189057404,0.4508290581039631,0.2475916608017773,0.6315158504137248,1.793882442034992,0.08435617988939034,0.4964134822368689,38,12,1.0,False,Up,260.0,0.06977992485238863,0.06977992485238863,0.08435617988939034
VALtec,L-valine transport via diffusion (extracellular to cytosol),"Transport, Extracellular",0.04492330053114946,0.026341153394958693,0.018582147136190764,0.770145406709226,1.1002433971951937,0.2911680625608649,0.4963000736864644,38,12,1.0,False,Up,550.0,0.14761137949543746,0.14761137949543746,0.2911680625608649
