ReactionID,ReactionName,Subsystem,KD_mean,SCD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,KD_n,SCD_n,q_value,Significant,Direction,Rank,Rank_normalized,RankProduct,RP_pvalue
LEUt5m,Leucine mitochondrial transport,"Transport, Mitochondrial",-0.002839617716086708,-0.1024191068218404,0.09957948910575369,-5.172644402158367,2.3066782155468806,0.02693076251101887,0.433402670960627,12,37,0.39094143296578326,False,Up,255.0,0.06843800322061191,0.06843800322061191,0.02693076251101887
SERDGLYexR,D-Serine/Glycine reversible exchange,"Transport, Extracellular",-0.0008384842656345,0.00196572017576193,-0.00280420444139643,,-2.232409237765075,0.03125488624092133,-0.4304849470541865,12,37,0.4297258528917818,False,Down,270.0,0.07246376811594203,0.07246376811594203,0.03125488624092133
SERDGLNexR,D-Serine/Glutamine reversible exchange,"Transport, Extracellular",0.0008384842656345,-0.00196572017576193,0.00280420444139643,,2.232409237765075,0.03125488624092133,0.4304849470541865,12,37,0.4297258528917818,False,Up,270.0,0.07246376811594203,0.07246376811594203,0.03125488624092133
NRPPHRtu,Norepinephrine uniport,"Transport, Extracellular",-0.01164060639021531,0.09144853785262215,-0.10308914424283747,,-2.234327363229322,0.031143445961622104,-0.4303296714881079,12,37,0.4297258528917818,False,Down,268.0,0.07192699946323135,0.07192699946323135,0.031143445961622104
KCC2t,K+-Cl- cotransporter (NH4+),"Transport, Extracellular",-0.2916020753349296,-0.16535244197135038,-0.12624963336357922,0.8184566359420634,-1.2260377174345933,0.23666272536182217,-0.42904464964657474,12,37,1.0,False,Down,544.0,0.14600107353730543,0.14600107353730543,0.23666272536182217
MTHGXLt,Methylglyoxal transport (cytosol to extracellular),"Transport, Extracellular",-0.008039697945962874,0.006200420139602246,-0.01424011808556512,,-2.092662920044589,0.04190217086864809,-0.4289138757986102,12,37,0.4707348248143644,False,Down,330.0,0.08856682769726248,0.08856682769726248,0.04190217086864809
EX_mthgxl_e,Methylglyoxal exchange,Extracellular exchange,-0.008039697945962874,0.006200420139602246,-0.01424011808556512,,-2.092662920044589,0.04190217086864809,-0.4289138757986102,12,37,0.4707348248143644,False,Down,330.0,0.08856682769726248,0.08856682769726248,0.04190217086864809
ME2m,Malic enzyme  NADP   mitochondrial,Pyruvate Metabolism,-0.00188605528601625,0.002762050985781312,-0.004648106271797562,,-2.1719575575901993,0.035465783547518934,-0.4274671358663123,12,37,0.4599438633468334,False,Down,277.0,0.07434245840042941,0.07434245840042941,0.035465783547518934
SERtN1,"Serine transport (Na, H coupled)","Transport, Extracellular",0.001573039422302292,0.008159128125694718,-0.006586088703392426,-2.3748600948812086,-2.2365491827694037,0.031170688683427664,-0.4271681146297118,12,37,0.4297258528917818,False,Down,269.0,0.07219538378958669,0.07219538378958669,0.031170688683427664
G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD ,Glycerophospholipid Metabolism,-0.8009527571309167,-0.7003050751820324,-0.1006476819488843,0.19373360732359932,-1.81800635954735,0.07642299935970967,-0.4270365766594296,12,37,0.7227210548585742,False,Down,394.0,0.10574342458400429,0.10574342458400429,0.07642299935970967
ASCBt4,L-ascorbate transport via proton symport,"Transport, Extracellular",0.018807206099000415,-0.022533869831575622,0.04134107593057604,,2.138330374255529,0.038101154543578375,0.42541421562402454,12,37,0.4599438633468334,False,Up,285.0,0.07648953301127215,0.07648953301127215,0.038101154543578375
DAGt,Diacylglycerol Transport,"Transport, Extracellular",0.013123944652697249,-0.01572446534184582,0.028848409994543068,,2.138330374255527,0.03810115454357853,0.42541421562402393,12,37,0.4599438633468334,False,Up,286.0,0.07675791733762748,0.07675791733762748,0.03810115454357853
RTOTALt,RTOTAL transport,"Transport, Extracellular",-0.013123944652697249,0.01572446534184582,-0.028848409994543068,,-2.138330374255527,0.03810115454357853,-0.42541421562402393,12,37,0.4599438633468334,False,Down,286.0,0.07675791733762748,0.07675791733762748,0.03810115454357853
MAGt,Monoacylglycerol 2 Transport,"Transport, Extracellular",-0.013123944652697249,0.01572446534184582,-0.028848409994543068,,-2.138330374255527,0.03810115454357853,-0.42541421562402393,12,37,0.4599438633468334,False,Down,286.0,0.07675791733762748,0.07675791733762748,0.03810115454357853
LPS2e,"Lipase, extracellular",Fatty Acid Metabolism,-0.013123944652697249,0.01572446534184582,-0.028848409994543068,,-2.138330374255527,0.03810115454357853,-0.42541421562402393,12,37,0.4599438633468334,False,Down,286.0,0.07675791733762748,0.07675791733762748,0.03810115454357853
MANt4,D-mannose transport via sodium cotransport,"Transport, Extracellular",0.002643279467845667,-0.0031670475212199163,0.005810326989065583,,2.1383303742555215,0.038101154543578965,0.4254142156240226,12,37,0.4599438633468334,False,Up,290.0,0.07783145464304884,0.07783145464304884,0.038101154543578965
HRETNtn,"4-hydroxyretinoic acid transport, Nuclear","Transport, Nuclear",-0.0013216397339228334,0.001583523760609935,-0.0029051634945327686,,-2.1383303742555064,0.03810115454358034,-0.4254142156240196,12,37,0.4599438633468334,False,Down,291.0,0.07809983896940419,0.07809983896940419,0.03810115454358034
DM_hretn_n,4 hydroxy retinoic acid demand,Intracellular demand,-0.0013216397339228334,0.001583523760609935,-0.0029051634945327686,,-2.1383303742555064,0.03810115454358034,-0.4254142156240196,12,37,0.4599438633468334,False,Down,291.0,0.07809983896940419,0.07809983896940419,0.03810115454358034
RAHY,Retinoic acid hydroxylation (P450),Vitamin A Metabolism,-0.0013216397339228334,0.001583523760609935,-0.0029051634945327686,,-2.1383303742555064,0.03810115454358034,-0.4254142156240196,12,37,0.4599438633468334,False,Down,291.0,0.07809983896940419,0.07809983896940419,0.03810115454358034
CRNtim,L carnitine transport out of mitochondria via diffusion,"Transport, Mitochondrial",-0.0005991166842012917,0.0007178321598993433,-0.001316948844100635,,-2.1383303742554562,0.03810115454358471,-0.4254142156240073,12,37,0.4599438633468334,False,Down,294.0,0.07890499194847021,0.07890499194847021,0.03810115454358471
HMGCOAS,Hydroxymethylglutaryl CoA synthase,Cholesterol Metabolism,0.00013302501797925,-0.00015938403735829508,0.0002924090553375451,,2.138330374255443,0.03810115454358608,0.4254142156239976,12,37,0.4599438633468334,False,Up,295.0,0.07917337627482555,0.07917337627482555,0.03810115454358608
CSNATm,Carnitine O aceyltransferase  mitochondrial,Fatty Acid Metabolism,-0.0003884820650380417,0.0004654601135005325,-0.0008539421785385742,,-2.138330374255385,0.038101154543590775,-0.4254142156239934,12,37,0.4599438633468334,False,Down,296.0,0.0794417606011809,0.0794417606011809,0.038101154543590775
ACRNtm,O acetylcarnintine transport into mitochondria via diffusion,"Transport, Mitochondrial",-0.0003884820650380417,0.0004654601135005325,-0.0008539421785385742,,-2.138330374255385,0.038101154543590775,-0.4254142156239934,12,37,0.4599438633468334,False,Down,296.0,0.0794417606011809,0.0794417606011809,0.038101154543590775
FAOXC16080m,Beta oxidation of long chain fatty acid,Fatty acid oxidation,-0.00021063461916324998,0.0002523720463987433,-0.0004630066655619933,,-2.1383303742553155,0.038101154543596735,-0.42541421562398,12,37,0.4599438633468334,False,Down,298.0,0.07997852925389157,0.07997852925389157,0.038101154543596735
FAOXC80,Beta oxidation of med/long chain fatty acid,Fatty acid oxidation,-0.00021063461916324998,0.0002523720463987433,-0.0004630066655619933,,-2.1383303742553155,0.038101154543596735,-0.42541421562398,12,37,0.4599438633468334,False,Down,298.0,0.07997852925389157,0.07997852925389157,0.038101154543596735
ARACHCRNt,Transport into the mitochondria (carnitine),Carnitine shuttle,-0.00021063461916324998,0.0002523720463987433,-0.0004630066655619933,,-2.1383303742553155,0.038101154543596735,-0.42541421562398,12,37,0.4599438633468334,False,Down,298.0,0.07997852925389157,0.07997852925389157,0.038101154543596735
FAOXC180,Beta oxidation of long chain fatty acid,Fatty acid oxidation,-0.00021063461916324998,0.0002523720463987433,-0.0004630066655619933,,-2.1383303742553155,0.038101154543596735,-0.42541421562398,12,37,0.4599438633468334,False,Down,298.0,0.07997852925389157,0.07997852925389157,0.038101154543596735
FAOXC200180m,Beta oxidation of long chain fatty acid,Fatty acid oxidation,-0.00021063461916324998,0.0002523720463987433,-0.0004630066655619933,,-2.1383303742553155,0.038101154543596735,-0.42541421562398,12,37,0.4599438633468334,False,Down,298.0,0.07997852925389157,0.07997852925389157,0.038101154543596735
ARACHCPT1,Carnitine transferase,Carnitine shuttle,-0.00021063461916324998,0.0002523720463987433,-0.0004630066655619933,,-2.1383303742553155,0.038101154543596735,-0.42541421562398,12,37,0.4599438633468334,False,Down,298.0,0.07997852925389157,0.07997852925389157,0.038101154543596735
ARACHCPT2,Carnitine transferase,Carnitine shuttle,-0.00021063461916324998,0.0002523720463987433,-0.0004630066655619933,,-2.1383303742553155,0.038101154543596735,-0.42541421562398,12,37,0.4599438633468334,False,Down,298.0,0.07997852925389157,0.07997852925389157,0.038101154543596735
NKCCt,Na+-K+-Cl- cotransport,"Transport, Extracellular",-0.009895836002621542,0.011799756131319283,-0.021695592133940823,,-2.132834151532722,0.03857519775202015,-0.42432322724807797,12,37,0.4599438633468334,False,Down,305.0,0.08185721953837896,0.08185721953837896,0.03857519775202015
CYSt4,L-cysteine reversible transport via sodium symport,"Transport, Extracellular",-0.018347748739225418,0.021827396282489895,-0.04017514502171531,,-2.130171171174826,0.0388067673632652,-0.4237936422263226,12,37,0.4599438633468334,False,Down,306.0,0.0821256038647343,0.0821256038647343,0.0388067673632652
EX_o2s_e,Superoxide anion exchange,Extracellular exchange,0.3968049615752611,0.585909496273077,-0.1891045346978159,-0.5622477678273227,-1.4645164056879694,0.15577285518394143,-0.42275205723887294,12,37,1.0,False,Down,473.0,0.12694578636607623,0.12694578636607623,0.15577285518394143
CYTK8,"Cytidylate kinase (CMP,dATP)",Nucleotides,-0.0028905142343342333,0.002488905776602897,-0.005379420010937131,,-2.104854490435299,0.04101508741917468,-0.42051279187779245,12,37,0.4663416658819641,False,Down,324.0,0.08695652173913043,0.08695652173913043,0.04101508741917468
LYStip,"L-lysine transport, peroxisomal (irreversible)","Transport, Peroxisomal",0.6391315459916883,0.687288712120673,-0.048157166128984685,-0.1048033679500969,-1.464817060038967,0.15531954331837694,-0.4172393016380368,12,37,1.0,False,Down,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
LPCOXp,"L-pipecolate oxidase, peroxisomal",Lysine Metabolism,0.6391315459916883,0.687288712120673,-0.048157166128984685,-0.1048033679500969,-1.464817060038967,0.15531954331837694,-0.4172393016380368,12,37,1.0,False,Down,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
THP2Ctp,"2,3,4,5-Tetrahydropyridine-2-carboxylate transport, peroxisomal","Transport, Peroxisomal",-0.6391315459916883,-0.687288712120673,0.048157166128984685,-0.10480336798172961,1.464817060038967,0.15531954331837694,0.4172393016380368,12,37,1.0,False,Up,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
PPD2CSPp,PPD2CSPp,Lysine Metabolism,0.6391315459916883,0.687288712120673,-0.048157166128984685,-0.1048033679500969,-1.464817060038967,0.15531954331837694,-0.4172393016380368,12,37,1.0,False,Down,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
LYSOXp,"L-lysine oxidase, peroxisomal",Lysine Metabolism,0.6391315459916883,0.687288712120673,-0.048157166128984685,-0.1048033679500969,-1.464817060038967,0.15531954331837694,-0.4172393016380368,12,37,1.0,False,Down,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
AADSACYCL,AAPSAS,Lysine Metabolism,0.6391315459916883,0.687288712120673,-0.048157166128984685,-0.1048033679500969,-1.464817060038967,0.15531954331837694,-0.4172393016380368,12,37,1.0,False,Down,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
AASAD3,L-aminoadipate-semialdehyde dehydrogenase (NADH),Lysine Metabolism,0.6391315459916883,0.687288712120673,-0.048157166128984685,-0.1048033679500969,-1.464817060038967,0.15531954331837694,-0.4172393016380368,12,37,1.0,False,Down,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
1PPDCRp,"Delta1-piperideine-2-carboxylate reductase, perixosomal",Lysine Metabolism,0.6391315459916883,0.687288712120673,-0.048157166128984685,-0.1048033679500969,-1.464817060038967,0.15531954331837694,-0.4172393016380368,12,37,1.0,False,Down,465.0,0.1247987117552335,0.1247987117552335,0.15531954331837694
DADNt4,Deoxyadenosine transport via diffusion,"Transport, Extracellular",0.0051966121909100835,-0.00721344240706252,0.012410054597972602,,2.1155667256876565,0.04025263621394286,0.4165802936733141,12,37,0.46578050476133875,False,Up,322.0,0.08641975308641975,0.08641975308641975,0.04025263621394286
NADPtru,"NADP transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.012707688378395815,0.014091182468296585,-0.0013834940899007699,-0.1490910626417256,-1.5629714045918222,0.12868625129660063,-0.4165429153090814,12,37,1.0,False,Down,451.0,0.12104133118625872,0.12104133118625872,0.12868625129660063
NADPHtru,"NADPH transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.012707688378395815,0.014091182468296585,-0.0013834940899007699,-0.1490910626417256,-1.5629714045918224,0.12868625129660055,-0.4165429153090814,12,37,1.0,False,Down,450.0,0.12077294685990338,0.12077294685990338,0.12868625129660055
AATA,2 aminoadipate transaminase,Lysine Metabolism,-0.639129491939825,-0.6871979230283208,0.04806843108849579,-0.10461741560988226,1.4620049045581505,0.1560801981832795,0.41640022307753743,12,37,1.0,False,Up,474.0,0.12721417069243157,0.12721417069243157,0.1560801981832795
PGMT,Phosphoglucomutase,Glycolysis/Gluconeogenesis,-0.2797166022268549,-0.23958800298822636,-0.04012859923862855,0.22341021665637475,-1.6057903142090308,0.11820157388801684,-0.4160500591670223,12,37,1.0,False,Down,437.0,0.11728395061728394,0.11728395061728394,0.11820157388801684
2OXOADPTm,2-oxoadipate shuttle (cytosol/mitochondria),Tryptophan metabolism,0.6400990128460494,0.6879241711677914,-0.047825158321741945,-0.10395446390539476,-1.4594043485159258,0.15679149678684784,-0.415702089824588,12,37,1.0,False,Down,477.0,0.1280193236714976,0.1280193236714976,0.15679149678684784
2OXOADOXm,2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) (mitochondria),Lysine Metabolism,0.6400990128460494,0.6879241711677914,-0.047825158321741945,-0.10395446390539476,-1.4594043485159258,0.15679149678684784,-0.415702089824588,12,37,1.0,False,Down,477.0,0.1280193236714976,0.1280193236714976,0.15679149678684784
HACD1m,"3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria",Tryptophan metabolism,-0.6400990128460494,-0.6879241711677914,0.047825158321741945,-0.10395446393673292,1.4594043485159258,0.15679149678684784,0.415702089824588,12,37,1.0,False,Up,477.0,0.1280193236714976,0.1280193236714976,0.15679149678684784
ECOAH1m,"3-Hydroxybutanoyl-CoA hydro-lyase, mitochondria",Tryptophan metabolism,-0.6400990128460494,-0.6879241711677914,0.047825158321741945,-0.10395446393673292,1.4594043485159258,0.15679149678684784,0.415702089824588,12,37,1.0,False,Up,477.0,0.1280193236714976,0.1280193236714976,0.15679149678684784
GLUTCOADHm,Glutaryl-CoA dehydrogenase (mitochondria),Tryptophan metabolism,0.6400990128460494,0.6879241711677914,-0.047825158321741945,-0.10395446390539476,-1.4594043485159258,0.15679149678684784,-0.415702089824588,12,37,1.0,False,Down,477.0,0.1280193236714976,0.1280193236714976,0.15679149678684784
EX_dad_2_e,Deoxyadenosine exchange,Extracellular exchange,-0.005224410532728458,0.005984755698691382,-0.011209166231419841,,-2.087577006681995,0.0426800323078398,-0.4153273721872591,12,37,0.47690853741830597,False,Down,333.0,0.0893719806763285,0.0893719806763285,0.0426800323078398
RDH1,Retinol dehydrogenase (all-trans),Vitamin A Metabolism,-0.0020219259472008554,0.018654162175555263,-0.02067608812275612,,-0.7723263201815492,0.4553932242346006,-0.4151795753891797,12,37,1.0,False,Down,712.0,0.19108964036500267,0.19108964036500267,0.4553932242346006
SRTNt6_2_r,SRTNt6 LPAREN 2 RPAREN r,"Transport, Extracellular",-0.016827467786550365,-0.047170101056255964,0.0303426332697056,-1.487054602315053,1.6292302306427038,0.1126625964773775,0.41429200676256195,12,37,0.9717148946173809,False,Up,432.0,0.11594202898550725,0.11594202898550725,0.1126625964773775
VALtec,L-valine transport via diffusion (extracellular to cytosol),"Transport, Extracellular",0.026341153394958693,0.04671638997971103,-0.020375236584752338,-0.8266102735450798,-1.1360261054205827,0.27234757606584326,-0.4135191659911018,12,37,1.0,False,Down,586.0,0.15727321524422974,0.15727321524422974,0.27234757606584326
THRt4,L-threonine  via sodium symport,"Transport, Extracellular",0.4077996273695223,0.29461088294584326,0.11318874442367904,0.4690497323339572,1.1277957933123461,0.27584720033118426,0.4132111950077098,12,37,1.0,False,Up,590.0,0.1583467525496511,0.1583467525496511,0.27584720033118426
EX_5mthf_e,5-Methyltetrahydrofolate exchange,Extracellular exchange,0.0012503380549373333,0.005264942028230345,-0.0040146039732930116,-2.0740993476969316,-2.1306478068395447,0.039326892872213894,-0.41073215848504424,12,37,0.4599438633468334,False,Down,310.0,0.08319914117015566,0.08319914117015566,0.039326892872213894
5MTHFt2,5-methyltetrahydrofolate transport via anion exchange,"Transport, Extracellular",-0.0012503380549373333,-0.005264942028230345,0.0040146039732930116,-2.0740995236618947,2.1306478068395447,0.039326892872213894,0.41073215848504424,12,37,0.4599438633468334,False,Up,310.0,0.08319914117015566,0.08319914117015566,0.039326892872213894
FOLt2,Folate transport via anion exchange,"Transport, Extracellular",0.0012503380549373333,0.0052649420282303485,-0.004014603973293015,-2.0740993476969325,-2.1306478068395442,0.039326892872213935,-0.4107321584850442,12,37,0.4599438633468334,False,Down,312.0,0.08373590982286634,0.08373590982286634,0.039326892872213935
FOLR2,Folate reductase,Folate Metabolism,0.0012503380549373333,0.0052649420282303485,-0.004014603973293015,-2.0740993476969325,-2.1306478068395442,0.039326892872213935,-0.4107321584850442,12,37,0.4599438633468334,False,Down,312.0,0.08373590982286634,0.08373590982286634,0.039326892872213935
EX_fol_e,EX fol LPAREN e RPAREN ,Extracellular exchange,-0.0012503380549373333,-0.0052649420282303485,0.004014603973293015,-2.0740995236618955,2.1306478068395442,0.039326892872213935,0.4107321584850442,12,37,0.4599438633468334,False,Up,312.0,0.08373590982286634,0.08373590982286634,0.039326892872213935
NDPK1m,"Nucleoside-diphosphate kinase (ATP:GDP), mitochondrial",Nucleotides,-0.28623613797733827,-0.41495872530068945,0.12872258732335118,-0.5357620160415257,1.2920131138257354,0.21088050035052167,0.40943098431976716,12,37,1.0,False,Up,527.0,0.14143853998926462,0.14143853998926462,0.21088050035052167
DNDPt33m,DGDP transport via dUDP antiport,"Transport, Mitochondrial",-8.629324036391667e-05,0.0002274265363390163,-0.000313719776702933,,-2.1357075120084392,0.03901935482495016,-0.40936030315179883,12,37,0.4599438633468334,False,Down,309.0,0.08293075684380032,0.08293075684380032,0.03901935482495016
ARGt4,L-arginine transport in via sodium symport,"Transport, Extracellular",-1.934775960156719e-06,-8.551709743891788e-05,8.358232147876116e-05,-5.466047345921511,2.171300344899017,0.03657425678166115,0.4079243454313881,12,37,0.4599438633468334,False,Up,280.0,0.07514761137949544,0.07514761137949544,0.03657425678166115
HPYRRy,Hydroxypyruvate reductase (NADPH),Glyoxylate and Dicarboxylate Metabolism,-3.61328197689567e-08,-1.597070633787876e-06,1.5609378140189192e-06,-5.469882418373624,2.1713003448990027,0.03657425678166233,0.4079243454313854,12,37,0.4599438633468334,False,Up,281.0,0.07541599570585078,0.07541599570585078,0.03657425678166233
GLYCK2,Glycerate kinase,Glyoxylate and Dicarboxylate Metabolism,-3.61328197689567e-08,-1.597070633787876e-06,1.5609378140189192e-06,-5.469882418373624,2.1713003448990027,0.03657425678166233,0.4079243454313854,12,37,0.4599438633468334,False,Up,281.0,0.07541599570585078,0.07541599570585078,0.03657425678166233
CRNt_copy2,L carnitine reversible transport,"Transport, Extracellular",-3.25649251564987e-05,-0.001439369691917177,0.0014068047667606784,-5.4659787944912175,2.171300344898973,0.03657425678166475,0.4079243454313798,12,37,0.4599438633468334,False,Up,283.0,0.07595276435856146,0.07595276435856146,0.03657425678166475
CRNtHa,L-carnitine outward transport (H+ antiport),"Transport, Extracellular",-3.25649251564987e-05,-0.001439369691917177,0.0014068047667606784,-5.4659787944912175,2.171300344898973,0.03657425678166475,0.4079243454313798,12,37,0.4599438633468334,False,Up,283.0,0.07595276435856146,0.07595276435856146,0.03657425678166475
SERt4,L-serine via sodium symport,"Transport, Extracellular",0.1553645839436859,0.27328774631022446,-0.11792316236653855,-0.8147631008831507,-1.3175772735040823,0.20166876453561125,-0.4071980895403931,12,37,1.0,False,Down,514.0,0.1379495437466452,0.1379495437466452,0.20166876453561125
3HLYTCL,3-Hydroxy-L-tyrosine carboxy-lyase,Tyrosine metabolism,0.03056125122428728,-0.026814423021838507,0.05737567424612579,,1.452657355037657,0.15819183923118008,0.40710583745170226,12,37,1.0,False,Up,482.0,0.12936124530327428,0.12936124530327428,0.15819183923118008
DNDPt34m,DGDP transport via dTDP antiport,"Transport, Mitochondrial",5.0414909629583335e-05,0.00021742134788885784,-0.0001670064382592745,-2.1085690403172763,-2.104131357629322,0.04176092267532874,-0.4047200904746279,12,37,0.4707348248143644,False,Down,329.0,0.08829844337090714,0.08829844337090714,0.04176092267532874
ADEt,Adenine transport via diffusion,"Transport, Extracellular",0.001403925064795917,0.01349534931878399,-0.012091424253988074,-3.2649243902480216,-2.0260309528181772,0.04884106472431736,-0.40399181678966256,12,37,0.5290168812872281,False,Down,343.0,0.09205582393988192,0.09205582393988192,0.04884106472431736
EX_ade_e,Adenine exchange,Extracellular exchange,-0.001403925064795917,-0.01349534931878399,0.012091424253988074,-3.26492457439048,2.0260309528181772,0.04884106472431736,0.40399181678966256,12,37,0.5290168812872281,False,Up,343.0,0.09205582393988192,0.09205582393988192,0.04884106472431736
OCDCEAt,Octadecenoate  n C181  transport in via uniport,"Transport, Extracellular",0.16534812205100372,0.24907049444370832,-0.08372237239270461,-0.5910474657522138,-0.9313989032624758,0.368022547469253,-0.4036965472192491,12,37,1.0,False,Down,664.0,0.1782071926999463,0.1782071926999463,0.368022547469253
EX_gal_e,D-Galactose exchange,Extracellular exchange,-0.029583043991146665,-0.06956480493214043,0.03998176094099376,-1.23358707940513,1.6264687177848063,0.11264588934116967,0.4030642669353311,12,37,0.9717148946173809,False,Up,429.0,0.11513687600644122,0.11513687600644122,0.11264588934116967
GALKr,Galactokinase,Galactose metabolism,0.02958304399114667,0.06956480493214041,-0.039981760940993746,-1.2335870737993753,-1.6264687177848054,0.11264588934116998,-0.40306426693533093,12,37,0.9717148946173809,False,Down,430.0,0.11540526033279656,0.11540526033279656,0.11264588934116998
UDPG4E,UDPglucose 4-epimerase,Galactose metabolism,-0.02958304399114667,-0.06956480493214041,0.039981760940993746,-1.2335870794051293,1.6264687177848054,0.11264588934116998,0.40306426693533093,12,37,0.9717148946173809,False,Up,430.0,0.11540526033279656,0.11540526033279656,0.11264588934116998
UMPK5,UMP kinase (dATP),Nucleotides,0.002177436117283417,-0.002966379808896016,0.005143815926179433,,2.017678266029911,0.049722723347117914,0.4027984363090477,12,37,0.5308506223248176,False,Up,349.0,0.09366612989801396,0.09366612989801396,0.049722723347117914
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),Nucleotides,0.05890826493120128,0.023534684869207376,0.0353735800619939,1.323681521792306,0.987058212306646,0.34000434481337505,0.40194021692985354,12,37,1.0,False,Up,634.0,0.1701556629092861,0.1701556629092861,0.34000434481337505
GCHOLAte,Bile acid intracellular transport,"Transport, Extracellular",3.4204106578370277e-06,0.0001511821510763809,-0.00014776174041854388,-5.465933240395344,-2.1351023479079054,0.03962479338012167,-0.40112187051139747,12,37,0.4599438633468334,False,Down,317.0,0.08507783145464305,0.08507783145464305,0.03962479338012167
GCHOLAt2,Glycocholate transport via sodium cotransport,"Transport, Extracellular",-3.4204106578370277e-06,-0.0001511821510763809,0.00014776174041854388,-5.466015689845019,2.1351023479079054,0.03962479338012167,0.40112187051139747,12,37,0.4599438633468334,False,Up,317.0,0.08507783145464305,0.08507783145464305,0.03962479338012167
NTD5m,"5'-nucleotidase (dTMP), mitochondrial",Nucleotides,-4.368690322991662e-06,-0.00019309611227622187,0.00018872742195323022,-5.4660067412570035,2.1351023479079045,0.03962479338012172,0.4011218705113973,12,37,0.4599438633468334,False,Up,319.0,0.08561460010735374,0.08561460010735374,0.03962479338012172
TMDK1m,Thymidine kinase (ATP:thymidine),Nucleotides,-4.368690322991662e-06,-0.00019309611227622187,0.00018872742195323022,-5.4660067412570035,2.1351023479079045,0.03962479338012172,0.4011218705113973,12,37,0.4599438633468334,False,Up,319.0,0.08561460010735374,0.08561460010735374,0.03962479338012172
THRGLNNaEx,L-threonine/L-glutamine Na-dependent exchange (Thr-L in),"Transport, Extracellular",-2.8974043871020356e-06,-0.0001280652739098964,0.00012516786952279437,-5.466023131502974,2.1351023479079045,0.03962479338012172,0.40112187051139725,12,37,0.4599438633468334,False,Up,319.0,0.08561460010735374,0.08561460010735374,0.03962479338012172
FUMm,Fumarase  mitochondrial,Citric Acid Cycle,0.24583009257300373,0.15222865615601022,0.0936014364169935,0.6914215661336961,0.9708600579931466,0.3479142142786602,0.3997115824456077,12,37,1.0,False,Up,638.0,0.17122920021470747,0.17122920021470747,0.3479142142786602
DNDPt11m,DADP transport via dGDP antiport,"Transport, Mitochondrial",7.300742055397549e-05,2.0994967971983003e-05,5.201245258199249e-05,1.7979946257009476,0.936853186832502,0.36505076743478104,0.3989144388832933,12,37,1.0,False,Up,661.0,0.1774020397208803,0.1774020397208803,0.36505076743478104
DHCRD2,Dihydroceramide desaturase,Sphingolipid Metabolism,0.000462692523297425,0.0003848599523003294,7.783257099709559e-05,0.26572016814266297,1.7968575447390747,0.07901084685655613,0.3983829322915814,12,37,0.7396844607726837,False,Up,398.0,0.10681696188942566,0.10681696188942566,0.07901084685655613
ORNt3m,Ornithine mitochondrial transport via proton antiport,"Transport, Mitochondrial",-0.011791115895442275,0.02066510757478954,-0.03245622347023182,,-1.2438868488352408,0.2277382768353515,-0.39437491658030543,12,37,1.0,False,Down,542.0,0.14546430488459475,0.14546430488459475,0.2277382768353515
EX_thymd_e,Thymidine exchange,Extracellular exchange,-0.013179084820094951,-0.037972204482844676,0.024793119662749726,-1.5266935740184528,1.830022615451301,0.07360643750941497,0.391407908667958,12,37,0.6996366993879596,False,Up,392.0,0.10520665593129361,0.10520665593129361,0.07360643750941497
RTOT1,R total flux,R Group Synthesis,0.23306084049136866,0.16838656168125196,0.0646742788101167,0.4689296123374442,1.5983917345155259,0.1185027878255551,0.39134989261411307,12,37,1.0,False,Up,438.0,0.11755233494363929,0.11755233494363929,0.1185027878255551
TMDPP,Thymidine phosphorylase,Pyrimidine Catabolism,0.013190489960569008,0.03799414507480481,-0.024803655114235802,-1.5262789537240775,-1.8301757923641222,0.07357977922869967,-0.39085663209514077,12,37,0.6996366993879596,False,Down,391.0,0.10493827160493827,0.10493827160493827,0.07357977922869967
THYMDt1,Thymd transport,"Transport, Extracellular",0.0131383314254828,0.037927901246776384,-0.024789569821293586,-1.5294774703284046,-1.8268135626672497,0.07409599497120854,-0.390720513247157,12,37,0.7024979065209237,False,Down,393.0,0.10547504025764895,0.10547504025764895,0.07409599497120854
DESAT18_8,Fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid elongation,0.12466431524320332,0.0880693130548979,0.036595002188305414,0.5013372390432631,0.6969997603373542,0.4998430718985001,0.3899715705126386,12,37,1.0,False,Up,743.0,0.19940955448201825,0.19940955448201825,0.4998430718985001
