ReactionID,ReactionName,Subsystem,KD_mean,WD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,KD_n,WD_n,q_value,Significant,Direction
C14STRr,C-14 sterol reductase,Cholesterol Metabolism,0.0011075911493947084,0.0012415483925611668,-0.0001339572431664584,-0.16471505083890517,-3.7055266965937137,0.003310064189788858,-1.5127749391525895,12,12,0.036706247534300136,True,Down
SQLSr,Squalene synthase,Cholesterol Metabolism,0.0011075911493947084,0.0012415483925611668,-0.0001339572431664584,-0.16471505083890517,-3.7055266965937137,0.003310064189788858,-1.5127749391525895,12,12,0.036706247534300136,True,Down
SQLEr,Squalene epoxidase  endoplasmic reticular  NADP ,Cholesterol Metabolism,0.0011075911493947084,0.0012415483925611668,-0.0001339572431664584,-0.16471505083890517,-3.7055266965937137,0.003310064189788858,-1.5127749391525895,12,12,0.036706247534300136,True,Down
FADtru,"FAD transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.0011075911493947084,0.0012415483925611668,-0.0001339572431664584,-0.16471505083890517,-3.7055266965937137,0.003310064189788858,-1.5127749391525895,12,12,0.036706247534300136,True,Down
CHSTEROLt2,Cholesterol intracellular transport,"Transport, Mitochondrial",0.0011075911493947084,0.0012415483925611668,-0.0001339572431664584,-0.16471505083890517,-3.7055266965937137,0.003310064189788858,-1.5127749391525895,12,12,0.036706247534300136,True,Down
CHSTEROLt3,Cholesterol intracellular transport,"Transport, Mitochondrial",-0.0011075911493947084,-0.0012415483925611668,0.0001339572431664584,-0.1647150789467538,3.7055266965937137,0.003310064189788858,1.5127749391525895,12,12,0.036706247534300136,True,Up
FADH2tru,"FADH2 transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.0011075911493947084,0.0012415483925611668,-0.0001339572431664584,-0.16471505083890517,-3.7055266965937137,0.003310064189788858,-1.5127749391525895,12,12,0.036706247534300136,True,Down
FORtr,"FOR transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",-0.0011075911493947084,-0.0012415483925611668,0.0001339572431664584,-0.1647150789467538,3.7055266965937137,0.003310064189788858,1.5127749391525895,12,12,0.036706247534300136,True,Up
CDS,Phosphatidate cytidylyltransferase,Glycerophospholipid Metabolism,0.0010460583077616917,0.0011725734818633083,-0.0001265151741016166,-0.16471505001215295,-3.705526696593306,0.003310064189790928,-1.5127749391524228,12,12,0.036706247534300136,True,Down
CDIPTr,Phosphatidylinositol synthase (Homo sapiens),Glycerophospholipid Metabolism,0.0006153284163303583,0.0006897491069784,-7.442069064804175e-05,-0.1647150395957966,-3.7055266965932736,0.003310064189791173,-1.5127749391524092,12,12,0.036706247534300136,True,Down
MI1PP,Myo-inositol 1-phosphatase,Inositol Phosphate Metabolism,0.0006153284163303583,0.0006897491069784,-7.442069064804175e-05,-0.1647150395957966,-3.7055266965932736,0.003310064189791173,-1.5127749391524092,12,12,0.036706247534300136,True,Down
MI1PS,Myo Inositol 1 phosphate synthase,Inositol Phosphate Metabolism,0.0006153284163303583,0.0006897491069784,-7.442069064804175e-05,-0.1647150395957966,-3.7055266965932736,0.003310064189791173,-1.5127749391524092,12,12,0.036706247534300136,True,Down
PSFLIPm,Phosphatidylserine flippase,"Transport, Mitochondrial",0.0015998538824591,0.0017933476781439083,-0.00019349379568480828,-0.16471505516312016,-3.705526696593224,0.003310064189791917,-1.512774939152389,12,12,0.036706247534300136,True,Down
PSDm_hs,Phosphatidylserine decarboxylase,Glycerophospholipid Metabolism,0.0015998538824591,0.0017933476781439083,-0.00019349379568480828,-0.16471505516312016,-3.705526696593224,0.003310064189791917,-1.512774939152389,12,12,0.036706247534300136,True,Down
PE_HStm,Phosphatidylethanolamine scramblase,"Transport, Mitochondrial",-0.0015998538824591,-0.0017933476781439083,0.00019349379568480828,-0.16471507462240012,3.705526696593224,0.003310064189791917,1.512774939152389,12,12,0.036706247534300136,True,Up
SMS,Sphingomyelin synthase (homo sapiens),Sphingolipid Metabolism,0.0004922627330643,0.0005517992855827,-5.953655251840007e-05,-0.1647150332714416,-3.705526696592875,0.003310064189793409,-1.512774939152247,12,12,0.036706247534300136,True,Down
3DSPHR,3 Dehydrosphinganine reductase,Sphingolipid Metabolism,0.0004922627330643,0.0005517992855827,-5.953655251840007e-05,-0.1647150332714416,-3.705526696592875,0.003310064189793409,-1.512774939152247,12,12,0.036706247534300136,True,Down
DSAT,Dihydrosphingosine N-acyltransferase,Sphingolipid Metabolism,0.0004922627330643,0.0005517992855827,-5.953655251840007e-05,-0.1647150332714416,-3.705526696592875,0.003310064189793409,-1.512774939152247,12,12,0.036706247534300136,True,Down
SERPT,Serine C palmitoyltransferase,Sphingolipid Metabolism,0.0004922627330643,0.0005517992855827,-5.953655251840007e-05,-0.1647150332714416,-3.705526696592875,0.003310064189793409,-1.512774939152247,12,12,0.036706247534300136,True,Down
DGK1,Deoxyguanylate kinase (dGMP:ATP),Nucleotides,-0.0006091751321670917,-0.0006828516159085667,7.3676483741475e-05,-0.1647150904452584,3.7055266965903613,0.003310064189808295,1.5127749391512206,12,12,0.036706247534300136,True,Up
CLS_hs,Cardiolipin synthase (homo sapiens),Glycerophospholipid Metabolism,0.00018459852489907498,0.000206924732093375,-2.2326207194300023e-05,-0.16471498056859685,-3.705526696576779,0.003310064189888579,-1.5127749391456755,12,12,0.036706247534300136,True,Down
ADK3,Adentylate kinase (GTP),Nucleotides,-0.27452283808508443,-0.002004536063047455,-0.272518302022037,7.097514063185572,-3.6980122366262926,0.001270400532596609,-1.5097071737171304,12,12,0.018562793664529273,True,Down
O2ter,O2  transport  endoplasmic reticulum,"Transport, Endoplasmic Reticular",0.009966518700539032,0.0111683504366076,-0.0012018317360685676,-0.1642545490461743,-3.689124046433453,0.003407965307582195,-1.506078585265586,12,12,0.03767975886068623,True,Down
MDH,Malate dehydrogenase,Citric Acid Cycle,-0.05341812093239737,0.27102102183664295,-0.3244391427690403,,-3.6687824107298876,0.0027371990239231977,-1.4977741472643669,12,12,0.03668634375229437,True,Down
SUCD1m,Succinate dehydrogenase,Citric Acid Cycle,0.04178992755078393,0.19403060591636845,-0.15224067836558453,-2.215057072221026,-3.6035710671235726,0.0016275344912942834,-1.4711517277182369,12,12,0.023234457910201147,True,Down
EX_trp__L_e,L-Tryptophan exchange,Extracellular exchange,-0.01613936216072589,0.039554162789723145,-0.05569352495044903,,-3.593923132517519,0.001898982579698622,-1.4672129749088083,12,12,0.026801549590746463,True,Down
TRPt4,L-tryptophan transport in via sodium symport,"Transport, Extracellular",0.01613936216072589,-0.039554162789723145,0.05569352495044903,,3.593923132517519,0.001898982579698622,1.4672129749088083,12,12,0.026801549590746463,True,Up
ASPTAm,Aspartate transaminase,Alanine and Aspartate Metabolism,-0.046955556246625785,0.26737467473116855,-0.31433023097779433,,-3.553069373480721,0.0032722673562169003,-1.4505344976230132,12,12,0.036706247534300136,True,Down
ASPGLUm,Aspartate-glutamate mitochondrial shuttle,"Transport, Mitochondrial",0.046220165763778104,-0.26769160293184097,0.3139117686956191,,3.5450819066480883,0.003309348058047006,1.4472736279434542,12,12,0.036706247534300136,True,Up
RETt,Retinol transport via faciliated diffusion,"Transport, Extracellular",-0.011254265207223819,0.02705876841101758,-0.0383130336182414,,-3.507670371128682,0.002164743346535577,-1.4320004325240283,12,12,0.029545178421947108,True,Down
RETI1,Retinol isomerase (11-cis),Vitamin A Metabolism,0.0003241288582526084,-0.007387245812226701,0.007711374670479309,,3.5053152404313304,0.004924016069237794,1.4310389544430158,12,12,0.053961423158764774,False,Up
RAI1,Retinal isomerase (11-cis),Vitamin A Metabolism,-0.0003241288582526084,0.007387245812226701,-0.007711374670479309,,-3.5053152404313304,0.004924016069237794,-1.4310389544430158,12,12,0.053961423158764774,False,Down
LEUTA,Leucine transaminase,"Valine, Leucine, and Isoleucine Metabolism",0.0249596074424783,-0.0619184154609971,0.0868780229034754,,3.491536682053834,0.0050448952613671195,1.425413881540346,12,12,0.05496280626857862,False,Up
4MOPt2im,4-methyl-2-oxopentanoate mitochondrial transport  via proton symport,"Transport, Mitochondrial",0.0249596074424783,-0.0619184154609971,0.0868780229034754,,3.491536682053834,0.0050448952613671195,1.425413881540346,12,12,0.05496280626857862,False,Up
EX_co2_e,CO2 exchange,Extracellular exchange,2.3466230416479736,3.3207291699230717,-0.974106128275098,-0.5009139572537463,-3.4574185035063367,0.00227820901886474,-1.4114851934745898,12,12,0.030867661106509164,True,Down
CO2t,CO2 transporter via diffusion,"Transport, Extracellular",-2.3466230416479736,-3.3207291699230717,0.974106128275098,-0.5009139572898151,3.4574185035063367,0.00227820901886474,1.4114851934745898,12,12,0.030867661106509164,True,Up
ARTPLM2,R group to palmitate conversion,R Group Synthesis,-0.009100224558526633,-0.007078665456854985,-0.0020215591016716486,0.36242475627041754,-3.386222563041348,0.006040646144053463,-1.3824195724917907,12,12,0.06505042639521157,False,Down
CYSTHRNaEx,L-cysteine/L-threonine Na-dependent exchange (Cys-L in),"Transport, Extracellular",-0.0015841683437943334,0.0003065153998827001,-0.0018906837436770336,,-3.3454141095548913,0.006530422799150835,-1.3657595911194709,12,12,0.06952101528467432,False,Down
MMSAD3m,Methylmalonate-semialdehyde dehydrogenase (acylating),Propanoate Metabolism,-0.03600804522955292,0.022054409977752296,-0.058062455207305214,,-3.338803083907161,0.006607362949977991,-1.3630606512005723,12,12,0.06974230694509347,False,Down
BALAtmr,"Beta-alanine transport, mitochondria","Transport, Mitochondrial",-0.03600804522955292,0.022054409977752296,-0.058062455207305214,,-3.338803083907161,0.006607362949977991,-1.3630606512005723,12,12,0.06974230694509347,False,Down
APAT2rm,3-Aminopropanoate:2-oxoglutarate aminotransferase (m),beta-Alanine metabolism,-0.03600804522955292,0.022054409977752296,-0.058062455207305214,,-3.338803083907161,0.006607362949977991,-1.3630606512005723,12,12,0.06974230694509347,False,Down
CHLPCTD,Choline phosphate cytididyltransferase,Glycerophospholipid Metabolism,0.006629248102437133,0.007264084037759383,-0.0006348359353222496,-0.13193564392581258,-3.338584205358859,0.006311694886724512,-1.3629712944074086,12,12,0.06738502907717918,False,Down
CHOLK,Choline kinase,Glycerophospholipid Metabolism,0.006629248102437133,0.007264084037759383,-0.0006348359353222496,-0.13193564392581258,-3.338584205358859,0.006311694886724512,-1.3629712944074086,12,12,0.06738502907717918,False,Down
CEPTC,Choline phosphotransferase,Glycerophospholipid Metabolism,0.006629248102437133,0.007264084037759383,-0.0006348359353222496,-0.13193564392581258,-3.338584205358859,0.006311694886724512,-1.3629712944074086,12,12,0.06738502907717918,False,Down
FUMSO3tm,"Fumarate:sulfite antiport, mitochondrial","Transport, Mitochondrial",0.012505750412429665,-0.0477596621133795,0.060265412525809164,,3.289572968760402,0.007210189072527364,1.3429625408525685,12,12,0.0754639451804409,False,Up
CYTK8,"Cytidylate kinase (CMP,dATP)",Nucleotides,-0.0028905142343342333,0.00028949173743414994,-0.0031800059717683833,,-3.280913782899495,0.005677448061764061,-1.3394274430280446,12,12,0.06131643906705186,False,Down
PMTCOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",0.6264586762400324,0.8137985931347811,-0.18733991689474871,-0.3774524396240656,-3.230321488699871,0.0038503511067538992,-1.3187732254104032,12,12,0.042444994744866946,True,Down
MALSO3tm,"Malate:sulfite antiport, mitochondrial","Transport, Mitochondrial",-0.011980540412244516,0.04742503081779811,-0.05940557123004262,,-3.215286370256111,0.008227777400454052,-1.3126351640088167,12,12,0.08515749609469944,False,Down
PYK,Pyruvate kinase,Glycolysis/Gluconeogenesis,0.8503466890713125,0.9653018296968984,-0.11495514062558587,-0.1829289608913413,-3.1308734332377264,0.007679992912918146,-1.278173726778027,12,12,0.07993199327802517,False,Down
DHCRD1,Dihydroceramide desaturase,Sphingolipid Metabolism,2.957020976686874e-05,-0.00012153832600465831,0.00015110853577152706,,3.129089718058467,0.00862811978005075,1.2774455281054202,12,12,0.08905366842235206,False,Up
RADH3,Retinal dehydrogenase,Vitamin A Metabolism,-0.022584380231011208,-0.09020314891352528,0.06761876868251407,-1.9978524790352337,3.110378761358987,0.007450141165326734,1.269806812019914,12,12,0.07775693552383027,False,Up
EX_o2_e,O2 exchange,Extracellular exchange,-5.821336207770346,-7.135642665767878,1.3143064579975317,-0.2936930287193189,3.101869567810796,0.005531401311134909,1.2663329483006391,12,12,0.060087467304048604,False,Up
O2t,O2 transport  diffusion ,"Transport, Extracellular",5.848348256034698,7.1508122361261925,-1.3024639800914946,-0.2900778988479204,-3.0959606294946087,0.00565222606186222,-1.263920634334599,12,12,0.0612214950770309,False,Down
CITRtm,"Citrulline transport via diffusion, mitochondria","Transport, Mitochondrial",-0.01945468929297607,-0.0006614422718420001,-0.018793247021134073,4.878359090888916,-3.0755315293008114,0.010555165214293658,-1.2555804891047664,12,12,0.10600686142441555,False,Down
ORNt4m,Ornithine mitochondrial transport exchange with citruline,"Transport, Mitochondrial",-0.01945468929297607,-0.0006614422718420001,-0.018793247021134073,4.878359090888916,-3.0755315293008114,0.010555165214293658,-1.2555804891047664,12,12,0.10600686142441555,False,Down
GTHOr,Glutathione oxidoreductase,Glutamate metabolism,0.022643645733244455,0.1613064197600574,-0.13866277402681296,-2.8326256886593675,-3.0674301473453434,0.01000368991062044,-1.2522731137710517,12,12,0.10239477978589022,False,Down
GTHPi,Glutathione peridoxase,Glutathione Metabolism,0.022608909813077543,0.16119873840753995,-0.13858982859446242,-2.8338771143719894,-3.0659665683047677,0.01003264709400362,-1.2516756101297781,12,12,0.10239477978589022,False,Down
P5CR,Pyrroline-5-carboxylate reductase,Urea cycle/amino group metabolism,0.010141067208389734,0.04477349165701311,-0.034632424448623376,-2.1424353358586155,-3.0480870855676465,0.009057140138259246,-1.2443763418679703,12,12,0.09322349214130925,False,Down
PRO1x,Proline oxidase  L proline  NAD ,Arginine and Proline Metabolism,0.010050007546008209,0.04442312701984389,-0.03437311947383568,-2.1441143544752883,-3.042736651831938,0.009131958403997926,-1.242192036442127,12,12,0.09373464741954897,False,Down
SERGLYexR,L-Serine/Glycine reversible exchange,"Transport, Extracellular",0.09705767034641367,-0.04333520376704101,0.1403928741134547,,3.0384153599868977,0.011278476160280696,1.2404278764337942,12,12,0.11266381279679859,False,Up
TMDS,Thymidylate synthase,Nucleotides,0.0012437916137269915,0.0008868647850398,0.0003569268286871915,0.48795868091525296,3.0196123651146975,0.011663790512727585,1.2327515859216174,12,12,0.11620129264818979,False,Up
ORNTArm,L-Ornithine:2-oxo-acid aminotransferase,Urea cycle/amino group metabolism,0.04495934086639355,-0.09331853192555249,0.13827787279194603,,3.000409224672493,0.007084330330550694,1.2249119366645498,12,12,0.0743555346806532,False,Up
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,Arginine and Proline Metabolism,0.04495934086639355,-0.09331853192555249,0.13827787279194603,,3.000409224672493,0.007084330330550694,1.2249119366645498,12,12,0.0743555346806532,False,Up
ACACt2m,Acetoacetate mitochondrial transport via H+ symport,"Transport, Mitochondrial",0.26325433956975364,-0.02838049348357961,0.29163483305333326,,2.933248270914394,0.007712371590221306,1.1974935921068834,12,12,0.08004539427622447,False,Up
ORNDC,Ornithine Decarboxylase,Urea cycle/amino group metabolism,-0.02901348115186293,0.09929586361328628,-0.1283093447651492,,-2.8522709809399815,0.01014054582420652,-1.164434751908433,12,12,0.10239477978589022,False,Down
ABUTD,Aminobutyraldehyde dehydrogenase,beta-Alanine metabolism,-0.02901348115186293,0.09929586361328628,-0.1283093447651492,,-2.8522709809399815,0.01014054582420652,-1.164434751908433,12,12,0.10239477978589022,False,Down
PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),Arginine and Proline Metabolism,-0.02901348115186293,0.09929586361328628,-0.1283093447651492,,-2.8522709809399815,0.01014054582420652,-1.164434751908433,12,12,0.10239477978589022,False,Down
EX_ala__L_e,L-Alanine exchange,Extracellular exchange,0.49820054342443004,0.8723008844448019,-0.3741003410203719,-0.8080992571010416,-2.8399828566258436,0.010086909575719545,-1.1594181461641788,12,12,0.10239477978589022,False,Down
SRTNtu,Serotonin uniport,"Transport, Extracellular",0.004365071563902708,0.11490924139493121,-0.1105441698310285,-4.718345680551824,-2.827343855024497,0.016403921704949347,-1.1542582953672589,12,12,0.15875587603283445,False,Down
ARTFR204,R group artificial flux,R Group Synthesis,0.10019048508616311,0.2610529207773102,-0.16086243569114705,-1.3815967945763723,-2.7996518199513165,0.0122320969241763,-1.1429530693891679,12,12,0.12153811503861571,False,Down
EX_pro__L_e,L-Proline exchange,Extracellular exchange,0.02520341497510088,-0.10342637683976351,0.1286297918148644,,2.7921672012716177,0.011224345946241387,1.139897486608407,12,12,0.11242449730025647,False,Up
EX_mthgxl_e,Methylglyoxal exchange,Extracellular exchange,-0.008039697945962874,0.011827276259995625,-0.0198669742059585,,-2.7534434491714177,0.01479161233616007,-1.1240885810131538,12,12,0.14427630252495396,False,Down
MTHGXLt,Methylglyoxal transport (cytosol to extracellular),"Transport, Extracellular",-0.008039697945962874,0.011827276259995625,-0.0198669742059585,,-2.7534434491714177,0.01479161233616007,-1.1240885810131538,12,12,0.14427630252495396,False,Down
PROtm,L proline transport  mitochondrial,"Transport, Mitochondrial",-0.044463194406243724,0.08183722979133698,-0.1263004241975807,,-2.7503213296986555,0.012351818136796413,-1.1228139810757745,12,12,0.12240126164282829,False,Down
P5CRx,Pyrroline-5-carboxylate reductase(nadh),Urea cycle/amino group metabolism,0.0005538389637157083,0.00021784614380445004,0.00033599281991125826,1.3461565764234,2.7030778952212047,0.015022255508981603,1.1035269297147139,12,12,0.1461434047688393,False,Up
CytOxe,CytOxe  ,,1.0971414543163154,1.5238387978707337,-0.42669734355441835,-0.4739607484488634,-2.7025905680108173,0.014336259717821993,-1.1033279792141768,12,12,0.1405707992331704,False,Down
SOProd,SOProd,,1.0971414543163154,1.5238387978707337,-0.42669734355441835,-0.4739607484488634,-2.7025905680108173,0.014336259717821993,-1.1033279792141768,12,12,0.1405707992331704,False,Down
DURIPP,Deoxyuridine phosphorylase,Nucleotides,-0.0020387609147360835,-0.00253812629830555,0.0004993653835694664,-0.3160712734531908,2.692633473511952,0.016632066237149794,1.099263012407028,12,12,0.1601319865623259,False,Up
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),Nucleotides,0.0020387609147360835,0.00253812629830555,-0.0004993653835694664,-0.31607124560843314,-2.692633473511952,0.016632066237149794,-1.099263012407028,12,12,0.1601319865623259,False,Down
HCO3_NAt,Bicarbonate transport (Na/HCO3 cotransport),"Transport, Extracellular",0.01547321324848828,-0.1158289912634556,0.13130220451194388,,2.691840006250807,0.02096012654334652,1.0989390807541262,12,12,0.19821683121956632,False,Up
ALAR,Alanine racemase,Alanine and Aspartate Metabolism,0.3193037568820358,-0.031072494402609962,0.3503762512846458,,2.690515093772075,0.013896225040926982,1.0983981874996696,12,12,0.1373404098209388,False,Up
EX_ala__D_e,D-Alanine exchange,Extracellular exchange,0.2920613397856104,-0.06292744790350216,0.3549887876891126,,2.6847444731215067,0.014198793411350264,1.0960423414841596,12,12,0.13995953505473832,False,Up
ME2m,Malic enzyme  NADP   mitochondrial,Pyruvate Metabolism,-0.00188605528601625,-8.522738425382268e-05,-0.0018008279017624272,4.467912717830962,-2.676394425233748,0.021546515875663128,-1.0926334487086906,12,12,0.20324637507017929,False,Down
IDHPOXOXb,Iodide:hydrogen-peroxide oxidoreductase,Tyrosine metabolism,0.0004005051858748,-0.00151508943305735,0.00191559461893215,,2.647757758197786,0.01508387884365875,1.0809425783466764,12,12,0.14636076190487632,False,Up
GLUt2m,"Amino acid transporter (glu-L), mitochondrial","Transport, Mitochondrial",0.5997282357033447,0.8622813236664616,-0.26255308796311694,-0.5238497349496178,-2.6317585564704187,0.023055089580375162,-1.0744109315926922,12,12,0.21394069913023733,False,Down
EX_ura_e,Uracil exchange,Extracellular exchange,0.010656346027627118,-0.022140400678244118,0.03279674670587124,,2.5984682044815868,0.0247604119314001,1.0608202023043116,12,12,0.2277957897688809,False,Up
URAt,Uracil transport via facilated diffusion,"Transport, Extracellular",-0.010656346027627118,0.022140400678244118,-0.03279674670587124,,-2.5984682044815868,0.0247604119314001,-1.0608202023043116,12,12,0.2277957897688809,False,Down
CYTK14,"Cytidylate kinase (dCMP,UTP)",Nucleotides,-0.21207110653850494,-0.0037086582167096586,-0.2083624483217953,5.837506985619346,-2.5707130571153063,0.017749427045648216,-1.0494892108404548,12,12,0.1704493947734156,False,Down
ORNt3m,Ornithine mitochondrial transport via proton antiport,"Transport, Mitochondrial",-0.011791115895442275,0.09988241062305636,-0.11167352651849864,,-2.5664728443783225,0.019502089888484918,-1.047758151239378,12,12,0.18489767665265855,False,Down
HDD2COAtx,Hdd2coa intracellular transport,"Transport, Peroxisomal",-0.7556724908995657,-0.8839261956124571,0.12825370471289144,-0.2261648106233312,2.5403371877561987,0.018842082037643048,1.0370883141032454,12,12,0.17909591242922956,False,Up
ARTFR61,R group artificial flux,R Group Synthesis,0.7556724908995657,0.8839261956124571,-0.12825370471289144,-0.22616481056792914,-2.5403371877561987,0.018842082037643048,-1.0370883141032454,12,12,0.17909591242922956,False,Down
RTOT6,R total flux,R Group Synthesis,0.7556724908995657,0.8839261956124571,-0.12825370471289144,-0.22616481056792914,-2.5403371877561987,0.018842082037643048,-1.0370883141032454,12,12,0.17909591242922956,False,Down
ACOAO7p,Acyl CoA oxidase  hexadecanoyl CoA   peroxisomal,Fatty Acid Metabolism,0.7556724908995657,0.8839261956124571,-0.12825370471289144,-0.22616481056792914,-2.5403371877561987,0.018842082037643048,-1.0370883141032454,12,12,0.17909591242922956,False,Down
PROt2r,L proline reversible transport via proton symport,"Transport, Extracellular",-0.0821222340969228,0.13241156222697983,-0.21453379632390263,,-2.5229082995093752,0.022106568934223077,-1.0299730002717942,12,12,0.2069574770073246,False,Down
PDHm,Pyruvate dehydrogenase,Glycolysis/Gluconeogenesis,0.4980412251688125,0.7371225827674407,-0.2390813575986282,-0.5656393922003818,-2.4954477777520476,0.02308216882725588,-1.0187622892091195,12,12,0.21394069913023733,False,Down
PYRt2m,Pyruvate mitochondrial transport via proton symport,"Transport, Mitochondrial",0.49943802320168634,0.737653894963108,-0.23821587176142162,-0.5626384060104769,-2.486111971367165,0.023528937913417078,-1.0149509622123896,12,12,0.21754050289179164,False,Down
MTHFD2m,"Methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial",Folate Metabolism,-0.3480332888589875,-0.6552663647313465,0.307233075872359,-0.9128561750264663,2.4832003277672148,0.02186713264524937,1.0137622886902697,12,12,0.20523157742115655,False,Up
MTHFDm,Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial,Folate Metabolism,0.3480332888589875,0.6552663647313465,-0.307233075872359,-0.912856174637749,-2.4832003277672148,0.02186713264524937,-1.0137622886902697,12,12,0.20523157742115655,False,Down
DNDPt31m,DCDP transport via ATP antiport,"Transport, Mitochondrial",0.00025711654272361664,0.0005351595798503,-0.0002780430371266834,-1.0575464277483453,-2.4658522194350776,0.03135143280918827,-1.0066799531208928,12,12,0.28216289528269445,False,Down
EX_i_e,Iodide exchange,Extracellular exchange,-0.0007988393767392001,0.0027591311728692833,-0.0035579705496084834,,-2.4591943175181448,0.022726351346355093,-1.003961876045229,12,12,0.2116959627912977,False,Down
THYPX,Thyroid peroxidase,Tyrosine metabolism,0.0007988393767392001,-0.0027591311728692833,0.0035579705496084834,,2.4591943175181448,0.022726351346355093,1.003961876045229,12,12,0.2116959627912977,False,Up
NAt,Sodium transport (uniport),"Transport, Extracellular",0.02238651006658851,-0.24715371198265365,0.26954022204924216,,2.456137129761685,0.02660597760200312,1.002713784370027,12,12,0.24238110646714822,False,Up
BTNt2i,Biotin uptake,"Transport, Extracellular",-0.0569267350900051,-0.15206064309185824,0.09513390800185315,-1.4174685346455165,2.4453931932951543,0.025292020636271596,0.9983275906747135,12,12,0.2309756590459509,False,Up
BTNt4i,Biotin uptake (antiport),"Transport, Extracellular",0.0569267350900051,0.15206064309185824,-0.09513390800185315,-1.4174685314744397,-2.4453931932951543,0.025292020636271596,-0.9983275906747135,12,12,0.2309756590459509,False,Down
CYOOm2,"Cytochromecoxidase,mitochondrialComplexIV",,0.11628849467149356,0.032160609690425855,0.08412788498106771,1.8543417015103774,2.4105201067051714,0.025110361824609954,0.9840907126911548,12,12,0.23044632551353866,False,Up
DNDPt13m,DADP transport via ATP antiport,"Transport, Mitochondrial",0.00026503194756275004,0.001096003532522175,-0.0008309715849594249,-2.048013854470871,-2.406993662542424,0.030344167412098454,-0.982651047890297,12,12,0.2737587597517647,False,Down
GLCt2,D-glucose transport in via proton symport,"Transport, Extracellular",-0.03176637181740998,0.4551808682887784,-0.4869472401061884,,-2.3975321390574904,0.035176164095352486,-0.9787883971023892,12,12,0.31430788349948047,False,Down
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),Folate Metabolism,0.29662660232270427,0.02190297734201828,0.274723624980686,3.759449084077708,2.358523426629966,0.029147729599562657,0.9628631569406558,12,12,0.2642443807493199,False,Up
GLYt4,Glycine transport via sodium symport,"Transport, Extracellular",-0.0006506541247660834,-0.028098726346892214,0.02744807222212613,-5.4324703059381445,2.35178312643935,0.038349456874158964,0.9601114409106236,12,12,0.341778690831927,False,Up
NCKt,Na+/Ca2+-K+ exchange,"Transport, Extracellular",-0.029960336790178416,0.04364475893091394,-0.07360509572109236,,-2.339492048524974,0.029123473237234486,-0.9550936293641216,12,12,0.2642443807493199,False,Down
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD ,Folate Metabolism,-0.3185004649177454,-0.03314091454577839,-0.28535955037196703,3.2646101619379593,-2.3371204262263605,0.029897285102499973,-0.9541254186150866,12,12,0.27038175799008474,False,Down
RTOT1,R total flux,R Group Synthesis,0.23306084049136866,0.39119289752079883,-0.15813205702943017,-0.7471735574446222,-2.3166753668156645,0.03501599547798916,-0.9457787580622378,12,12,0.313628844112951,False,Down
DURAD,Dihydrouracil dehydrogenase (NADP),Pyrimidine Catabolism,0.027034309640597682,-0.017019960909913597,0.04405427055051128,,2.3128317634563125,0.04109331983826392,0.9442096135615611,12,12,0.36111723989946076,False,Up
DHPM1,"Dihydropyrimidinase (5,6-dihydrouracil)",Pyrimidine Catabolism,-0.027034309640597682,0.017019960909913597,-0.04405427055051128,,-2.3128317634563125,0.04109331983826392,-0.9442096135615611,12,12,0.36111723989946076,False,Down
UPPN,B-ureidopropionase,Pyrimidine Catabolism,-0.027034309640597682,0.017019960909913597,-0.04405427055051128,,-2.3128317634563125,0.04109331983826392,-0.9442096135615611,12,12,0.36111723989946076,False,Down
FUM,Fumarase,Citric Acid Cycle,-0.19151194586325174,0.0309430834524942,-0.22245502931574593,,-2.2933372623737176,0.041283743879426814,-0.936251016821146,12,12,0.36193701104645715,False,Down
C3STDH1r,C-3 sterol dehydrogenase (4-methylzymosterol),Cholesterol Metabolism,0.0009875102202552752,0.0012126536413052667,-0.00022514342104999144,-0.29629993437812857,-2.270875086130296,0.0441555286706782,-0.927080871769671,12,12,0.3862053986548051,False,Down
IDHPOXOX2b,Iodide:hydrogen-peroxide oxidoreductase 2,Tyrosine metabolism,0.00039833419086438346,-0.00124404173981195,0.0016423759306763335,,2.2705904282563387,0.03386258241380154,0.9269646606792608,12,12,0.304028872467047,False,Up
ARTFR13,R group artificial flux,R Group Synthesis,0.2222717915640148,0.357839375916618,-0.13556758435260322,-0.6869872790502228,-2.2341578953295556,0.03852577835464556,-0.9120911413946333,12,12,0.341778690831927,False,Down
FACOAL140,Fatty acid  CoA ligase  tetradecanoate ,Fatty acid activation,0.2222717915640148,0.357839375916618,-0.13556758435260322,-0.6869872790502228,-2.2341578953295556,0.03852577835464556,-0.9120911413946333,12,12,0.341778690831927,False,Down
