ReactionID,ReactionName,Subsystem,KD_mean,WD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,KD_n,WD_n,q_value,Significant,Direction
MI14PP,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase",Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NTD2e,"5'-nucleotidase (UMP), extracellular",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NTD2l,"5'-nucleotidase (UMP), lysosome",Nucleic acid degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NTD2m,"5'-nucleotidase (UMP), mitochondrial",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NTD3l,"5'-nucleotidase (dCMP), lysosomal",Nucleic acid degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NTD4,5'-nucleotidase (CMP),Pyrimidine Catabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ORETNtn2,"13-cis-4-oxo-retinoic acid transport, Nuclear","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NTD4e,"5'-nucleotidase (CMP), extracellular",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NTD4l,"5'-nucleotidase (CMP), lysosome",Nucleic acid degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI14P4P,"Inositol-1,4-bisphosphate 4-phosphatase",Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST6GALNAC23,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK4n,"Nucleoside-diphosphate kinase (ATP:dTDP), nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TCHOLAte,Bile acid intracellular transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NADPNe,"NADP nucleosidase,extracellular",NAD Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TCHOLAt3,ABC bile acid transporter,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NADS2,Nicotinate-mononucleotide adenylyltransferase,NAD Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TCHOLAt2,Taurocholate transport via sodium cotransport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK5n,"Nucleoside-diphosphate kinase (ATP:dGDP), nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NADtn,NAD transport  nuclear through pores,"Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI1345PKn,Inositol 1 3 4 5 triphosphate 6 kinase  nucleus,Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NMNATn,Nicotinamide-nucleotide adenylyltransferase,NAD Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NAGA2ly,"N-acetylgalactosaminidase, alpha-",Keratan sulfate degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TAXOLte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK6m,"ATP:dUDP phosphotransferase, mitochondria",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NAGAlby,"N-acetylgalactosaminidase, beta-",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI1345PP,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase",Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NAGAly,"N-acetylgalactosaminidase, alpha-",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
STRDNCCRNt,Transport into the mitochondria (carnitine),Carnitine shuttle,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NAGLCAly,"N-acetylglucosaminidase, lysosomal",Keratan sulfate degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NADtpu,"NAD transporter, peroxisome","Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TETHEX3t,Fatty acid transport via diffusion,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TETHEX3COAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TDPm,"Thiamin pyrophosphatase, mitochondrial",Thiamine Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TDPGDH,"DTDPglucose 4,6-dehydratase",Nucleotide Sugar Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK2m,"ATP:UDP phosphotransferase, mitochondria",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK2n,"Nucleoside-diphosphate kinase (ATP:UDP), nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TDPDRR,DTDP-4-dehydrorhamnose reductase,Nucleotide Sugar Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK3m,"ATP:CDP phosphotransferase, mitochondria",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase",Nucleotide Sugar Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TCHOLAtx,Bile acid intracellular transport,"Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SUCCtp,"Succinate transporter, peroxisome","Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TDCHOLAtx,Bile acid intracellular transport,"Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TDCHOLAte,Bile acid intracellular transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NADNe,"NAD nucleosidase,extracellular",NAD Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NADPN,NADP nucleosidase,NAD Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK3n,"Nucleoside-diphosphate kinase (ATP:CDP),nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TCYNTtm,Thiocyanate transport via diffusion (mitochondrial),"Transport, Mitochondrial",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TCYNTt,Thiocyanate transport via diffusion (cytosol to extracellular),"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TDP,Thiamin pyrophosphatase,Thiamine Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA52g,"Beta-galactoside alpha-2,3-sialyltransferase",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA51g,"Beta-galactoside alpha-2,3-sialyltransferase",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA12,"Beta-galactoside alpha-2,3-sialyltransferase",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA11,"Beta-galactoside alpha-2,3-sialyltransferase",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI1346Ptn,"1D-myo-Inositol 1,3,4,6-tetrakisphosphate nuclear transport (diffusion)","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
T4HCINNMFM,4 hydroxycinnamate formation,Ubiquinone Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI134P4P,"Inositol-1,3,4-trisphosphate 4-phosphatase",Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NICRNS,Nicotinate D-ribonucleotide synthase (ATP),NAD Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDP10ex,"Nucleoside-diphosphatase (IDP), extracellular",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK6n,"Nucleoside-diphosphate kinase (ATP:dUDP), nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDP3ex,"Nucleoside-diphosphatase (GDP), extracellular",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NICRNTtn,"NICRNT transport, nuclear trhough pore","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NIFEDIPINEte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDP6,Nucleoside-diphosphatase (dCDP),Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI134PP,"D-myo-Inositol 1,3,4-trisphosphate 1-phosphohydrolase",Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDP7er,"Nucleoside-diphosphatase (UDP), endoplasmic reticulum",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDP7ex,"Nucleoside-diphosphatase (UDP), extracellular",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
T2M26DCOAHLx,"Trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)",Limonene and pinene degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NMNATm,Nicotinamide nucleotide adenylyltransferase  mitochondrial,NAD Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI134PK,"ATP:1D-myo-inositol-1,3,4-trisphosphate 6-phosphotransferase",Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
STRDNCCPT2,Carnitine transferase,Carnitine shuttle,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK7n,"Nucleoside-diphosphate kinase (ATP:dCDP), nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
STRDNCCPT1,Carnitine O-palmitoyltransferase,Carnitine shuttle,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TAURtcx,Taurine transport (sodium symport) (cytosol to peroxisome),Taurine and hypotaurine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA56g,"Alpha-2,8-sialyltransferase 8E",Blood Group Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MI1346PKn,"Inositol-1,3,4,6-tetrakisphosphate 5-kinase, nucleus",Inositol Phosphate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA55g,"Beta-galactoside alpha-2,3-sialyltransferase",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK8n,"Nucleoside-diphosphate kinase (ATP:dADP), nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA54g,"Beta-galactoside alpha-2,3-sialyltransferase",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
T4HCINNOX,4-Coumarate:oxygen oxidoreductase,"Stilbene, coumarine and lignin biosynthesis",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST8SIA53g,"Beta-galactoside alpha-2,3-sialyltransferase",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TAGt,Triacylglycerol Transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
TAGAT_Dt,D-tagatose uptake via diffusion,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NAtx,Sodium transport via diffusion (perioxisome),"Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK9,Nucleoside diphosphate kinase  ATPIDP ,Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK9m,"ATP:IDP phosphotransferase, mitochondria",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NDPK9n,"Nucleoside-diphosphate kinase (ATP:IDP), nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NH4tn,Ammonia nuclear transport,"Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NBAHH_ir,Nalpha-(beta-alanyl)-L-histidine hydrolase IR,beta-Alanine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NCAMUP,Nicotinamide acid uptake,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
NAt3_1,Sodium proton antiporter  HNA is 11 ,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SGPL12r,Sphingosine-1-phosphate lyase,Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
RBK_Dr,D-ribulokinase (D-ribulose),Pentose and Glucuronate Interconversions,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P450SCC1m,Cholesterol monooxygenase,Cholesterol Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM5bg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SGPL11r,Sphingosine-1-phosphate lyase 1,Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ONPTHLte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
OPAH,5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir),Glutathione Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM5cg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SGALSIDEtl,Sgalside hs intracellular transport,"Transport, Lysosomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ST3GAL21g,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PA_HStn,"Phosphatidate transport, nuclear","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCFLOPm,Phosphatidylcholine flippase,"Transport, Mitochondrial",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PACCOAL,Phenylacetate-CoA ligase,Phenylalanine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM6B1bg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAFH,Platelet-activating factor acetylhydrolase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAFHe,Platelet-activating factor acetylhydrolase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAFS,Alkyl glycerol phosphocholine acetyl transferase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAFt,"1-Alkyl 2-Acteylglycerol 3-Phosphocholine Transport, Vescicular","Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SGALSIDEtg,Sgalside hs intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM6B1ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
OCTAt,Octanoate transport via diffusion,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
ODECOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SIAT4Bg,"Beta-galactoside alpha-2,3-sialyltransferase, Golgi apparatus",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SIAASEly,"Sialidase, lysosomal",N-Glycan Degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4504F123r,Cytochrome p450 4F12/4F2,CYP Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4504F81r,Cytochrome p450 4F8,Eicosanoid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4507A1r,"Cytochrome P450, family 7, subfamily A, polypeptide 1",Bile Acid Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4507B11r,Oxysterol 7alpha-hydroxylase,Bile Acid Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4507B12r,Oxysterol 7alpha-hydroxylase,Bile Acid Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P450LTB4r,Cytochrome p450 leukotriene B4,Eicosanoid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM5ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SIAASE4ly,"Sialidase, lysosomal",Keratan sulfate degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
OMEPRAZOLEte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SIAASE3ly,"Sialidase, lysosomal",Keratan sulfate degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SIAASE2ly,"Sialidase, lysosomal",Keratan sulfate degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SIAASE,SIAASE,N-Glycan Degradation,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
OMPDC,Orotidine-5'-phosphate decarboxylase,Pyrimidine Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4508B11r,Sterol 12-alpha-hydroxylase,Bile Acid Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4508B13r,Sterol 12-alpha-hydroxylase (nadh),Bile Acid Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
OIVD3m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial","Valine, Leucine, and Isoleucine Metabolism",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAPStg,3'-Phosphoadenylyl sufate Golgi transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM6B2g,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAPtg,"Adenosine 3',5'-bisphosphate Golgi transport","Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCLYSOX,"Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase",Lysine Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PA_HSter,Phosphatidate scramblase,"Transport, Endoplasmic Reticular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM6ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PA_HStg,Phosphatidate scramblase,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCRNtc,Transport into the cytosol from peroxisome (carnitine),Carnitine shuttle,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHK21c,Sphingosine kinase,Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPMS,Spermidine synthase,Urea cycle/amino group metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCRNtm,Transport into the mitochondria from cytosol (carnitine),Carnitine shuttle,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHINGStr,Sphingosine intracellular transport,"Transport, Endoplasmic Reticular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM7Ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCt,Phosphatidylcholine transporter,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PDE1g,"3',5'-cyclic-nucleotide phosphodiesterase,Golgi",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PHACCOAGLNAC,Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase,Phenylalanine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHINGStl,Sphingosine intracellular transport,"Transport, Lysosomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM7B1g,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
MM6bg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",N-Glycan Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SFGTHi,S-Formylglutathione hydralase,Tyrosine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
RAtn3,"13-cis-retinoic acid transport, nuclear","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAIL45P_HStn,"Phosphatidylinositol 4,5-bisphosphate nuclear transport (diffusion)","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCHOLP_hs,Choline phosphatase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPMDOX,Spermidine:(acceptor) oxidoreductase,beta-Alanine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHS1Ptr,Sphingosine-1-phosphate transport,"Transport, Endoplasmic Reticular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
RAtn,"Retinoate transport, nuclear","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHS1Pte,Sphingosine-1-phosphate transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHMYLNtl,Sphingomyelin intracellular transport,"Transport, Lysosomal",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SERLYSNaex,Serine/Lysine Na-dependent exchange (Ser in),"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCHOLPm_hs,Choline phosphatase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCHOLPr_hs,Choline phosphatase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCHOL_HSter,Phosphatidylcholine scramblase,"Transport, Endoplasmic Reticular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHMYLNtg,Sphingomyelin intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SPHMDAc,Sphingomyelin deacylase,Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCHOL_HStg,Phosphatidylcholine scramblase,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAIL4P_HStn,Phosphatidylinositol 4-phosphate nuclear transport (diffusion),"Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAIL_HStn,Phosphatidylinositol nuclear transport (diffusion),"Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PAN4PP,Phosphatase (pan4p),CoA Catabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
PCHOLPg_hs,Choline phosphatase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SMPD4,Sphingomyelinase,Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SMPD3l,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
RBTt,Ribitol transport via passive diffusion,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SMPD3g,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
P4501B1r,Cytochrome P450 1B1,Steroid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SRTNMTX,S-Adenosyl-L-methionine:amine N-methyltransferase (srtn),Tryptophan metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SRTNACT,Acetyl-CoA:aralkylamine N-acetyltransferase,Tryptophan metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
O16G1e,"Oligo-1,6-glucosidase (glygn4 -> glygn5), extracellular",Starch and Sucrose Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SLDxm,"L-sulfolactate dehydrogenase (NAD+), mitochondrial",Cysteine Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
SIAT9g,"Lactosylceramide alpha-2,3-sialyltransferase, Golgi apparatus",Sphingolipid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,12,1.0,False,Down
