Contrast,Distance
HFD_vs_SCD,11.502927920898417
KD_vs_SCD,15.246768843305762
WD_vs_SCD,7.690389801417516
HFD_vs_KD,4.677172261040014
HFD_vs_WD,7.0979961920713714
KD_vs_WD,11.772484856061828
