ReactionID,ReactionName,Subsystem,HFD_mean,SCD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,HFD_n,SCD_n,q_value,Significant,Direction,Rank,Rank_normalized,RankProduct,RP_pvalue
DNDPt11m,DADP transport via dGDP antiport,"Transport, Mitochondrial",0.00011481194563911884,2.0994967971983003e-05,9.381697766713584e-05,2.4511516479309017,2.1860643638346438,0.0333192169251963,0.5004596779862863,38,37,0.6238562927803086,False,Up,199.0,0.05340848094471283,0.05340848094471283,0.0333192169251963
TYRDOPO,Tyrosine:dopa oxidase,Tyrosine metabolism,0.03906260980463017,-0.009598855433846738,0.04866146523847691,,2.153260317940164,0.034755013533489525,0.49570566545531813,38,37,0.6474859021289099,False,Up,200.0,0.05367686527106817,0.05367686527106817,0.034755013533489525
SERDGLYexR,D-Serine/Glycine reversible exchange,"Transport, Extracellular",-0.0006598685032280053,0.00196572017576193,-0.0026255886789899353,,-2.110968262624072,0.04126620622729191,-0.49366743192622337,38,37,0.718494786929391,False,Down,213.0,0.0571658615136876,0.0571658615136876,0.04126620622729191
SERDGLNexR,D-Serine/Glutamine reversible exchange,"Transport, Extracellular",0.0006598685032280053,-0.00196572017576193,0.0026255886789899353,,2.110968262624072,0.04126620622729191,0.49366743192622337,38,37,0.718494786929391,False,Up,213.0,0.0571658615136876,0.0571658615136876,0.04126620622729191
ALAtN1,"Alanine transport (Na, H coupled)","Transport, Extracellular",0.03862404349372677,-0.06047966713634449,0.09910371063007126,,2.107662246587354,0.040668295227903016,0.49188405518729356,38,37,0.7147644717885219,False,Up,212.0,0.05689747718733226,0.05689747718733226,0.040668295227903016
DASCBR,Dehydroascorbate reductase,Ascorbate and Aldarate Metabolism,0.027219633138582725,-0.042293021318443084,0.06951265445702581,,2.140057678147189,0.03725367680874571,0.4896225756112055,38,37,0.6905830835292861,False,Up,201.0,0.05394524959742351,0.05394524959742351,0.03725367680874571
PIt9,Phosphate transport in/out via two Na+ symporter,"Transport, Extracellular",0.015540597305481246,0.009241044682925031,0.006299552622556215,0.7499140887440924,2.1051451354776685,0.038720315840566906,0.48607959740463286,38,37,0.7029430488011378,False,Up,202.0,0.05421363392377885,0.05421363392377885,0.038720315840566906
AASAD3,L-aminoadipate-semialdehyde dehydrogenase (NADH),Lysine Metabolism,0.6222315747459184,0.687288712120673,-0.0650571373747546,-0.14346465965585853,-2.096103151142907,0.0396183682899192,-0.48296367306896876,38,37,0.7029430488011378,False,Down,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
1PPDCRp,"Delta1-piperideine-2-carboxylate reductase, perixosomal",Lysine Metabolism,0.6222315747459184,0.687288712120673,-0.0650571373747546,-0.14346465965585853,-2.096103151142907,0.0396183682899192,-0.48296367306896876,38,37,0.7029430488011378,False,Down,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
LPCOXp,"L-pipecolate oxidase, peroxisomal",Lysine Metabolism,0.6222315747459184,0.687288712120673,-0.0650571373747546,-0.14346465965585853,-2.096103151142907,0.0396183682899192,-0.48296367306896876,38,37,0.7029430488011378,False,Down,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
LYSOXp,"L-lysine oxidase, peroxisomal",Lysine Metabolism,0.6222315747459184,0.687288712120673,-0.0650571373747546,-0.14346465965585853,-2.096103151142907,0.0396183682899192,-0.48296367306896876,38,37,0.7029430488011378,False,Down,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
PPD2CSPp,PPD2CSPp,Lysine Metabolism,0.6222315747459184,0.687288712120673,-0.0650571373747546,-0.14346465965585853,-2.096103151142907,0.0396183682899192,-0.48296367306896876,38,37,0.7029430488011378,False,Down,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
AADSACYCL,AAPSAS,Lysine Metabolism,0.6222315747459184,0.687288712120673,-0.0650571373747546,-0.14346465965585853,-2.096103151142907,0.0396183682899192,-0.48296367306896876,38,37,0.7029430488011378,False,Down,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
THP2Ctp,"2,3,4,5-Tetrahydropyridine-2-carboxylate transport, peroxisomal","Transport, Peroxisomal",-0.6222315747459184,-0.687288712120673,0.0650571373747546,-0.14346465969975292,2.096103151142907,0.0396183682899192,0.48296367306896876,38,37,0.7029430488011378,False,Up,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
LYStip,"L-lysine transport, peroxisomal (irreversible)","Transport, Peroxisomal",0.6222315747459184,0.687288712120673,-0.0650571373747546,-0.14346465965585853,-2.096103151142907,0.0396183682899192,-0.48296367306896876,38,37,0.7029430488011378,False,Down,203.0,0.05448201825013419,0.05448201825013419,0.0396183682899192
AATA,2 aminoadipate transaminase,Lysine Metabolism,-0.6223096287167191,-0.6871979230283208,0.0648882943116017,-0.1430931075666938,2.0879537530722945,0.04037239068965137,0.4810740597555258,38,37,0.7129266716096729,False,Up,211.0,0.05662909286097692,0.05662909286097692,0.04037239068965137
NRPPHRt4_2_r,NRPPHRt4 LPAREN 2 RPAREN r,"Transport, Extracellular",0.03927989386082401,-0.05753847032452427,0.09681836418534828,,2.038210106936023,0.04698329050988359,0.4751351385489665,38,37,0.7815166983920816,False,Up,224.0,0.06011808910359635,0.06011808910359635,0.04698329050988359
DOPABMO,Dopamine beta-monooxygenase,Tyrosine metabolism,0.04001318022777655,-0.0339100675280978,0.07392324775587435,,2.0740249457362547,0.043168370400240054,0.47461826952970015,38,37,0.744654389404141,False,Up,215.0,0.05770263016639828,0.05770263016639828,0.043168370400240054
EX_nrpphr_e,Norepinephrine exchange,Extracellular exchange,0.04001318022777655,-0.0339100675280978,0.07392324775587435,,2.0740249457362547,0.043168370400240054,0.47461826952970015,38,37,0.744654389404141,False,Up,215.0,0.05770263016639828,0.05770263016639828,0.043168370400240054
ABUTt4_2_r,ABUTt4 LPAREN 2 RPAREN r,"Transport, Extracellular",-0.12989854539142506,-0.01613707587482557,-0.11376146951659949,3.008934200065546,-2.04102841368168,0.045235217493460766,-0.4692064592404194,38,37,0.7767116146573033,False,Down,217.0,0.058239398819108966,0.058239398819108966,0.045235217493460766
HCO3_NAt,Bicarbonate transport (Na/HCO3 cotransport),"Transport, Extracellular",-0.08948728862831232,0.028997189927099477,-0.11848447855541179,,-2.0162314340428167,0.04797678068148172,-0.4678752713623517,38,37,0.7944954880853373,False,Down,225.0,0.06038647342995169,0.06038647342995169,0.04797678068148172
EX_thr__L_e,L-Threonine exchange,Extracellular exchange,-0.7095177668390339,-0.8620614791291557,0.15254371229012176,-0.28095194998171463,2.023000832189534,0.04678265647754354,0.46777558809146,38,37,0.7815166983920816,False,Up,222.0,0.05958132045088567,0.05958132045088567,0.04678265647754354
DHCR241r,24-dehydrocholesterol reductase [Precursor],Cholesterol Metabolism,0.0003290238387831025,0.0004937819291929758,-0.0001647580904098733,-0.5856817777979885,-2.0241691685358076,0.046632691169097275,-0.46686608132391505,38,37,0.7815166983920816,False,Down,218.0,0.05850778314546431,0.05850778314546431,0.046632691169097275
DHCR72r,7-dehydrocholesterol reductase,Cholesterol Metabolism,0.0003290238387831025,0.0004937819291929758,-0.0001647580904098733,-0.5856817777979885,-2.0241691685358076,0.046632691169097275,-0.46686608132391505,38,37,0.7815166983920816,False,Down,218.0,0.05850778314546431,0.05850778314546431,0.046632691169097275
LSTO2r,Lathosterol oxidase,Cholesterol Metabolism,0.0003290238387831025,0.0004937819291929758,-0.0001647580904098733,-0.5856817777979885,-2.0241691685358076,0.046632691169097275,-0.46686608132391505,38,37,0.7815166983920816,False,Down,218.0,0.05850778314546431,0.05850778314546431,0.046632691169097275
EBP2r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol Metabolism,0.0003290238387831025,0.0004937819291929758,-0.0001647580904098733,-0.5856817777979885,-2.0241691685358076,0.046632691169097275,-0.46686608132391505,38,37,0.7815166983920816,False,Down,218.0,0.05850778314546431,0.05850778314546431,0.046632691169097275
DESAT18_5,Stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA),Fatty acid elongation,0.2502813268494224,0.14357531964711118,0.10670600720231121,0.8017428834378212,2.023106703466267,0.04681362362970359,0.4661102793112226,38,37,0.7815166983920816,False,Up,223.0,0.05984970477724101,0.05984970477724101,0.04681362362970359
GLDBRAN,Glycogen debranching enzyme,Starch and Sucrose Metabolism,0.03679563496901968,0.03864410099004576,-0.0018484660210260836,-0.07071357292178931,-2.0032614038606353,0.04997089188822383,-0.4659447380891483,38,37,0.8025497550669051,False,Down,227.0,0.06092324208266237,0.06092324208266237,0.04997089188822383
GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2)",Starch and Sucrose Metabolism,0.03679563496901968,0.03864410099004576,-0.0018484660210260836,-0.07071357292178931,-2.0032614038606353,0.04997089188822383,-0.4659447380891483,38,37,0.8025497550669051,False,Down,227.0,0.06092324208266237,0.06092324208266237,0.04997089188822383
GLPASE1,Glycogen phosphorylase (glygn2 -> dxtrn),Starch and Sucrose Metabolism,0.03679563496901968,0.03864410099004576,-0.0018484660210260836,-0.07071357292178931,-2.0032614038606353,0.04997089188822383,-0.4659447380891483,38,37,0.8025497550669051,False,Down,227.0,0.06092324208266237,0.06092324208266237,0.04997089188822383
GGNG,Glycogenin self-glucosylation,Starch and Sucrose Metabolism,0.03679563496901968,0.03864410099004576,-0.0018484660210260836,-0.07071357292178931,-2.0032614038606353,0.04997089188822383,-0.4659447380891483,38,37,0.8025497550669051,False,Down,227.0,0.06092324208266237,0.06092324208266237,0.04997089188822383
GLGNS1,Glycogen synthase (ggn -> glygn1),Starch and Sucrose Metabolism,0.03679563496901968,0.03864410099004576,-0.0018484660210260836,-0.07071357292178931,-2.0032614038606353,0.04997089188822383,-0.4659447380891483,38,37,0.8025497550669051,False,Down,227.0,0.06092324208266237,0.06092324208266237,0.04997089188822383
GLPASE2,Glycogen phosphorylase (amyls -> glc-D),Starch and Sucrose Metabolism,0.03679563496901968,0.03864410099004576,-0.0018484660210260836,-0.07071357292178931,-2.0032614038606353,0.04997089188822383,-0.4659447380891483,38,37,0.8025497550669051,False,Down,227.0,0.06092324208266237,0.06092324208266237,0.04997089188822383
RDH3a,"Retinol dehydrogenase (11-cis,NADPH)",Vitamin A Metabolism,0.03799833076502981,-0.005910741386772598,0.043909072151802404,,2.030558006303513,0.04832987229534459,0.4637916698481678,38,37,0.7968013458958139,False,Up,226.0,0.06065485775630703,0.06065485775630703,0.04832987229534459
ADPT,Adenine phosphoribosyltransferase,Salvage Pathway,0.00011678663872492621,0.00024895086730448377,-0.00013216422857955756,-1.0919851572824777,-1.9771089607463628,0.05424689992030828,-0.46148534520750245,38,37,0.8637775602695242,False,Down,234.0,0.06280193236714976,0.06280193236714976,0.05424689992030828
EX_h2o_e,H2O exchange,Extracellular exchange,0.022114487327781464,-0.20198579491596935,0.2241002822437508,,1.9620114071695993,0.053593385952915976,0.45254545664574874,38,37,0.857034146182682,False,Up,233.0,0.06253354804079442,0.06253354804079442,0.053593385952915976
SPODMe,"Superoxide dismutase, extracellular",ROS Detoxification,0.019370115992917214,0.09073470685318047,-0.07136459086026326,-2.2278219013085847,-1.9152389696483538,0.06329131784948387,-0.448254836519653,38,37,0.9516789355446384,False,Down,247.0,0.06629092860976919,0.06629092860976919,0.06329131784948387
G6PDA,Glucosamine-6-phosphate deaminase,Aminosugar Metabolism,0.09484954927203056,0.018942724894006113,0.07590682437802444,2.323997035703419,1.9590739435153295,0.05567101689093695,0.44824051379109964,38,37,0.8744435047871636,False,Up,235.0,0.0630703166935051,0.0630703166935051,0.05567101689093695
GF6PTA,Glutamine-fructose-6-phosphate transaminase,Aminosugar Metabolism,0.09484954927203056,0.018942724894006113,0.07590682437802444,2.323997035703419,1.9590739435153295,0.05567101689093695,0.44824051379109964,38,37,0.8744435047871636,False,Up,235.0,0.0630703166935051,0.0630703166935051,0.05567101689093695
2OXOADPTm,2-oxoadipate shuttle (cytosol/mitochondria),Tryptophan metabolism,0.6275944101958397,0.6879241711677914,-0.06032976097195164,-0.13241704490655912,-1.9376344377631893,0.05663648389921737,-0.44638695133599526,38,37,0.8744435047871636,False,Down,237.0,0.06360708534621579,0.06360708534621579,0.05663648389921737
GLUTCOADHm,Glutaryl-CoA dehydrogenase (mitochondria),Tryptophan metabolism,0.6275944101958397,0.6879241711677914,-0.06032976097195164,-0.13241704490655912,-1.9376344377631893,0.05663648389921737,-0.44638695133599526,38,37,0.8744435047871636,False,Down,237.0,0.06360708534621579,0.06360708534621579,0.05663648389921737
HACD1m,"3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria",Tryptophan metabolism,-0.6275944101958397,-0.6879241711677914,0.06032976097195164,-0.13241704494687875,1.9376344377631893,0.05663648389921737,0.44638695133599526,38,37,0.8744435047871636,False,Up,237.0,0.06360708534621579,0.06360708534621579,0.05663648389921737
2OXOADOXm,2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) (mitochondria),Lysine Metabolism,0.6275944101958397,0.6879241711677914,-0.06032976097195164,-0.13241704490655912,-1.9376344377631893,0.05663648389921737,-0.44638695133599526,38,37,0.8744435047871636,False,Down,237.0,0.06360708534621579,0.06360708534621579,0.05663648389921737
ECOAH1m,"3-Hydroxybutanoyl-CoA hydro-lyase, mitochondria",Tryptophan metabolism,-0.6275944101958397,-0.6879241711677914,0.06032976097195164,-0.13241704494687875,1.9376344377631893,0.05663648389921737,0.44638695133599526,38,37,0.8744435047871636,False,Up,237.0,0.06360708534621579,0.06360708534621579,0.05663648389921737
LYSt5r,LYStiDF,"Transport, Extracellular",0.6846900752108706,0.746018232725591,-0.06132815751472043,-0.12375979015628633,-1.9361415469578622,0.056794237294281694,-0.446189760558929,38,37,0.8744435047871636,False,Down,242.0,0.06494900697799248,0.06494900697799248,0.056794237294281694
HCO3_CLt,Bicarbonate transport (Cl-/HCO3- exchange),"Transport, Extracellular",-0.10469124969048858,-0.0408834167016874,-0.06380783298880119,1.356553190964137,-1.923009284798254,0.05845028461474577,-0.44317428749886795,38,37,0.8962376974261018,False,Down,243.0,0.06521739130434782,0.06521739130434782,0.05845028461474577
PYRt2,Pyruvate transport in via proton symport,"Transport, Extracellular",-0.0070171453045378826,-0.07541806745300174,0.06840092214846386,-3.4259540594988387,1.905188101412358,0.06129620722427865,0.4421990938289015,38,37,0.9284132850311473,False,Up,245.0,0.06575415995705851,0.06575415995705851,0.06129620722427865
EX_pyr_e,Pyruvate exchange,Extracellular exchange,0.0070171453045378826,0.07541806745300174,-0.06840092214846386,-3.425954022205555,-1.905188101412358,0.06129620722427865,-0.4421990938289015,38,37,0.9284132850311473,False,Down,245.0,0.06575415995705851,0.06575415995705851,0.06129620722427865
SUCOAS1m,Succinyl-CoA ligase (GDP-forming),Citric Acid Cycle,-0.39807075812647713,-0.5321711664876188,0.13410040836114162,-0.41886544964477757,1.9130449838958825,0.0596648205418061,0.44162937745392605,38,37,0.911111153027744,False,Up,244.0,0.06548577563070317,0.06548577563070317,0.0596648205418061
ACALDt,Acetaldehyde reversible transport,"Transport, Extracellular",-0.007073295981049917,-0.025359954731654283,0.018286658750604368,-1.8420976478846782,1.8891759006008841,0.06541654241469069,0.4409788006721871,38,37,0.9634072610163539,False,Up,252.0,0.06763285024154589,0.06763285024154589,0.06541654241469069
EX_acald_e,Acetaldehyde exchange,Extracellular exchange,0.007073295981049917,0.025359954731654283,-0.018286658750604368,-1.8420976184696967,-1.8891759006008841,0.06541654241469069,-0.4409788006721871,38,37,0.9634072610163539,False,Down,252.0,0.06763285024154589,0.06763285024154589,0.06541654241469069
EX_urea_e,Urea exchange,Extracellular exchange,0.001346497900444624,0.011727230175042274,-0.01038073227459765,-3.1225783268487985,-1.8651201371360044,0.06980343349387266,-0.4362289235316585,38,37,1.0,False,Down,256.0,0.06870638754696726,0.06870638754696726,0.06980343349387266
CYStec,L-cysteine transport via diffusion (extracellular to cytosol),"Transport, Extracellular",0.4545417196438793,0.3026683662128309,0.1518733534310484,0.5866748187646034,1.8838765225908536,0.0635859851743578,0.43450839726268786,38,37,0.9516789355446384,False,Up,248.0,0.06655931293612453,0.06655931293612453,0.0635859851743578
CATm,Catalase,ROS Detoxification,0.22936658941017735,0.15826371133883024,0.0711028780713471,0.5353247623644776,1.8882174077995355,0.06359851179565619,0.4336261736500574,38,37,0.9516789355446384,False,Up,249.0,0.06682769726247988,0.06682769726247988,0.06359851179565619
THRSERNaEx,L-serine/L-threonine Na-dependent exchange (Thr-L in),"Transport, Extracellular",-0.027434542886151488,0.03712712398181439,-0.06456166686796588,,-1.8510059804752552,0.07208906282124969,-0.43310710313304845,38,37,1.0,False,Down,261.0,0.07004830917874397,0.07004830917874397,0.07208906282124969
DESAT18_8,Fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid elongation,0.1335252845257444,0.0880693130548979,0.045455971470846485,0.600401639928224,1.8946133200434545,0.06492336792767814,0.4325320649878988,38,37,0.9634072610163539,False,Up,250.0,0.06709608158883522,0.06709608158883522,0.06492336792767814
RDH2,"Retinol dehydrogenase (9-cis,NADH)",Vitamin A Metabolism,-0.007655983061546722,-0.014211954859437366,0.006555971797890644,-0.8924454770833611,1.8904389235211503,0.06500777004825023,0.43201058030345907,38,37,0.9634072610163539,False,Up,251.0,0.06736446591519055,0.06736446591519055,0.06500777004825023
C3STDH1Pr,C-3 sterol dehydrogenase (4-methylzymosterol),Cholesterol Metabolism,1.5006413719096687e-05,4.2783088792764963e-05,-2.7776675073668278e-05,-1.5114551639403468,-1.861059023209191,0.06676891687119123,-0.42990626571662244,38,37,0.9794526939451123,False,Down,254.0,0.06816961889425657,0.06816961889425657,0.06676891687119123
EX_gln__L_e,L-Glutamine exchange,Extracellular exchange,-0.11617981749723605,-0.04380827866396693,-0.07237153883326912,1.4070840369285724,-1.865051221732129,0.06800129186102924,-0.4267534786620634,38,37,0.993618876369392,False,Down,255.0,0.06843800322061191,0.06843800322061191,0.06800129186102924
G3PD2m,"Glycerol-3-phosphate dehydrogenase (FAD), mitochondrial",Glycolysis/Gluconeogenesis,0.01295338430652918,0.034830304468566775,-0.021876920162037593,-1.4270139998809328,-1.8292806090496483,0.07256367895971529,-0.4253573426043036,38,37,1.0,False,Down,262.0,0.0703166935050993,0.0703166935050993,0.07256367895971529
PROt4_2_r,PROt4 LPAREN 2 RPAREN r,"Transport, Extracellular",-0.04348621450256172,0.024099483288570513,-0.06758569779113223,,-1.8183452650157066,0.07508543444742036,-0.42379666267037336,38,37,1.0,False,Down,264.0,0.07085346215780998,0.07085346215780998,0.07508543444742036
ARGNm,Arginase (m),Urea cycle/amino group metabolism,0.002364452606349478,0.009440420244974001,-0.007075967638624523,-1.9973448132026848,-1.8093301729046702,0.07849220718377777,-0.4233834551714435,38,37,1.0,False,Down,268.0,0.07192699946323135,0.07192699946323135,0.07849220718377777
ARGtm,Arginine mitochondrial transport via ornithine carrier,"Transport, Mitochondrial",0.002364452606349478,0.009440420244974001,-0.007075967638624523,-1.9973448132026848,-1.8093301729046702,0.07849220718377777,-0.4233834551714435,38,37,1.0,False,Down,268.0,0.07192699946323135,0.07192699946323135,0.07849220718377777
UREAtm,Urea transport via diffusion,Urea cycle/amino group metabolism,-0.002364452606349478,-0.009440420244974001,0.007075967638624523,-1.9973449046705267,1.8093301729046702,0.07849220718377777,0.4233834551714435,38,37,1.0,False,Up,268.0,0.07192699946323135,0.07192699946323135,0.07849220718377777
ARACHDt2,Fatty acid transport via diffusion,"Transport, Extracellular",-0.034070048674567394,-0.10583148112496672,0.07176143245039933,-1.635192931275105,1.8363534782529343,0.07062936334856429,0.4225528856862232,38,37,1.0,False,Up,257.0,0.0689747718733226,0.0689747718733226,0.07062936334856429
FATP5t,Fatty acid electroneutral transport,"Transport, Extracellular",-0.034070048674567394,-0.10583148112496672,0.07176143245039933,-1.635192931275105,1.8363534782529343,0.07062936334856429,0.4225528856862232,38,37,1.0,False,Up,257.0,0.0689747718733226,0.0689747718733226,0.07062936334856429
ARACHt,Fatty acid transport via diffusion,"Transport, Extracellular",0.4962538106121308,0.4164198506463479,0.07983395996578291,0.25303933710165727,1.83221359904812,0.0710662351616608,0.42227989929032167,38,37,1.0,False,Up,259.0,0.06951154052603328,0.06951154052603328,0.0710662351616608
H2Ot,H2O transport via diffusion,"Transport, Extracellular",-0.033053164841712786,0.16776416476435432,-0.2008173296060671,,-1.827623545311291,0.07174563035997479,-0.4213080940947797,38,37,1.0,False,Down,260.0,0.06977992485238863,0.06977992485238863,0.07174563035997479
THRGLYexR,L-threonine/glycine reversible exchange,"Transport, Extracellular",0.3536261340260637,0.4964496637101804,-0.1428235296841167,-0.48942254840844,-1.811217979426955,0.07491435317446352,-0.4205040894470356,38,37,1.0,False,Down,263.0,0.07058507783145464,0.07058507783145464,0.07491435317446352
EX_leu__L_e,L-Leucine exchange,Extracellular exchange,-0.021939267333644742,-0.02726066042679511,0.0053213930931503665,-0.31330516766403244,1.805238283652347,0.07536950206297666,0.4180583520884683,38,37,1.0,False,Up,265.0,0.07112184648416532,0.07112184648416532,0.07536950206297666
RAI2,Retinal isomerase (9-cis),Vitamin A Metabolism,-0.007318472776352187,0.012510180814714217,-0.019828653591066406,,-1.8063891747059628,0.07702649137437298,-0.4131408404943775,38,37,1.0,False,Down,266.0,0.07139023081052066,0.07139023081052066,0.07702649137437298
RETI2,Retinol isomerase (9-cis),Vitamin A Metabolism,0.007318472776352187,-0.012510180814714217,0.019828653591066406,,1.8063891747059628,0.07702649137437298,0.4131408404943775,38,37,1.0,False,Up,266.0,0.07139023081052066,0.07139023081052066,0.07702649137437298
RETt,Retinol transport via faciliated diffusion,"Transport, Extracellular",0.03004004057165302,0.002826228702717866,0.027213811868935154,3.4099365945113167,1.8039274643303362,0.07869979539044261,0.4115228762264267,38,37,1.0,False,Up,271.0,0.07273215244229737,0.07273215244229737,0.07869979539044261
SERASNNaEx,L-serine/L-asparagine Na-dependent exchange (Ser-L in),"Transport, Extracellular",0.11873158424258597,0.09040312523777713,0.028328459004808834,0.39325920986525154,1.7915365214194612,0.07939930955863495,0.4097535280044225,38,37,1.0,False,Up,272.0,0.07300053676865272,0.07300053676865272,0.07939930955863495
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,-0.0007188136402718974,0.005338555539532158,-0.006057369179804055,,-1.7552839898927548,0.08611744549685972,-0.40972679211432206,38,37,1.0,False,Down,275.0,0.07380568974771873,0.07380568974771873,0.08611744549685972
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,-0.0007188136402718974,0.005338555539532158,-0.006057369179804055,,-1.7552839898927548,0.08611744549685972,-0.40972679211432206,38,37,1.0,False,Down,275.0,0.07380568974771873,0.07380568974771873,0.08611744549685972
SULFOX,Sulfite oxidase,Cysteine Metabolism,-0.0010489706857532606,0.0049994499938505995,-0.00604842067960386,,-1.7520307120053533,0.08668654022933352,-0.4089713120118893,38,37,1.0,False,Down,277.0,0.07434245840042941,0.07434245840042941,0.08668654022933352
EX_so4_e,Sulfate exchange,Extracellular exchange,-0.0010489706857532606,0.0049994499938505995,-0.00604842067960386,,-1.7520307120053533,0.08668654022933352,-0.4089713120118893,38,37,1.0,False,Down,277.0,0.07434245840042941,0.07434245840042941,0.08668654022933352
EX_his__L_e,L-Histidine exchange,Extracellular exchange,-0.13704103578259716,-0.0652541009113501,-0.07178693487124706,1.0704674857031347,-1.7814475853259275,0.08007938895039672,-0.4084922891247621,38,37,1.0,False,Down,273.0,0.07326892109500806,0.07326892109500806,0.08007938895039672
DNDPt25m,DTDP transport via dCDP antiport,"Transport, Mitochondrial",0.0002232222639966369,3.730532364451082e-05,0.00018591694035212608,2.5810242769243903,1.7866538500114926,0.0814726051123396,0.4075993952249905,38,37,1.0,False,Up,274.0,0.07353730542136339,0.07353730542136339,0.0814726051123396
ALAt4,Alanine-Sodium symporter,"Transport, Extracellular",-0.0015244359820598494,0.03331498323356386,-0.03483941921562371,,-1.724762211570913,0.0927663240764851,-0.4035191041403886,38,37,1.0,False,Down,286.0,0.07675791733762748,0.07675791733762748,0.0927663240764851
CYSALANaEx,L-alanine/L-cysteine Na-dependent exchange (Cys-L in),"Transport, Extracellular",0.06330452048608837,0.11465076499914006,-0.0513462445130517,-0.8568655509581559,-1.7225593872008975,0.09295137698621952,-0.4028533946834952,38,37,1.0,False,Down,287.0,0.07702630166398282,0.07702630166398282,0.09295137698621952
DRPA,Deoxyribose-phosphate aldolase,Pentose Phosphate Pathway,0.008125281988632622,0.02533965352579053,-0.017214371537157908,-1.6409069984208113,-1.7268879619799415,0.09049353167886627,-0.40252610729399685,38,37,1.0,False,Down,279.0,0.0748792270531401,0.0748792270531401,0.09049353167886627
DRBK,Deoxyribokinase,Pentose Phosphate Pathway,0.008125281988632622,0.02533965352579053,-0.017214371537157908,-1.6409069984208113,-1.7268879619799415,0.09049353167886627,-0.40252610729399685,38,37,1.0,False,Down,279.0,0.0748792270531401,0.0748792270531401,0.09049353167886627
EX_ascb__L_e,L-Ascorbate exchange,Extracellular exchange,-0.030133161152299515,-0.054443143899704304,0.024309982747404788,-0.8533983535637008,1.7179395506897388,0.0905244919917057,0.39844249921317704,38,37,1.0,False,Up,281.0,0.07541599570585078,0.07541599570585078,0.0905244919917057
CEPTE,Ethanolamine phosphotransferase,Glycerophospholipid Metabolism,0.00027480326321714817,-0.00018029027079225981,0.000455093534009408,,1.731390395791991,0.09091382858695457,0.3950422115552321,38,37,1.0,False,Up,282.0,0.07568438003220612,0.07568438003220612,0.09091382858695457
PETHCT,Phosphoethanolamine cytidyltransferase,Glycerophospholipid Metabolism,0.00027480326321714817,-0.00018029027079225981,0.000455093534009408,,1.731390395791991,0.09091382858695457,0.3950422115552321,38,37,1.0,False,Up,282.0,0.07568438003220612,0.07568438003220612,0.09091382858695457
PSSA2_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid Metabolism,0.00027480326321714817,-0.00018029027079225981,0.000455093534009408,,1.731390395791991,0.09091382858695457,0.3950422115552321,38,37,1.0,False,Up,282.0,0.07568438003220612,0.07568438003220612,0.09091382858695457
ETHAK,Ethanolamine kinase,Glycerophospholipid Metabolism,0.00027480326321714817,-0.00018029027079225981,0.000455093534009408,,1.731390395791991,0.09091382858695457,0.3950422115552321,38,37,1.0,False,Up,282.0,0.07568438003220612,0.07568438003220612,0.09091382858695457
CytOxe,CytOxe  ,,1.334400045990887,1.5063694370355818,-0.17196939104469489,-0.17488439066615666,-1.7022470288053688,0.09304800002781144,-0.39226545132675694,38,37,1.0,False,Down,288.0,0.07729468599033816,0.07729468599033816,0.09304800002781144
SOProd,SOProd,,1.334400045990887,1.5063694370355818,-0.17196939104469489,-0.17488439066615666,-1.7022470288053688,0.09304800002781144,-0.39226545132675694,38,37,1.0,False,Down,288.0,0.07729468599033816,0.07729468599033816,0.09304800002781144
ALATA_L,L-alanine transaminase,Glutamate metabolism,-0.8198773345330705,-0.8645620909524332,0.04468475641936265,-0.07656150088678608,1.6741963274943696,0.09849174505965158,0.38741025248755595,38,37,1.0,False,Up,290.0,0.07783145464304884,0.07783145464304884,0.09849174505965158
ARTPLM2,R group to palmitate conversion,R Group Synthesis,-0.005069827843236921,-0.008323660537242712,0.003253832694005791,-0.715281381865441,1.6800432032338803,0.1007260700734563,0.3832208475541709,38,37,1.0,False,Up,291.0,0.07809983896940419,0.07809983896940419,0.1007260700734563
ALADGLYexR,D-alanine/glycine reversible exchange,"Transport, Extracellular",-0.09565158612363166,-0.19956764481347572,0.10391605868984406,-1.0610170443567888,1.6398318596225188,0.1072794680227166,0.38208049747403744,38,37,1.0,False,Up,296.0,0.0794417606011809,0.0794417606011809,0.1072794680227166
