ReactionID,ReactionName,Subsystem,HFD_mean,SCD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,HFD_n,SCD_n,q_value,Significant,Direction,Rank,Rank_normalized,RankProduct,RP_pvalue
CO2ter,CO2 endoplasmic reticular transport via diffusion,"Transport, Endoplasmic Reticular",-0.002327131892201679,-0.002604618336429139,0.0002774864442274599,-0.16251901254879053,5.821198476376381,1.8368961924375464e-07,1.3496289956324394,38,37,1.2007500373751409e-05,True,Up,24.0,0.00644122383252818,0.00644122383252818,1.8368961924375464e-07
FRDPtr,"Lipid, flip-flop intracellular transport","Transport, Peroxisomal",0.002327131892201679,0.002604618336429139,-0.0002774864442274599,-0.1625189993394477,-5.821198476376381,1.8368961924375464e-07,-1.3496289956324394,38,37,1.2007500373751409e-05,True,Down,24.0,0.00644122383252818,0.00644122383252818,1.8368961924375464e-07
PPItr,"Diphosphate transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",-0.002327131892201679,-0.002604618336429139,0.0002774864442274599,-0.16251901254879053,5.821198476376381,1.8368961924375464e-07,1.3496289956324394,38,37,1.2007500373751409e-05,True,Up,24.0,0.00644122383252818,0.00644122383252818,1.8368961924375464e-07
IPDDIx,Isopentenyl-diphosphate D-isomerase,Cholesterol Metabolism,0.002327131892201679,0.002604618336429139,-0.0002774864442274599,-0.1625189993394477,-5.821198476376381,1.8368961924375464e-07,-1.3496289956324394,38,37,1.2007500373751409e-05,True,Down,24.0,0.00644122383252818,0.00644122383252818,1.8368961924375464e-07
URIK1,Uridine kinase  ATPUridine ,Pyrimidine Biosynthesis,0.005695008880638052,0.006374079873316933,-0.0006790709926788813,-0.16251900324527638,-5.821198476376367,1.8368961924375297e-07,-1.3496289956324354,38,37,1.2007500373751409e-05,True,Down,22.0,0.005904455179817499,0.005904455179817499,1.8368961924375297e-07
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),Pyrimidine Catabolism,-0.005695008880638052,-0.006374079873316933,0.0006790709926788813,-0.16251900864296487,5.821198476376367,1.8368961924375297e-07,1.3496289956324354,38,37,1.2007500373751409e-05,True,Up,22.0,0.005904455179817499,0.005904455179817499,1.8368961924375297e-07
PPItx,"Diphosphate transporter, peroxisome","Transport, Peroxisomal",-0.004654263784403402,-0.005209236672858324,0.0005549728884549215,-0.16251900924645366,5.821198476376298,1.8368961924379566e-07,1.349628995632419,38,37,1.2007500373751409e-05,True,Up,30.0,0.008051529790660225,0.008051529790660225,1.8368961924379566e-07
NADPtxu,"NADP transport, glyoxysome","Transport, Peroxisomal",0.01396279135321038,0.01562771001857516,-0.0016649186653647785,-0.16251900484333884,-5.821198476376272,1.836896192438291e-07,-1.3496289956324137,38,37,1.2007500373751409e-05,True,Down,31.0,0.008319914117015567,0.008319914117015567,1.836896192438291e-07
HMGCOARx,Hydroxymethylglutaryl CoA reductase (ir),Cholesterol Metabolism,0.0069813956766051274,0.007813855009287513,-0.0008324593326823858,-0.1625190037425609,-5.821198476376259,1.8368961924383177e-07,-1.3496289956324103,38,37,1.2007500373751409e-05,True,Down,34.0,0.00912506709608159,0.00912506709608159,1.8368961924383177e-07
GPAM_hs,Glycerol-3-phosphate acyltransferase,Triacylglycerol Synthesis,0.007433893544533285,0.008320308574704349,-0.0008864150301710633,-0.1625190038765685,-5.821198476376256,1.8368961924382912e-07,-1.3496289956324092,38,37,1.2007500373751409e-05,True,Down,32.0,0.008588298443370907,0.008588298443370907,1.8368961924382912e-07
AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,Triacylglycerol Synthesis,0.007433893544533285,0.008320308574704349,-0.0008864150301710633,-0.1625190038765685,-5.821198476376256,1.8368961924382912e-07,-1.3496289956324092,38,37,1.2007500373751409e-05,True,Down,32.0,0.008588298443370907,0.008588298443370907,1.8368961924382912e-07
EX_met__L_e,L-Methionine exchange,Extracellular exchange,-0.008920672253439949,-0.009984370289645227,0.0010636980362052784,-0.1625190076670758,5.8211984763762485,1.836896192438482e-07,1.3496289956324088,38,37,1.2007500373751409e-05,True,Up,41.0,0.011003757380568975,0.011003757380568975,1.836896192438482e-07
NADPHtxu,"NADPH transport, glyoxysome","Transport, Peroxisomal",0.013962791353210385,0.01562771001857516,-0.0016649186653647733,-0.16251900484333828,-5.8211984763762485,1.836896192438442e-07,-1.3496289956324083,38,37,1.2007500373751409e-05,True,Down,40.0,0.010735373054213635,0.010735373054213635,1.836896192438442e-07
EX_chol_e,Choline exchange,Extracellular exchange,-0.004977476547209187,-0.0055709892195845954,0.0005935126723754089,-0.16251900903201827,5.821198476376244,1.8368961924384093e-07,1.3496289956324068,38,37,1.2007500373751409e-05,True,Up,39.0,0.010466988727858293,0.010466988727858293,1.8368961924384093e-07
PPAP,Phosphatidic acid phosphatase,Triacylglycerol Synthesis,0.006334970150993555,0.00709034991583497,-0.0007553797648414146,-0.16251900351791,-5.821198476376234,1.836896192438515e-07,-1.3496289956324048,38,37,1.2007500373751409e-05,True,Down,42.0,0.011272141706924315,0.011272141706924315,1.836896192438515e-07
ATPtx,"ATP transporter, peroxisomal","Transport, Peroxisomal",0.02094418702981564,0.023441565027862803,-0.0024973779980471643,-0.16251900521026422,-5.82119847637622,1.8368961924387116e-07,-1.3496289956324021,38,37,1.2007500373751409e-05,True,Down,43.0,0.011540526033279656,0.011540526033279656,1.8368961924387116e-07
ADPtx,"ADP transporter, peroxisomal","Transport, Peroxisomal",-0.02094418702981564,-0.023441565027862803,0.0024973779980471643,-0.16251900667796898,5.82119847637622,1.8368961924387116e-07,1.3496289956324021,38,37,1.2007500373751409e-05,True,Up,43.0,0.011540526033279656,0.011540526033279656,1.8368961924387116e-07
EX_ile__L_e,L-Isoleucine exchange,Extracellular exchange,-0.02094418702981565,-0.02344156502786281,0.002497377998047161,-0.16251900667796862,5.821198476376215,1.836896192438762e-07,1.3496289956324012,38,37,1.2007500373751409e-05,True,Up,46.0,0.012345679012345678,0.012345679012345678,1.836896192438762e-07
