compartment,n_reactions,n_significant,expected,enrichment_ratio,p_value,mean_microbiome_contribution,mean_diet_contribution,mean_microbiome_variance,large_microbiome_effects_pct,p_adjusted,significant
extracellular,564,57,59.48792270531401,0.9581776839369822,0.6676783378077047,0.0,0.9270263775060755,0.0,0.0,0.8012140053692456,False
mitochondria,471,58,49.67874396135266,1.167501337093402,0.10615148707849366,0.0,0.9148089372706084,0.0,0.0,0.318454461235481,False
ER,311,43,32.80273752012882,1.3108662035787046,0.034056425635837446,0.0,0.23224415889228264,0.0,0.0,0.2043385538150247,False
cytosol,1999,213,210.84460547504025,1.0102226685862015,0.43013677929722866,0.0,0.7525525004476528,0.0,0.0,0.645205168945843,False
nucleus,151,1,15.926731078904991,0.0627875233810222,0.9999999660976029,0.0,0.2813857124390787,0.0,0.0,0.9999999660976029,False
peroxisome,165,21,17.403381642512077,1.2066620402498265,0.20774020667763377,0.0,0.09884664132368697,0.0,0.0,0.41548041335526753,False
