strain,cell_type,cell_abundance,n_significant,n_total,response_rate,mean_flux_change,contribution_score,contribution_percent
NZOHlLtJ,Neutrophiles,0.032913903179817766,45,3726,0.012077294685990338,0.16433811956421834,6.532619512185988e-05,3.9291937599199236
NZOHlLtJ,Dendrites,0.045465815409409284,22,3726,0.005904455179817499,0.21076528100533737,5.6580122903870326e-05,3.4031411967998944
NZOHlLtJ,Timd4+ resKC,0.03898840885142255,25,3726,0.0067096081588835215,0.19397308118099102,5.07427656686437e-05,3.052039964280677
NZOHlLtJ,aHSCs,0.02597161098369801,45,3726,0.012077294685990338,0.1587641478278603,4.979904209593613e-05,2.995277546600375
NZOHlLtJ,"Cd207+, Trem2+ Mo-KC",0.022097563999256182,37,3726,0.009930220075147612,0.2211385109853635,4.852523584819474e-05,2.918661549745881
NZOHlLtJ,"Ly6c2+, Ccr2+ Mo",0.03176718527242298,27,3726,0.007246376811594203,0.18368558498753648,4.228386963893094e-05,2.543260271329649
NZOHlLtJ,B cells,0.040476042893448215,14,3726,0.003757380568974772,0.23373289119395843,3.554700896781228e-05,2.138056342629512
NZOHlLtJ,T cells,0.03663298828488192,13,3726,0.003488996242619431,0.25295309612597444,3.2330531801153146e-05,1.9445939499616598
NZOHlLtJ,Transitioning Mo,0.011498171449823343,39,3726,0.010466988727858293,0.21483662592802374,2.5855852384932157e-05,1.5551595138638423
NZOHlLtJ,"Trem2+, Spp1+ MdM",0.014380462406248063,32,3726,0.008588298443370907,0.194368865976341,2.4005274676267013e-05,1.4438522752963716
NZOHlLtJ,"Cd207-, Trem2+ Mo-KC",0.02026901382259964,22,3726,0.005904455179817499,0.19178022107958806,2.2951774273535824e-05,1.3804870785209764
NZOHlLtJ,"Ly6c2-, Spn+ Mo",0.015682142193020516,16,3726,0.0042941492216854536,0.30338979553468615,2.0430711383731052e-05,1.22885197170803
NZOHlLtJ,MCs,0.007221223578999566,42,3726,0.011272141706924315,0.12586254228725957,1.0245041717460742e-05,0.6162115199159324
NZOHlLtJ,cAMP qHSCs,0.003967024112068431,50,3726,0.013419216317767043,0.169887752494631,9.043864875084744e-06,0.5439639851433957
NZOHlLtJ,Macrophages,0.010475423045930701,11,3726,0.0029522275899087494,0.2766173324540383,8.55462140961406e-06,0.5145373153668523
NZOHlLtJ,DCs,0.0041839707431971735,31,3726,0.008319914117015567,0.24476223959244447,8.5202414209126e-06,0.5124694521334296
NZOHlLtJ,Cycling,0.007934048224136863,15,3726,0.004025764895330112,0.22632494909938813,7.228957570369831e-06,0.4348022247926439
NZOHlLtJ,Mast cells,0.0026963367011715116,47,3726,0.01261406333870102,0.174783396757115,5.944691280001785e-06,0.3575570846956804
PWKPhJ,LECs,0.39949172503564123,33,3726,0.008856682769726247,0.2529857299560614,0.0008951068940137089,57.748860942570076
PWKPhJ,Cholangiocytes,0.044969937395400734,43,3726,0.011540526033279656,0.20099595972609813,0.00010431222657039134,6.729824456844296
PWKPhJ,qHSCs,0.037903675695778835,50,3726,0.013419216317767043,0.18176370830581579,9.245186061306742e-05,5.96463917117829
PWKPhJ,Neutrophiles,0.032913903179817766,45,3726,0.012077294685990338,0.19332583359853703,7.684912764758222e-05,4.958010731185448
PWKPhJ,aHSCs,0.02597161098369801,45,3726,0.012077294685990338,0.19347465929916052,6.0686577131899855e-05,3.915265011708159
PWKPhJ,"Cd207+, Trem2+ Mo-KC",0.022097563999256182,37,3726,0.009930220075147612,0.24166822737254062,5.3030146933764335e-05,3.4213015244580536
PWKPhJ,Dendrites,0.045465815409409284,22,3726,0.005904455179817499,0.14012765035911454,3.76173895516904e-05,2.426929579887458
PWKPhJ,"Cx3cr1+, Ccr2+ MdM",0.05113742019463212,24,3726,0.00644122383252818,0.08612160278368931,2.836738543887098e-05,1.8301548205800748
PWKPhJ,Transitioning Mo,0.011498171449823343,39,3726,0.010466988727858293,0.22517983214798606,2.7100669985539305e-05,1.7484312018061867
PWKPhJ,Timd4+ resKC,0.03898840885142255,25,3726,0.0067096081588835215,0.09136002245720012,2.389950287329888e-05,1.5419041873735735
PWKPhJ,"Ly6c2-, Spn+ Mo",0.015682142193020516,16,3726,0.0042941492216854536,0.32193167195584765,2.16793483888285e-05,1.3986683420771573
PWKPhJ,Hepatocytes,0.09387590652699436,11,3726,0.0029522275899087494,0.06795874074638235,1.8834292091786355e-05,1.2151162305132013
PWKPhJ,"Ly6c2+, Ccr2+ Mo",0.03176718527242298,27,3726,0.007246376811594203,0.07562353543458038,1.7408310587724342e-05,1.123117377487394
PWKPhJ,"Trem2+, Spp1+ MdM",0.014380462406248063,32,3726,0.008588298443370907,0.13347863420738287,1.6485105582450723e-05,1.063555734260664
PWKPhJ,MCs,0.007221223578999566,42,3726,0.011272141706924315,0.18892750648853857,1.537844501133075e-05,0.9921582421179507
PWKPhJ,"Cd207-, Trem2+ Mo-KC",0.02026901382259964,22,3726,0.005904455179817499,0.09270820177893636,1.1095084303049809e-05,0.715812250858502
PWKPhJ,B cells,0.040476042893448215,14,3726,0.003757380568974772,0.07276231313003664,1.1065976141140695e-05,0.7139343039835252
PWKPhJ,DCs,0.0041839707431971735,31,3726,0.008319914117015567,0.2808263574379231,9.775643361944706e-06,0.6306869859997493
PWKPhJ,cAMP qHSCs,0.003967024112068431,50,3726,0.013419216317767043,0.18176370830581579,9.6760737191109e-06,0.6242631348412275
PWKPhJ,T cells,0.03663298828488192,13,3726,0.003488996242619431,0.06519585755463121,8.33283631730576e-06,0.5376026136805937
PWKPhJ,Mast cells,0.0026963367011715116,47,3726,0.01261406333870102,0.18585603048621097,6.321291062345419e-06,0.4078254351276462
PWKPhJ,Cycling,0.007934048224136863,15,3726,0.004025764895330112,0.07336654204327209,2.3433723132426946e-06,0.1511853866383567
PWKPhJ,Macrophages,0.010475423045930701,11,3726,0.0029522275899087494,0.07054490969691239,2.1816600915012076e-06,0.14075233482240213
WSBEiJ,LECs,0.39949172503564123,33,3726,0.008856682769726247,0.16506786159161146,0.0005840383997801535,56.64674883116601
WSBEiJ,Cholangiocytes,0.044969937395400734,43,3726,0.011540526033279656,0.12656416284022606,6.568385577437724e-05,6.370774390372744
WSBEiJ,qHSCs,0.037903675695778835,50,3726,0.013419216317767043,0.12307426062917928,6.260019942815584e-05,6.071685997226354
WSBEiJ,Neutrophiles,0.032913903179817766,45,3726,0.012077294685990338,0.12078782375350346,4.801447749183219e-05,4.656995238263983
WSBEiJ,aHSCs,0.02597161098369801,45,3726,0.012077294685990338,0.12428480252130719,3.898401621097971e-05,3.781117432628979
WSBEiJ,"Cd207+, Trem2+ Mo-KC",0.022097563999256182,37,3726,0.009930220075147612,0.1571256068244718,3.4478649127979603e-05,3.3441352108453106
WSBEiJ,"Cx3cr1+, Ccr2+ MdM",0.05113742019463212,24,3726,0.00644122383252818,0.08453984219253037,2.7846373161915072e-05,2.700860948450821
WSBEiJ,Dendrites,0.045465815409409284,22,3726,0.005904455179817499,0.10243962832369222,2.750000727413223e-05,2.667266408337869
WSBEiJ,Timd4+ resKC,0.03898840885142255,25,3726,0.0067096081588835215,0.07097757839676568,1.8567517752395313e-05,1.8008910286276947
WSBEiJ,Transitioning Mo,0.011498171449823343,39,3726,0.010466988727858293,0.14507117943431233,1.745949502119929e-05,1.6934222639421699
WSBEiJ,"Ly6c2+, Ccr2+ Mo",0.03176718527242298,27,3726,0.007246376811594203,0.06062606328469337,1.3955937570307933e-05,1.3536070411573151
WSBEiJ,"Trem2+, Spp1+ MdM",0.014380462406248063,32,3726,0.008588298443370907,0.107113161195976,1.322887203687061e-05,1.2830878789379727
WSBEiJ,"Ly6c2-, Spn+ Mo",0.015682142193020516,16,3726,0.0042941492216854536,0.1864002368852737,1.2552463852485538e-05,1.2174820479812591
