strain,cell_type,cell_abundance,n_significant,n_total,response_rate,mean_flux_change,contribution_score,contribution_percent
WSBEiJ,Hepatocytes,0.09387590652699436,11,3726,0.0029522275899087494,0.04481847781838802,1.242112924797982e-05,1.2047437103016196
WSBEiJ,MCs,0.007221223578999566,42,3726,0.011272141706924315,0.12512605543987212,1.0185092678304799e-05,0.9878672138463138
WSBEiJ,B cells,0.040476042893448215,14,3726,0.003757380568974772,0.057222646766548556,8.702643121307669e-06,0.8440822371363914
WSBEiJ,"Cd207-, Trem2+ Mo-KC",0.02026901382259964,22,3726,0.005904455179817499,0.06555273955900019,7.84518691708918e-06,0.760916290766472
WSBEiJ,DCs,0.0041839707431971735,31,3726,0.008319914117015567,0.1975632875818354,6.877232815442758e-06,0.6670329897768424
WSBEiJ,cAMP qHSCs,0.003967024112068431,50,3726,0.013419216317767043,0.12307426062917928,6.551778844484014e-06,0.635466727428433
WSBEiJ,T cells,0.03663298828488192,13,3726,0.003488996242619431,0.042211662320108964,5.395172116573608e-06,0.5232857289923025
WSBEiJ,Mast cells,0.0026963367011715116,47,3726,0.01261406333870102,0.11828764771854645,4.023171313586119e-06,0.39021334040921307
WSBEiJ,Cycling,0.007934048224136863,15,3726,0.004025764895330112,0.07247978964596996,2.315048898254514e-06,0.22454001915054791
WSBEiJ,Macrophages,0.010475423045930701,11,3726,0.0029522275899087494,0.05793451344362008,1.7916730837635208e-06,0.17377702425340028
