strain,reaction_id,category,n_cell_types,primary_driver
NZOHlLtJ,EX_hdcea_e,COOPERATIVE,2,Timd4+ resKC
NZOHlLtJ,TTDCAtr_copy2,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,EX_nh4_e,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,ARTFR13,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,HDCEAt,COOPERATIVE,2,Timd4+ resKC
NZOHlLtJ,METtec,COOPERATIVE,3,Dendrites
NZOHlLtJ,CKc,COOPERATIVE,2,Dendrites
NZOHlLtJ,EX_asp__L_e,NON_CELLULAR,0,NONE
NZOHlLtJ,ASNSERNaEx,NON_CELLULAR,0,NONE
NZOHlLtJ,ALATA_L,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,CK,COOPERATIVE,2,Dendrites
NZOHlLtJ,CO2tm,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,CTPS1,NON_CELLULAR,0,NONE
NZOHlLtJ,GLBRAN,MULTI_CELLULAR,4,Cholangiocytes
NZOHlLtJ,NCCt,NON_CELLULAR,0,NONE
NZOHlLtJ,ATPtm,COOPERATIVE,3,qHSCs
NZOHlLtJ,GLPASE2,MULTI_CELLULAR,4,Cholangiocytes
NZOHlLtJ,ADK1,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,ARTFR44,NON_CELLULAR,0,NONE
NZOHlLtJ,CO2t,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,MTHFD,NON_CELLULAR,0,NONE
NZOHlLtJ,FUM,COOPERATIVE,3,"Cx3cr1+, Ccr2+ MdM"
NZOHlLtJ,CSNATr_copy2,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,PIt9,NON_CELLULAR,0,NONE
NZOHlLtJ,EX_ala__L_e,CELL_TYPE_UNIQUE,1,LECs
NZOHlLtJ,RTOT2,COOPERATIVE,2,"Cd207+, Trem2+ Mo-KC"
NZOHlLtJ,GLCt2,NON_CELLULAR,0,NONE
PWKPhJ,RAI2,NON_CELLULAR,0,NONE
PWKPhJ,CITtbm,NON_CELLULAR,0,NONE
PWKPhJ,RTOT1,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,SERt4,NON_CELLULAR,0,NONE
PWKPhJ,AACOAT,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,ARGt5r,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,FACOAL140,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,CRNCARtp,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,GLDBRAN,NON_CELLULAR,0,NONE
PWKPhJ,EX_lnlnca_e,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,HEX1,CELL_TYPE_UNIQUE,1,Hepatocytes
PWKPhJ,DESAT18_10,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,EX_ttdca_e,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,GLGNS1,NON_CELLULAR,0,NONE
PWKPhJ,ASPt6,NON_CELLULAR,0,NONE
PWKPhJ,MTHFD2i,NON_CELLULAR,0,NONE
PWKPhJ,ARTFR204,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,LNLNCAt,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,GALUi,NON_CELLULAR,0,NONE
PWKPhJ,PGI,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,RDH2,NON_CELLULAR,0,NONE
PWKPhJ,CSNATp,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,FACOAL161,COOPERATIVE,2,Timd4+ resKC
PWKPhJ,EX_glc__D_e,NON_CELLULAR,0,NONE
PWKPhJ,FACOAL1832,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,GLUt2m,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,EX_co2_e,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,TMDK1,NON_CELLULAR,0,NONE
PWKPhJ,ARGLYSex,NON_CELLULAR,0,NONE
PWKPhJ,ACACt2,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,PEPCKm,NON_CELLULAR,0,NONE
PWKPhJ,EX_acac_e,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,THRt4,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,PGMT,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,GLPASE1,NON_CELLULAR,0,NONE
PWKPhJ,GGNG,NON_CELLULAR,0,NONE
PWKPhJ,ALAt2r,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,PCREATtmdiffir,COOPERATIVE,2,Dendrites
PWKPhJ,THRGLNexR,CELL_TYPE_UNIQUE,1,Macrophages
PWKPhJ,CREATtmdiffir,COOPERATIVE,2,Dendrites
PWKPhJ,RETI2,NON_CELLULAR,0,NONE
PWKPhJ,ACACT1r_copy2,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,DHCRD2,COOPERATIVE,3,"Cx3cr1+, Ccr2+ MdM"
PWKPhJ,EX_hdcea_e,COOPERATIVE,2,Timd4+ resKC
PWKPhJ,TTDCAtr_copy2,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,EX_nh4_e,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,ARTFR13,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,HDCEAt,COOPERATIVE,2,Timd4+ resKC
PWKPhJ,METtec,COOPERATIVE,3,Dendrites
PWKPhJ,CKc,COOPERATIVE,2,Dendrites
PWKPhJ,EX_asp__L_e,NON_CELLULAR,0,NONE
PWKPhJ,ASNSERNaEx,NON_CELLULAR,0,NONE
PWKPhJ,ALATA_L,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,CK,COOPERATIVE,2,Dendrites
PWKPhJ,CO2tm,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,CTPS1,MULTI_CELLULAR,4,Dendrites
PWKPhJ,GLBRAN,NON_CELLULAR,0,NONE
PWKPhJ,NCCt,NON_CELLULAR,0,NONE
PWKPhJ,ATPtm,COOPERATIVE,3,qHSCs
PWKPhJ,GLPASE2,NON_CELLULAR,0,NONE
PWKPhJ,ADK1,NON_CELLULAR,0,NONE
PWKPhJ,ARTFR44,NON_CELLULAR,0,NONE
PWKPhJ,CO2t,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,MTHFD,NON_CELLULAR,0,NONE
PWKPhJ,FUM,COOPERATIVE,3,"Cx3cr1+, Ccr2+ MdM"
PWKPhJ,CSNATr_copy2,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,PIt9,NON_CELLULAR,0,NONE
PWKPhJ,EX_ala__L_e,CELL_TYPE_UNIQUE,1,LECs
PWKPhJ,RTOT2,COOPERATIVE,2,"Cd207+, Trem2+ Mo-KC"
PWKPhJ,GLCt2,NON_CELLULAR,0,NONE
WSBEiJ,RAI2,NON_CELLULAR,0,NONE
WSBEiJ,CITtbm,NON_CELLULAR,0,NONE
WSBEiJ,RTOT1,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,SERt4,COOPERATIVE,2,"Cx3cr1+, Ccr2+ MdM"
WSBEiJ,AACOAT,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,ARGt5r,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,FACOAL140,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,CRNCARtp,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,GLDBRAN,NON_CELLULAR,0,NONE
WSBEiJ,EX_lnlnca_e,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,HEX1,NON_CELLULAR,0,NONE
WSBEiJ,DESAT18_10,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,EX_ttdca_e,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,GLGNS1,NON_CELLULAR,0,NONE
WSBEiJ,ASPt6,NON_CELLULAR,0,NONE
WSBEiJ,MTHFD2i,NON_CELLULAR,0,NONE
WSBEiJ,ARTFR204,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,LNLNCAt,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,GALUi,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,PGI,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,RDH2,NON_CELLULAR,0,NONE
WSBEiJ,CSNATp,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,FACOAL161,COOPERATIVE,2,Timd4+ resKC
WSBEiJ,EX_glc__D_e,NON_CELLULAR,0,NONE
WSBEiJ,FACOAL1832,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,GLUt2m,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,EX_co2_e,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,TMDK1,COOPERATIVE,3,Dendrites
WSBEiJ,ARGLYSex,NON_CELLULAR,0,NONE
WSBEiJ,ACACt2,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,PEPCKm,NON_CELLULAR,0,NONE
WSBEiJ,EX_acac_e,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,THRt4,NON_CELLULAR,0,NONE
WSBEiJ,PGMT,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,GLPASE1,NON_CELLULAR,0,NONE
WSBEiJ,GGNG,NON_CELLULAR,0,NONE
WSBEiJ,ALAt2r,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,PCREATtmdiffir,NON_CELLULAR,0,NONE
WSBEiJ,THRGLNexR,CELL_TYPE_UNIQUE,1,Macrophages
WSBEiJ,CREATtmdiffir,NON_CELLULAR,0,NONE
WSBEiJ,RETI2,NON_CELLULAR,0,NONE
WSBEiJ,ACACT1r_copy2,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,DHCRD2,COOPERATIVE,3,"Cx3cr1+, Ccr2+ MdM"
WSBEiJ,EX_hdcea_e,COOPERATIVE,2,Timd4+ resKC
WSBEiJ,TTDCAtr_copy2,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,EX_nh4_e,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,ARTFR13,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,HDCEAt,COOPERATIVE,2,Timd4+ resKC
WSBEiJ,METtec,COOPERATIVE,3,Dendrites
WSBEiJ,CKc,NON_CELLULAR,0,NONE
WSBEiJ,EX_asp__L_e,NON_CELLULAR,0,NONE
WSBEiJ,ASNSERNaEx,NON_CELLULAR,0,NONE
WSBEiJ,ALATA_L,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,CK,NON_CELLULAR,0,NONE
WSBEiJ,CO2tm,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,CTPS1,MULTI_CELLULAR,4,Dendrites
WSBEiJ,GLBRAN,NON_CELLULAR,0,NONE
WSBEiJ,NCCt,NON_CELLULAR,0,NONE
WSBEiJ,ATPtm,COOPERATIVE,3,qHSCs
WSBEiJ,GLPASE2,NON_CELLULAR,0,NONE
WSBEiJ,ADK1,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,ARTFR44,NON_CELLULAR,0,NONE
WSBEiJ,CO2t,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,MTHFD,NON_CELLULAR,0,NONE
WSBEiJ,FUM,COOPERATIVE,3,"Cx3cr1+, Ccr2+ MdM"
WSBEiJ,CSNATr_copy2,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,PIt9,NON_CELLULAR,0,NONE
WSBEiJ,EX_ala__L_e,CELL_TYPE_UNIQUE,1,LECs
WSBEiJ,RTOT2,COOPERATIVE,2,"Cd207+, Trem2+ Mo-KC"
WSBEiJ,GLCt2,NON_CELLULAR,0,NONE
