column,group,dataset,full_name,PC1,PC2,PC3,PC4,PC5
SCD_GSE188344_NCD_4_Flux,SCD,GSE188344,SCD_GSE188344_NCD_4,17.817119873521435,3.1687259211815286,3.8890586927208264,-0.419400879653152,-6.518554501998388
SCD_GSE246221_Batch9_SCD_only32w_1_Flux,SCD,GSE246221,SCD_GSE246221_Batch9_SCD_only32w_1,-3.5215720160344532,0.9006732257068661,-2.6245317577684024,1.6614289459309401,0.7618047858473029
SCD_GSE246221_Batch9_SCD_only32w_2_Flux,SCD,GSE246221,SCD_GSE246221_Batch9_SCD_only32w_2,19.667402398909896,5.214234235004932,7.173913983973724,-0.5203544029869812,-0.10579829755468034
SCD_GSE246221_Batch9_SCD_only32w_3_Flux,SCD,GSE246221,SCD_GSE246221_Batch9_SCD_only32w_3,23.492951650600496,0.9527182541029828,0.32137114286688495,6.551827455231296,0.7038441776200454
SCD_GSE246221_Batch9_SCD_only32w_4_Flux,SCD,GSE246221,SCD_GSE246221_Batch9_SCD_only32w_4,17.706151195897444,-0.18206606450087806,-4.545542875895724,-1.6260587841213718,0.8666761323895086
SCD_GSE248297_LFD_1_Flux,SCD,GSE248297,SCD_GSE248297_LFD_1,14.732177731145804,9.1263483019734,10.533000097651662,10.099158503104047,-0.6916829986686941
SCD_GSE248297_LFD_2_Flux,SCD,GSE248297,SCD_GSE248297_LFD_2,11.661091292395156,-0.6917178043688155,-4.662571785225974,-3.1267274926004056,-1.1966914890630416
SCD_GSE248297_LFD_3_Flux,SCD,GSE248297,SCD_GSE248297_LFD_3,14.267779387246142,-1.1858170649032806,-17.840533222102305,-7.765923635260113,-3.2681314551060474
SCD_GSE248297_LFD_4_Flux,SCD,GSE248297,SCD_GSE248297_LFD_4,27.99612374739262,-0.4355985449336892,20.741360664746804,18.7913066171093,8.572505162836402
SCD_GSE248297_LFD_5_Flux,SCD,GSE248297,SCD_GSE248297_LFD_5,25.017551771377175,-2.9995312220584998,-18.45931390166344,-11.956034683321842,-0.621922202604209
HFD_GSE101657_HFD_0_Flux,HFD,GSE101657,HFD_GSE101657_HFD_0,0.5556380849972307,2.5531394043680273,0.34701326790436027,1.2332471777730862,-2.4226785573638145
HFD_GSE101657_HFD_1_Flux,HFD,GSE101657,HFD_GSE101657_HFD_1,-2.5481137343514577,-3.7857989065732904,2.6358684623104707,-5.573787269489348,4.834692045633596
HFD_GSE101657_HFD_2_Flux,HFD,GSE101657,HFD_GSE101657_HFD_2,-2.499571185363156,-5.903855823672437,2.3675771499181097,-0.8940251391030389,-1.4066148530476141
