ReactionID,ReactionName,Subsystem,GroupA,GroupB,MeanA,MeanB,Diff(A-B),TestStat,PValue,FDR_BH
ADSELK,Adenylyl-selenate kinase,Selenoamino acid metabolism,HFD,SCD,0.0,0.0,0.0,,,
ADSK,Adenylyl-sulfate kinase,Nucleotides,HFD,SCD,0.0,0.0,0.0,,,
ADSL1r,Adenylsuccinate lyase,Nucleotides,HFD,SCD,0.0,0.0,0.0,,,
ALOX12R,Arachidonate 12-lipoxygenase R,Eicosanoid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AGLPED,Alkyl acyl glycerophosphoethanolamine desaturase,Glycerophospholipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ALOX15,Arachidonate 15-lipoxygenase,Eicosanoid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ALOX5,Arachidonate 5-lipoxygenase,Eicosanoid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ADSL2r,Adenylosuccinate lyase,IMP Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
ALOX52,Arachidonate 5-lipoxygenase,Eicosanoid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ADSS,Adenylosuccinate synthase,Nucleotides,HFD,SCD,0.0,0.0,0.0,,,
ALR,Aldose reductase,"Glycine, Serine, and Threonine Metabolism",HFD,SCD,0.0,0.0,0.0,,,
AGLPET,Alkyl acylglycerol phosphoethanolamine transferase,Glycerophospholipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AFLATOXINte,Xenobiotic transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
AGLPH,Alkyl glycerol phosphate hydrolase,Glycerophospholipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AG13T10g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T11g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
ALR2,Aldose reductase (methylglyoxal),Pyruvate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AGLPR,Alkyl glycerol phosphate reductase,Glycerophospholipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AG13T12g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T13g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T14g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
ALR3,Aldose reductase (acetol),Pyruvate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AG13T15g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T16g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T17g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T18g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AM6SAD,Aminomuconate-semialdehyde dehydrogenase,Tryptophan metabolism,HFD,SCD,0.0,0.0,0.0,,,
AGLPT,Alkyl glycerol phosphate acyltransferase,Glycerophospholipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AMACR2p,Alpha-methylacyl-CoA racemase (reductase),Bile Acid Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AMACR2r,Alpha-methylacyl-CoA racemase (reductase),Bile Acid Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AMACRp,Alpha-methylacyl-CoA racemase,Bile Acid Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T1g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T2g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T3g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T4g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AMACRr,Alpha-methylacyl-CoA racemase,Bile Acid Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AGMTm,Agmatinase (m),Arginine and Proline Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AMANK,N-acetyl-D-mannosamine kinase,Aminosugar Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AMCOXO,2-aminomuconate reductase,Tryptophan metabolism,HFD,SCD,0.0,0.0,0.0,,,
AG13T5g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AMETr,S-Adenosyl-L-methionine intracellular diffusion,"Transport, Endoplasmic Reticular",HFD,SCD,0.0,0.0,0.0,,,
AG13T6g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,Triacylglycerol Synthesis,HFD,SCD,0.004985962465917835,0.0054107235850931815,-0.00042476111917534674,,,
AG13T7g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AG13T8g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AMETt2m,"S-Adenosyl-L-methionine reversible transport, mitochondrial","Transport, Mitochondrial",HFD,SCD,0.0,0.0,0.0,,,
AGPRim,N acetyl g glutamyl phosphate reductase  irreversible  mitochondrial,Urea cycle/amino group metabolism,HFD,SCD,0.0,0.0,0.0,,,
AMETtn,"S-Adenosyl-L-methionine transport, nucleus","Transport, Nuclear",HFD,SCD,0.0,0.0,0.0,,,
AMPDA,Adenosine monophosphate deaminase,Nucleotides,HFD,SCD,0.0,0.0,0.0,,,
AMPTASECG,Alanyl aminopeptidase (cys-gly),Glutathione Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AMPTASECGe,Alanyl aminopeptidase (cys-gly) (e),Glutathione Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AG13T9g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR204,R group artificial flux,R Group Synthesis,HFD,SCD,0.05,0.0,0.05,,,
ARTFR205,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR206,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AMPtp,"AMP transporter, peroxisome","Transport, Peroxisomal",HFD,SCD,0.0,0.0,0.0,,,
AGPSx,Alkylglycerone phosphate synthase,Glycerophospholipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AMPtr,"AMP transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",HFD,SCD,0.0,0.0,0.0,,,
AMY1e,"Alpha-amylase, extracellular (strch1 -> strch2)",Starch and Sucrose Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTFR207,R group artificial flux,R Group Synthesis,HFD,SCD,0.025000000000000116,0.0,0.025000000000000116,,,
ARTFR208,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR209,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AMY2e,"Alpha-amylase, extracellular (glygn2 -> glygn4)",Starch and Sucrose Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTFR210,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AGPex,Alkyl glycerol phosphate transport,"Transport, Peroxisomal",HFD,SCD,0.0,0.0,0.0,,,
ARTFR211,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ANDRSTRNGLCte,Glucuronidated compound transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ANDRSTRNGLCtr,Glucuronidated compound transport (ER),"Transport, Endoplasmic Reticular",HFD,SCD,0.0,0.0,0.0,,,
ARTFR212,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AGTim,Alanine---glyoxylate aminotransferase,Alanine and Aspartate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTFR213,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ANDRSTRNte,Androsterone transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ANDRSTRNtr,Androsterone intracellular transport,"Transport, Endoplasmic Reticular",HFD,SCD,0.0,0.0,0.0,,,
ARTFR31,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ANTIPYRENEte,Xenobiotic transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
AGTix,"Alanine---glyoxylate aminotransferase, glyoxysome",Alanine and Aspartate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AOBUTDsm,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous)","Glycine, Serine, and Threonine Metabolism",HFD,SCD,0.0,0.0,0.0,,,
ARTFR32,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR33,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR34,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AP4AH1,"Ap4A hydrolase, asymmetrically",Nucleotides,HFD,SCD,0.0,0.0,0.0,,,
APAT2rm,3-Aminopropanoate:2-oxoglutarate aminotransferase (m),beta-Alanine metabolism,HFD,SCD,0.0,0.0,0.0,,,
APNNOXte,Xenobiotic transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ARTFR41,R group artificial flux,R Group Synthesis,HFD,SCD,1.4722757765389252,1.261470560113653,0.21080521642527206,,,
ARTFR42,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR43,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
APOC_LYS_BTNP,Proteolysis of apoC-Lys-btn,Biotin Metabolism,HFD,SCD,0.0,0.0,0.0,,,
APOC_LYS_BTNPm,"Proteolysis of apoC-Lys-btn, mitochondrial",Biotin Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTFR44,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AHANDROSTANGLCte,Glucuronidated compound transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ARTFR45,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR46,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
APOCF,Apocarboxylase formation,Biotin Metabolism,HFD,SCD,0.0,0.0,0.0,,,
APOCFm,"Apocarboxylase formation, mitochondrial",Biotin Metabolism,HFD,SCD,0.0,0.0,0.0,,,
APPNNte,Xenobiotic transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
APRGSTRNte,Hydroxyprogesterone transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ARTFR51,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AHANDROSTANGLCtr,Glucuronidated compound transport,"Transport, Endoplasmic Reticular",HFD,SCD,0.0,0.0,0.0,,,
ARTFR52,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR53,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
APRTO2,N acetylputrescine oxygen oxireductase  deaminating ,Arginine and Proline Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AQCOBALt,Aquacob(III)alamin uptake,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ARAB_Lt,L arabinoase extracellular transport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ARTFR54,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AHCi,Adenosylhomocysteinase,Methionine Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTFR55,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR56,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR57,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARABR,Arabinose reductase,Pentose and Glucuronate Interconversions,HFD,SCD,0.0,0.0,0.0,,,
ARACHCOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",HFD,SCD,0.025246312555686212,0.0,0.025246312555686212,,,
ARACHCPT1,Carnitine transferase,Carnitine shuttle,HFD,SCD,0.0,0.0,0.0,,,
ARACHCPT2,Carnitine transferase,Carnitine shuttle,HFD,SCD,0.0,0.0,0.0,,,
ARACHCRNt,Transport into the mitochondria (carnitine),Carnitine shuttle,HFD,SCD,0.0,0.0,0.0,,,
ARACHDCOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",HFD,SCD,0.0,0.0,0.0,,,
AHCYStn,"S-Adenosylhomocysteine transport, nucleus","Transport, Nuclear",HFD,SCD,0.0,0.0,0.0,,,
ARACHDt2,Fatty acid transport via diffusion,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ARACHDtr,Intracellular transport,"Transport, Endoplasmic Reticular",HFD,SCD,0.0,0.0,0.0,,,
ARACHt,Fatty acid transport via diffusion,"Transport, Extracellular",HFD,SCD,0.05024631255568632,0.0,0.05024631255568632,,,
ARTFR61,R group artificial flux,R Group Synthesis,HFD,SCD,0.1,0.1,0.0,,,
ARTPLM1,R group to palmitate conversion,R Group Synthesis,HFD,SCD,1.7419429645101614,1.355683438366119,0.38625952614404246,,,
ARTPLM1m,R group to palmitate conversion,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTPLM2,R group to palmitate conversion,R Group Synthesis,HFD,SCD,-0.004985962465917835,-0.0054107235850931815,0.00042476111917534674,,,
ARTPLM2m,R group to palmitate conversion,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTPLM3,R group to palmitate conversion,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARGDCm,"Arginine decarboxylase, mitochondrial",Arginine and Proline Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARGLYSex,Arginine/Lysine exchanger (Arg in),"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ARGN,Arginase,Urea cycle/amino group metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARGNm,Arginase (m),Urea cycle/amino group metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTPLM3m,R group to palmitate conversion,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ASAH1,N-acylsphingosine amidohydrolase,Sphingolipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
AHCYStr,S-Adenosyl-L-homocysteine intracellular diffusion,"Transport, Endoplasmic Reticular",HFD,SCD,0.0,0.0,0.0,,,
ASCBOX,Ascorbic acid oxidase,Ascorbate and Aldarate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ASCBt,L-ascorbate transport via facilitated diffusion,"Transport, Extracellular",HFD,SCD,0.0,0.07324144429711896,-0.07324144429711896,,,
ARGSL,Argininosuccinate lyase,Alanine and Aspartate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARGSS,Argininosuccinate synthase,Alanine and Aspartate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARGt4,L-arginine transport in via sodium symport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ASCBt4,L-ascorbate transport via proton symport,"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
AHEXASE2ly,"Beta-N-acetylhexosaminidase, lysosomal",N-Glycan Degradation,HFD,SCD,0.0,0.0,0.0,,,
ASNALANaEx,L-alanine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, Extracellular",HFD,SCD,0.1,0.0,0.1,,,
ARGt5r,ARGtiDF,"Transport, Extracellular",HFD,SCD,0.016345285649139337,0.017737763405044602,-0.001392477755905265,,,
ARGtm,Arginine mitochondrial transport via ornithine carrier,"Transport, Mitochondrial",HFD,SCD,0.0,0.0,0.0,,,
ARSA,Arylsulfatase A,Sphingolipid Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ASNCYSNaEx,L-cysteine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ASNGLNNaEx,L-glutamine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
AHEXASEly,"Beta-N-acetylhexosaminidase, lysosomal",N-Glycan Degradation,HFD,SCD,0.0,0.0,0.0,,,
ASNNm,L-asparaginase (mitochondrial),Alanine and Aspartate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTCOAL1,R group coenzyme a ligase,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTCOAL2,R group coenzyme a ligase,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,IMP Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTCOAL3,R group coenzyme a ligase,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR11,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR12,R group artificial flux (C16:1),R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ASNS1,Asparagine synthase (glutamine-hydrolysing),Alanine and Aspartate Metabolism,HFD,SCD,0.0,0.0,0.0,,,
ASNSERNaEx,L-serine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ASNTHRNaEx,L-threonine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ASNt4,L-asparagine transport in via sodium symport,"Transport, Extracellular",HFD,SCD,0.0,0.013555038824916049,-0.013555038824916049,,,
ASNtN1,"Asparagine transport (Na, H coupled)","Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ASNtm,"L-asparagine transport, mitochondrial","Transport, Mitochondrial",HFD,SCD,0.0,0.0,0.0,,,
ASP1DC,Aspartate 1-decarboxylase,beta-Alanine metabolism,HFD,SCD,0.0,0.0,0.0,,,
ARTFR13,R group artificial flux,R Group Synthesis,HFD,SCD,0.1,0.0,0.1,,,
ARTFR202,"R group artificial flux (C18:3, n-3)",R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ARTFR203,R group artificial flux,R Group Synthesis,HFD,SCD,0.0,0.0,0.0,,,
ASPCT,Aspartate carbamoyltransferase,Pyrimidine Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
AIRCr,Phosphoribosylaminoimidazole carboxylase,IMP Biosynthesis,HFD,SCD,0.0,0.0,0.0,,,
ASPDt6,"D-aspartate transport via Na, H symport and K antiport","Transport, Extracellular",HFD,SCD,0.0,0.0,0.0,,,
ASPDxt,"D-aspartate transport, peroxisomal","Transport, Peroxisomal",HFD,SCD,0.0,0.0,0.0,,,
ATPasel,"V-type ATPase, H+ transporting, lysosomal","Transport, Lysosomal",HFD,SCD,0.0,0.0,0.0,,,
