reaction_id,reaction_name,subsystem,LECs_Chow,LECs_WesternDiet,Hepatocytes_Chow,Hepatocytes_WesternDiet,qHSCs_Chow,qHSCs_WesternDiet,"Cd207+, Trem2+ Mo-KC_Chow","Cd207+, Trem2+ Mo-KC_WesternDiet",Timd4+ resKC_Chow,Timd4+ resKC_WesternDiet,Cholangiocytes_Chow,Cholangiocytes_WesternDiet,cAMP qHSCs_Chow,cAMP qHSCs_WesternDiet,aHSCs_Chow,aHSCs_WesternDiet,"Cd207-, Trem2+ Mo-KC_Chow","Cd207-, Trem2+ Mo-KC_WesternDiet","Cx3cr1+, Ccr2+ MdM_Chow","Cx3cr1+, Ccr2+ MdM_WesternDiet",Macrophages_Chow,Macrophages_WesternDiet,Dendrites_Chow,Dendrites_WesternDiet,"Ly6c2+, Ccr2+ Mo_Chow","Ly6c2+, Ccr2+ Mo_WesternDiet",MCs_Chow,MCs_WesternDiet,T cells_Chow,T cells_WesternDiet,Cycling_Chow,Cycling_WesternDiet,B cells_Chow,B cells_WesternDiet,Neutrophiles_Chow,Neutrophiles_WesternDiet,"Trem2+, Spp1+ MdM_Chow","Trem2+, Spp1+ MdM_WesternDiet","Ly6c2-, Spn+ Mo_Chow","Ly6c2-, Spn+ Mo_WesternDiet",Transitioning Mo_Chow,Transitioning Mo_WesternDiet,DCs_WesternDiet,Mast cells_Chow,Mast cells_WesternDiet
CHLP,Choline phosphate phosphatase,Glycerophospholipid Metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLPCTD,Choline phosphate cytididyltransferase,Glycerophospholipid Metabolism,0.004735985445053636,0.004277777777777779,0.0057330117147255675,0.006432913594535518,0.00027017543859649126,0.004438161976323042,0.004225921264232057,0.0006695652173913043,0.00465628443566094,0.004979901778750237,0.003621690178815245,0.005992480726306678,0.00030181128626430314,0.00641581429960961,0.0009217391304347825,0.0046468387298687405,0.004665258394932413,0.004772763260538842,0.004398182812755791,0.00588888888888889,0.004967708048626849,0.005858139518416994,0.0029011026916903513,0.00441863473841776,0.004580149942691605,0.004277777777777779,0.0006695652173913043,0.0061937840338515395,0.007337889414151189,0.005742050236602927,0.0032135139413136163,0.0057749765802196755,0.0042225986987170045,0.0049640314463317604,0.0009217391304347826,0.0033003867283680766,0.004202516657204321,0.00511192122315262,0.005118924539577161,0.005269273639021687,0.003480083015332471,0.0009217391304347825,0.0009217391304347825,0.0009217391304347825,0.005663215495602164
CHLtm,Choline transport via diffusion (cytosol to mitochondria),"Transport, Mitochondrial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012860598433239647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLATEt2,Cholate transport via sodium cotransport,"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLATEt3,ABC bile acid transporter,"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLD2m,"Choline dehydrogenase (FAD acceptor), mitochondrial","Glycine, Serine, and Threonine Metabolism",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLK,Choline kinase,Glycerophospholipid Metabolism,0.004735985445053636,0.004277777777777779,0.0057330117147255675,0.006432913594535518,0.00027017543859649126,0.004438161976323042,0.004225921264232057,0.0006695652173913043,0.00465628443566094,0.004979901778750237,0.003621690178815245,0.005992480726306678,0.00030181128626430314,0.00641581429960961,0.0009217391304347825,0.0046468387298687405,0.004665258394932413,0.004772763260538842,0.004398182812755791,0.00588888888888889,0.004967708048626849,0.005858139518416994,0.0029011026916903513,0.00441863473841776,0.004580149942691605,0.004277777777777779,0.0006695652173913043,0.0061937840338515395,0.007337889414151189,0.005742050236602927,0.0032135139413136163,0.0057749765802196755,0.0042225986987170045,0.0049640314463317604,0.0009217391304347826,0.0033003867283680766,0.004202516657204321,0.00511192122315262,0.005118924539577161,0.005269273639021687,0.003480083015332471,0.0009217391304347825,0.0009217391304347825,0.0009217391304347825,0.005663215495602164
CHOLPtg,Choline phosphate intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLPtl,Choline phosphate intracellular transport,"Transport, Lysosomal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLt4,"Choline, sodium cotransport","Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021924027398444662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLtg,Choline intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLtn,"Choline transport, nuclear through pores","Transport, Nuclear",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLtr,Choline intracellular transport,"Transport, Endoplasmic Reticular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLtu,Choline uniport,"Transport, Extracellular",0.004735985445053636,0.004277777777777779,0.004164546245602535,0.00467296553565316,0.00027017543859649126,0.004438161976323042,0.004225921264232057,0.0006695652173913043,0.00465628443566094,0.004979901778750237,0.0026308504129129613,0.0043530284521284355,0.001,0.004660544349716415,0.0006695652173913044,0.0046468387298687405,0.0033889141170735456,0.004772763260538842,0.0031949063828509046,0.004277777777777779,0.003608618110794975,0.004255440970925553,0.0029011026916903513,0.00441863473841776,0.004580149942691605,0.004277777777777779,0.0006695652173913043,0.004499258213269515,0.0053303536310343545,0.0041711119643247675,0.0032135139413136163,0.004195030157329387,0.0030673594320868806,0.003605947371391939,0.0006695652173913044,0.0033003867283680766,0.0030527715340069126,0.0049833152388202235,0.005118924539577161,0.005269273639021687,0.003480083015332471,0.0006695652173913044,0.0006695652173913044,0.0006695652173913044,0.00411384521850346
CHSTEROLSULT,Steroid sulfotransferase,Steroid Metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHSTEROLt,Cholesterol efflux (ATP depedent),"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHSTEROLt1,Cholesterol intracellular transport,"Transport, Mitochondrial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHSTEROLt2,Cholesterol intracellular transport,"Transport, Mitochondrial",0.0011071134806618888,0.001,0.0009735302911798132,0.0010923815537890501,6.31578947368421e-05,0.0010374924100495422,0.0009878776981321691,0.00015652173913043474,0.001088482075868791,0.0011641328833442112,0.0006150039926290039,0.0010175910667313225,5.1250973139221283e-05,0.0010894778999337074,0.00015652173913043474,0.0010862739888004846,0.0007922136897055041,0.001115710892074015,0.0007468612323547569,0.001,0.0008435730648611629,0.0009947784087877914,0.0006781798500055366,0.0010329276011885674,0.0010706844021876477,0.001,0.00015652173913043474,0.0010517746472578084,0.0012460566929690699,0.000975065134517478,0.00075121105121617,0.0009806564004146618,0.0007170450620462837,0.0008429487361695441,0.00015652173913043477,0.0007715189754626671,0.0007136349040535638,0.0011949945716460669,0.001196631710550505,0.0012317782532777965,0.00081352589968811,0.00015652173913043474,0.00015652173913043474,0.00015652173913043474,0.0009616781030267825
CHSTEROLt3,Cholesterol intracellular transport,"Transport, Mitochondrial",-0.0011071134806618888,-0.001,-0.0009735302911798132,-0.0010923815537890501,-6.31578947368421e-05,-0.0010374924100495422,-0.0009878776981321691,-0.00015652173913043474,-0.001088482075868791,-0.0011641328833442112,-0.0006150039926290039,-0.0010175910667313225,-5.1250973139221283e-05,-0.0010894778999337074,-0.00015652173913043474,-0.0010862739888004846,-0.0007922136897055041,-0.001115710892074015,-0.0007468612323547569,-0.001,-0.0008435730648611629,-0.0009947784087877914,-0.0006781798500055366,-0.0010329276011885674,-0.0010706844021876477,-0.001,-0.00015652173913043474,-0.0010517746472578084,-0.0012460566929690699,-0.000975065134517478,-0.00075121105121617,-0.0009806564004146618,-0.0007170450620462837,-0.0008429487361695441,-0.00015652173913043477,-0.0007715189754626671,-0.0007136349040535638,-0.0011949945716460669,-0.001196631710550505,-0.0012317782532777965,-0.00081352589968811,-0.00015652173913043474,-0.00015652173913043474,-0.00015652173913043474,-0.0009616781030267825
CHSTEROLtg,"Cholesterol efflux (ATP depedent), golgi","Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHTNASE,CHTNASE,Aminosugar Metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHTNASEe,"Chitinase, extracellular",Aminosugar Metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITL,Citrate lyase,Citric Acid Cycle,0.0,0.0,0.03891713071681689,0.02178694321168161,0.02230425845100559,0.0,0.0,0.0,0.0,0.023217983617809544,0.012265912964100689,0.0041765909820467295,0.001,0.0,0.0,0.0,0.0,0.04677895994065878,0.0,0.044746421891651456,0.0,0.0,0.0,0.0,0.0,0.014740565833450639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04162461086763093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITMCOAHm,"L-Citramalyl-CoA hydro-lyase, mitochondrial",C5-Branched dibasic acid metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITMCOALm,L-Citramalyl-CoA pyruvate-lyase,C5-Branched dibasic acid metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITRtm,"Citrulline transport via diffusion, mitochondria","Transport, Mitochondrial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt4_2,Citrate transport via sodium symport,"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITt4_4,Citrate transport via sodium symport,"Transport, Extracellular",0.0,0.0,0.0,0.0,-0.0025792982456140333,0.0,0.0,0.0,0.0,0.0,-0.03445532360634877,0.0,-0.002622947482741998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITtam,Citrate transport  mitochondrial,"Transport, Mitochondrial",-0.11489014525436458,-0.019944444444444445,-0.058417740626214174,-0.02178694321168161,-0.024883556696619624,-0.127176562641664,-0.12688762219165584,0.0,-0.12497064066896568,-0.10856433243487715,-0.046721236570449465,-0.0928231021561127,-0.12923739752575122,-0.16074491603567498,-0.002,-0.10354413728414413,-0.10468778311557192,-0.14322652913466188,-0.10094447492605607,-0.15923066873032266,-0.14102359469127324,-0.1350353389368737,-0.07602020872894544,-0.09196482906947301,-0.099390177941727,-0.15731572575328268,0.0,-0.08361562244357978,-0.1803086223260148,-0.12780108820208824,-0.10668409787805666,-0.09188528976581256,-0.08862745516040482,-0.11650834788406306,0.0,-0.1150310799560943,-0.11106095477470912,-0.106055058287461,-0.01891886069873372,-0.17265783951442581,-0.12071466852383528,0.0,0.0,0.0,-0.13818326307448714
CITtbm,Citrate transport  mitochondrial,"Transport, Mitochondrial",0.11489014525436325,0.0,0.019500609909397282,0.0,0.0,0.127176562641664,0.12688762219165672,0.0,0.12497064066896568,0.0853463488170676,0.0,0.08864651117406597,0.0,0.16074491603567498,0.0,0.10354413728414413,0.10468778311569327,0.0964475691940031,0.10094447492605607,0.1144842468386712,0.14102359469127324,0.1350353389368737,0.07602020872894544,0.09196482906947301,0.099390177941727,0.14257515991983205,0.0,0.08361562244357978,0.1803086223260153,0.12780108820208824,0.10668409787805666,0.09188528976581256,0.08862745516040482,0.11650834788406306,0.0,0.1150310799560943,0.11106095477470912,0.06443044741983006,0.018918860698735163,0.17265783951442581,0.12071466852383528,0.0,0.0,0.0,0.13818326307448714
CK,ATP Creatine kinase,Urea cycle/amino group metabolism,0.7588173471000033,0.7915833076982284,0.6513386836131995,0.727305146329469,0.0,0.7173431962204305,0.7643836643096849,0.0,0.8483364755499817,0.9240490788048684,0.4165446579575317,0.7285167487859542,0.0,0.7633436231992136,0.0,0.7766998545646912,0.5326345555249302,0.8621038672382879,0.5386355299746605,0.8073957575359658,0.5487118625781371,0.6922751756722688,0.44321146460298383,0.8360715573921772,0.7161313003477573,0.66361689752931,0.0,0.7360008370811445,0.902938988339322,0.6609965282528137,0.48406411593984516,0.6755522300075832,0.47373677744905984,0.5461184648572022,0.0,0.4952669131706679,0.47253313190619184,0.9024569533848084,0.8307783627346753,0.8103048922490298,0.5698125984235494,0.0,0.0,0.0,0.6310344083793947
CKc,ATP Creatine kinase (c),Urea cycle/amino group metabolism,-0.7588173471000033,-0.7915833076982284,-0.6513386836131995,-0.727305146329469,0.0,-0.7173431962204305,-0.7643836643096849,0.0,-0.8483364755499817,-0.9240490788048684,-0.4165446579575317,-0.7285167487859542,0.0,-0.7633436231992136,0.0,-0.7766998545646912,-0.5326345555249302,-0.8621038672382879,-0.5386355299746605,-0.8073957575359658,-0.5487118625781371,-0.6922751756722688,-0.44321146460298383,-0.8360715573921772,-0.7161313003477573,-0.66361689752931,0.0,-0.7360008370811445,-0.902938988339322,-0.6609965282528137,-0.48406411593984516,-0.6755522300075832,-0.47373677744905984,-0.5461184648572022,0.0,-0.4952669131706679,-0.47253313190619184,-0.9024569533848084,-0.8307783627346753,-0.8103048922490298,-0.5698125984235494,0.0,0.0,0.0,-0.6310344083793947
CLFORtex,Chloride transport via formate countertransport,"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005820664416721056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.588732362890421e-05,0.00012302834648453493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLFORtex2,Chloride transport via formate countertransport (2:1),"Transport, Extracellular",0.0011071134806618888,0.001,0.0009735302911798132,0.0010923815537890501,0.0,0.0010374924100495422,0.0009878776981321691,0.00015652173913043474,0.001088482075868791,0.0,0.0006150039926290039,0.0010175910667313225,0.0,0.0010894778999337074,0.00015652173913043474,0.0010862739888004846,0.0007922136897055041,0.001115710892074015,0.0007468612323547569,0.001,0.0008435730648611629,0.0009947784087877914,0.0006781798500055366,0.0010329276011885674,0.0010706844021876477,0.001,0.00015652173913043474,0.001,0.001,0.000975065134517478,0.00075121105121617,0.0009806564004146618,0.0007170450620462837,0.0008429487361695441,0.00015652173913043477,0.0007715189754626671,0.0007136349040535638,0.0011949945716460669,0.001196631710550505,0.0012317782532777965,0.00081352589968811,0.00015652173913043474,0.00015652173913043474,0.00015652173913043474,0.0009616781030267825
CLHCO3tex2,Chloride transport via bicarbonate countertransport (2:1),"Transport, Extracellular",0.020890198810664316,0.001,0.009461164682170951,0.0046636983566176815,0.001,0.01382095521154201,0.017001429742018487,0.0,0.034256521788180345,0.0,0.0,0.0,0.001,0.024103915369010954,0.0008452173913043479,0.014514166436772233,0.032967738380724365,0.0,0.006333260450555158,0.0016748596073581962,0.03438075227512896,0.012958880321844978,0.02179386213032666,0.005179724202028827,0.007746154523386016,0.0,0.0,0.0,0.001,0.011876487641351827,0.008760796027646551,0.001,0.031244930264615788,0.010998738848880234,0.001,0.011911352477676258,0.01315038672691436,0.02132577551530898,0.01597961640183712,0.010897845864197838,0.014134119796638164,0.001,0.001,0.0,0.007516300126277827
CLHCOtex,Chloride transport via bicarbonate countertransport,"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI2tex,Chloride transport via iodide countertransport,"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLOHtex2,Chloride transport via hydroxide countertransport (2:1),"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLOXAtex2,Chloride transport via oxalate countertransport (2:1),"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNDCOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNDCPT1,Carnitine O-palmitoyltransferase,Carnitine shuttle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNDCPT2,Carnitine transferase,Carnitine shuttle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNDCRNt,Transport into the mitochondria (carnitine),Carnitine shuttle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPNDt,Fatty acid transport via diffusion,"Transport, Extracellular",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLS_hs,Cardiolipin synthase (homo sapiens),Glycerophospholipid Metabolism,0.00018451891344364816,0.0001666666666666667,0.00016225504852996887,0.00018206359229817505,1.0526315789473686e-05,0.0001729154016749237,0.00016464628302202819,2.6086956521739125e-05,0.00018141367931146519,0.0001940221472240352,0.00010250066543816732,0.00016959851112188708,8.54182885653688e-06,0.00018157964998895124,2.6086956521739125e-05,0.0001810456648000808,0.00013203561495091738,0.00018595181534566916,0.00012447687205912616,0.0001666666666666667,0.00014059551081019382,0.00016579640146463192,0.00011302997500092276,0.00017215460019809456,0.00017844740036460796,0.0001666666666666667,2.6086956521739125e-05,0.0001752957745429681,0.00020767611549484498,0.00016251085575291302,0.00012520184186936168,0.00016344273340244365,0.0001195075103410473,0.00014049145602825736,2.608695652173913e-05,0.00012858649591044455,0.00011893915067559398,0.00019916576194101113,0.0001994386184250842,0.00020529637554629946,0.00013558764994801834,2.6086956521739125e-05,2.6086956521739125e-05,2.6086956521739125e-05,0.00016027968383779709
CMPACNAtg,CMP-Sia Golgi transport via CMP antiport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009225698848384367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPACNAtn,CMP-Sia nuclear export,"Transport, Nuclear",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACNMCT,CTP:N-acylneuraminate cytidylyltransferase,Aminosugar Metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009225698848384367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
