ReactionID,ReactionName,Subsystem,MetaboliteID,MetaboliteName,Coefficient,Diff(HFD-SCD),Ratio(HFD/SCD)
TRPHYDRO2,"L-Tryptophan,tetrahydrobiopterin:oxygen oxidoreductase (5-hydroxylating)",Tryptophan metabolism,o2_c,O2 O2,-1.0,-0.35845994984511,0.0
TRPHYDRO2,"L-Tryptophan,tetrahydrobiopterin:oxygen oxidoreductase (5-hydroxylating)",Tryptophan metabolism,thbpt4acam_c,Tetrahydrobiopterin-4a-carbinolamine,1.0,-0.35845994984511,0.0
TRPHYDRO2,"L-Tryptophan,tetrahydrobiopterin:oxygen oxidoreductase (5-hydroxylating)",Tryptophan metabolism,thbpt_c,Tetrahydrobiopterin,-1.0,-0.35845994984511,0.0
TRPHYDRO2,"L-Tryptophan,tetrahydrobiopterin:oxygen oxidoreductase (5-hydroxylating)",Tryptophan metabolism,trp__L_c,L-Tryptophan,-1.0,-0.35845994984511,0.0
TRPt4,L-tryptophan transport in via sodium symport,"Transport, Extracellular",na1_c,Sodium,1.0,-0.3586737188036936,0.0051968931047468
TRPt4,L-tryptophan transport in via sodium symport,"Transport, Extracellular",na1_e,Sodium,-1.0,-0.3586737188036936,0.0051968931047468
TRPt4,L-tryptophan transport in via sodium symport,"Transport, Extracellular",trp__L_c,L-Tryptophan,1.0,-0.3586737188036936,0.0051968931047468
TRPt4,L-tryptophan transport in via sodium symport,"Transport, Extracellular",trp__L_e,L-Tryptophan,-1.0,-0.3586737188036936,0.0051968931047468
TYRTA,Tyrosine transaminase,Tyrosine metabolism,34hpp_c,3-(4-Hydroxyphenyl)pyruvate,1.0,-0.6932768857185558,0.0
TYRTA,Tyrosine transaminase,Tyrosine metabolism,akg_c,2-Oxoglutarate,-1.0,-0.6932768857185558,0.0
TYRTA,Tyrosine transaminase,Tyrosine metabolism,glu__L_c,L-Glutamate,1.0,-0.6932768857185558,0.0
TYRTA,Tyrosine transaminase,Tyrosine metabolism,tyr__L_c,L-Tyrosine,-1.0,-0.6932768857185558,0.0
TYRt4,L-tyrosine transport in via sodium symport,"Transport, Extracellular",na1_c,Sodium,1.0,-0.8008277785320915,0.0095852378443071
